excluded_coin,n,total_pnl,edge_per_contract
BTC,127,20.619300000000024,0.010823779527559066
ETH,135,83.8331,0.04139906172839506
SOL,219,76.94570000000002,0.02342334855403349
XRP,215,49.46390000000002,0.015337643410852718
DOGE,216,96.15310000000001,0.029676882716049388
HYPE,223,104.00440000000002,0.03109249626307923
