wait_seconds,n,days,mean_ask,win_rate,edge_per_contract,total_pnl,mean_pnl_per_active_day,sd_active_day,max_drawdown,worst_window
60,631,73,0.6914580031695721,0.7242472266244057,0.018074506075013215,171.07520000000008,2.3434958904109595,16.74522347106646,135.97290000000004,-12.168
120,533,73,0.6972045028142589,0.7504690431519699,0.03873283302063791,309.66900000000004,4.242041095890412,14.061794165998121,84.78529999999989,-12.168
180,478,73,0.6939121338912135,0.7552301255230126,0.046705829846582995,334.8808,4.587408219178083,13.287133610572647,88.25979999999987,-12.168
300,367,73,0.6923705722070845,0.7193460490463215,0.012327211625794733,67.8613,0.9296068493150691,12.90680195579844,146.61690000000004,-12.168
