ticker,coin,close_ts,side,entry_bid,entry_ask,entry_spread,bid,ask,spread,vol,rise,widen,coin_order,won,utc,day,week,fee,pnl,edge_c
KXETH15M-26JUL142100-00,ETH,1784077200,yes,0.68,0.69,0.009999999999999898,0.75,0.76,0.010000000000000009,3033.84,0.06999999999999995,1.1102230246251565e-16,1,1,2026-07-15 01:00:00+00:00,2026-07-15,29,0.1916,3.4083999999999994,22.72266666666666
KXBTC15M-26JUL151900-00,BTC,1784156400,yes,0.73,0.74,0.010000000000000009,0.8,0.81,0.010000000000000009,122453.53,0.07000000000000006,0.0,0,0,2026-07-15 23:00:00+00:00,2026-07-15,29,0.1616,-12.3116,-82.07733333333334
KXHYPE15M-26JUL161200-00,HYPE,1784217600,no,0.6599999999999999,0.6699999999999999,0.010000000000000009,0.83,0.84,0.010000000000000009,3403.33,0.17000000000000004,0.0,5,1,2026-07-16 16:00:00+00:00,2026-07-16,29,0.1412,2.2588000000000004,15.05866666666667
KXBTC15M-26JUL161500-00,BTC,1784228400,yes,0.67,0.68,0.010000000000000009,0.79,0.8,0.010000000000000009,108807.46,0.12,0.0,0,1,2026-07-16 19:00:00+00:00,2026-07-16,29,0.168,2.831999999999999,18.879999999999995
KXBTC15M-26JUL162200-00,BTC,1784253600,no,0.72,0.73,0.010000000000000009,0.77,0.78,0.010000000000000009,149249.83,0.050000000000000044,0.0,0,1,2026-07-17 02:00:00+00:00,2026-07-17,29,0.1802,3.1197999999999997,20.798666666666666
KXBTC15M-26JUL170100-00,BTC,1784264400,yes,0.76,0.77,0.010000000000000009,0.8,0.81,0.010000000000000009,87437.07,0.040000000000000036,0.0,0,1,2026-07-17 05:00:00+00:00,2026-07-17,29,0.1616,2.6883999999999992,17.92266666666666
KXBTC15M-26JUL170200-00,BTC,1784268000,no,0.74,0.75,0.010000000000000009,0.84,0.85,0.010000000000000009,118147.91,0.09999999999999998,0.0,0,1,2026-07-17 06:00:00+00:00,2026-07-17,29,0.1339,2.1161000000000003,14.107333333333335
KXETH15M-26JUL170400-00,ETH,1784275200,no,0.6799999999999999,0.69,0.010000000000000009,0.79,0.8,0.010000000000000009,3318.25,0.1100000000000001,0.0,1,1,2026-07-17 08:00:00+00:00,2026-07-17,29,0.168,2.831999999999999,18.879999999999995
KXBTC15M-26JUL170500-00,BTC,1784278800,yes,0.73,0.74,0.010000000000000009,0.78,0.79,0.010000000000000009,98265.58,0.050000000000000044,0.0,0,1,2026-07-17 09:00:00+00:00,2026-07-17,29,0.1742,2.9757999999999996,19.83866666666666
KXBTC15M-26JUL180500-00,BTC,1784365200,yes,0.69,0.7,0.010000000000000009,0.72,0.73,0.010000000000000009,43097.38,0.030000000000000027,0.0,0,1,2026-07-18 09:00:00+00:00,2026-07-18,29,0.207,3.843000000000001,25.620000000000005
KXETH15M-26JUL180700-00,ETH,1784372400,yes,0.66,0.67,0.010000000000000009,0.69,0.7,0.010000000000000009,2944.1,0.029999999999999916,0.0,1,1,2026-07-18 11:00:00+00:00,2026-07-18,29,0.2205,4.2795000000000005,28.530000000000005
KXBTC15M-26JUL181500-00,BTC,1784401200,yes,0.65,0.66,0.010000000000000009,0.71,0.72,0.010000000000000009,66340.85,0.05999999999999994,0.0,0,1,2026-07-18 19:00:00+00:00,2026-07-18,29,0.2117,3.9883,26.588666666666665
KXBTC15M-26JUL190200-00,BTC,1784440800,yes,0.72,0.73,0.010000000000000009,0.74,0.75,0.010000000000000009,69882.02,0.020000000000000018,0.0,0,1,2026-07-19 06:00:00+00:00,2026-07-19,29,0.1969,3.5531,23.687333333333335
KXBTC15M-26JUL191900-00,BTC,1784502000,no,0.7,0.71,0.010000000000000009,0.78,0.79,0.010000000000000009,147564.22,0.08000000000000007,0.0,0,1,2026-07-19 23:00:00+00:00,2026-07-19,29,0.1742,2.9757999999999996,19.83866666666666
KXHYPE15M-26JUL192100-00,HYPE,1784509200,no,0.72,0.73,0.010000000000000009,0.8,0.81,0.010000000000000009,2316.16,0.08000000000000007,0.0,5,1,2026-07-20 01:00:00+00:00,2026-07-20,30,0.1616,2.6883999999999992,17.92266666666666
KXETH15M-26JUL201000-00,ETH,1784556000,no,0.77,0.78,0.010000000000000009,0.84,0.85,0.010000000000000009,4344.53,0.06999999999999995,0.0,1,1,2026-07-20 14:00:00+00:00,2026-07-20,30,0.1339,2.1161000000000003,14.107333333333335
KXETH15M-26JUL201500-00,ETH,1784574000,no,0.6599999999999999,0.6699999999999999,0.010000000000000009,0.7,0.71,0.010000000000000009,6579.75,0.040000000000000036,0.0,1,1,2026-07-20 19:00:00+00:00,2026-07-20,30,0.2162,4.133800000000001,27.55866666666667
KXBTC15M-26JUL211300-00,BTC,1784653200,no,0.74,0.75,0.010000000000000009,0.81,0.8200000000000001,0.010000000000000009,96469.19,0.07000000000000006,0.0,0,1,2026-07-21 17:00:00+00:00,2026-07-21,30,0.155,2.5449999999999995,16.96666666666666
KXETH15M-26JUL211900-00,ETH,1784674800,no,0.69,0.7,0.010000000000000009,0.8200000000000001,0.83,0.009999999999999898,7259.05,0.13000000000000012,-1.1102230246251565e-16,1,1,2026-07-21 23:00:00+00:00,2026-07-21,30,0.1482,2.4018000000000006,16.012000000000004
KXETH15M-26JUL220000-00,ETH,1784692800,yes,0.67,0.68,0.010000000000000009,0.83,0.84,0.010000000000000009,7287.21,0.15999999999999992,0.0,1,0,2026-07-22 04:00:00+00:00,2026-07-22,30,0.1412,-12.7412,-84.94133333333332
KXBTC15M-26JUL221700-00,BTC,1784754000,no,0.69,0.7,0.010000000000000009,0.84,0.85,0.010000000000000009,86544.74,0.15000000000000002,0.0,0,1,2026-07-22 21:00:00+00:00,2026-07-22,30,0.1339,2.1161000000000003,14.107333333333335
KXXRP15M-26JUL231100-00,XRP,1784818800,no,0.6599999999999999,0.6699999999999999,0.010000000000000009,0.74,0.75,0.010000000000000009,2258.67,0.08000000000000007,0.0,3,1,2026-07-23 15:00:00+00:00,2026-07-23,30,0.1969,3.5531,23.687333333333335
KXBTC15M-26JUL231900-00,BTC,1784847600,no,0.6699999999999999,0.6799999999999999,0.010000000000000009,0.7,0.71,0.010000000000000009,113005.13,0.030000000000000027,0.0,0,1,2026-07-23 23:00:00+00:00,2026-07-23,30,0.2162,4.133800000000001,27.55866666666667
KXBTC15M-26JUL232100-00,BTC,1784854800,yes,0.74,0.75,0.010000000000000009,0.81,0.82,0.009999999999999898,136869.81,0.07000000000000006,-1.1102230246251565e-16,0,1,2026-07-24 01:00:00+00:00,2026-07-24,30,0.155,2.545000000000001,16.966666666666672
KXETH15M-26JUL240200-00,ETH,1784872800,yes,0.66,0.67,0.010000000000000009,0.71,0.72,0.010000000000000009,2112.25,0.04999999999999993,0.0,1,1,2026-07-24 06:00:00+00:00,2026-07-24,30,0.2117,3.9883,26.588666666666665
KXETH15M-26JUL240800-00,ETH,1784894400,no,0.65,0.6699999999999999,0.019999999999999907,0.79,0.8,0.010000000000000009,5320.5,0.14,-0.009999999999999898,1,0,2026-07-24 12:00:00+00:00,2026-07-24,30,0.168,-12.168,-81.11999999999999
KXETH15M-26JUL241100-00,ETH,1784905200,no,0.65,0.6599999999999999,0.009999999999999898,0.74,0.75,0.010000000000000009,2047.65,0.08999999999999997,1.1102230246251565e-16,1,0,2026-07-24 15:00:00+00:00,2026-07-24,30,0.1969,-11.4469,-76.31266666666666
KXETH15M-26JUL250600-00,ETH,1784973600,yes,0.66,0.67,0.010000000000000009,0.82,0.83,0.010000000000000009,2894.61,0.15999999999999992,0.0,1,1,2026-07-25 10:00:00+00:00,2026-07-25,30,0.1482,2.4018000000000006,16.012000000000004
KXBTC15M-26JUL251000-00,BTC,1784988000,yes,0.65,0.66,0.010000000000000009,0.76,0.77,0.010000000000000009,74645.91,0.10999999999999999,0.0,0,0,2026-07-25 14:00:00+00:00,2026-07-25,30,0.186,-11.736,-78.24000000000001
KXDOGE15M-26JUL260000-00,DOGE,1785038400,yes,0.68,0.71,0.029999999999999916,0.72,0.75,0.030000000000000027,2105.71,0.039999999999999925,1.1102230246251565e-16,4,1,2026-07-26 04:00:00+00:00,2026-07-26,30,0.1969,3.5531,23.687333333333335
KXBTC15M-26JUL261200-00,BTC,1785081600,no,0.6699999999999999,0.6799999999999999,0.010000000000000009,0.71,0.72,0.010000000000000009,65214.0,0.040000000000000036,0.0,0,1,2026-07-26 16:00:00+00:00,2026-07-26,30,0.2117,3.9883,26.588666666666665
KXBTC15M-26JUL261900-00,BTC,1785106800,no,0.6799999999999999,0.69,0.010000000000000009,0.74,0.75,0.010000000000000009,79593.98,0.06000000000000005,0.0,0,1,2026-07-26 23:00:00+00:00,2026-07-26,30,0.1969,3.5531,23.687333333333335
KXBTC15M-26JUL270900-00,BTC,1785157200,yes,0.72,0.73,0.010000000000000009,0.83,0.84,0.010000000000000009,92139.32,0.10999999999999999,0.0,0,1,2026-07-27 13:00:00+00:00,2026-07-27,31,0.1412,2.2588000000000004,15.05866666666667
KXETH15M-26JUL280700-00,ETH,1785236400,yes,0.68,0.69,0.009999999999999898,0.73,0.74,0.010000000000000009,5559.73,0.04999999999999993,1.1102230246251565e-16,1,1,2026-07-28 11:00:00+00:00,2026-07-28,31,0.2021,3.6979,24.65266666666667
KXETH15M-26JUL280800-00,ETH,1785240000,yes,0.67,0.68,0.010000000000000009,0.81,0.83,0.019999999999999907,2601.38,0.14,0.009999999999999898,1,1,2026-07-28 12:00:00+00:00,2026-07-28,31,0.1482,2.4018000000000006,16.012000000000004
KXETH15M-26JUL281900-00,ETH,1785279600,no,0.71,0.72,0.010000000000000009,0.81,0.8200000000000001,0.010000000000000009,6960.15,0.10000000000000009,0.0,1,1,2026-07-28 23:00:00+00:00,2026-07-28,31,0.155,2.5449999999999995,16.96666666666666
KXETH15M-26JUL282000-00,ETH,1785283200,yes,0.76,0.77,0.010000000000000009,0.82,0.83,0.010000000000000009,2328.94,0.05999999999999994,0.0,1,1,2026-07-29 00:00:00+00:00,2026-07-29,31,0.1482,2.4018000000000006,16.012000000000004
KXBTC15M-26JUL290700-00,BTC,1785322800,no,0.69,0.7,0.010000000000000009,0.84,0.85,0.010000000000000009,62453.04,0.15000000000000002,0.0,0,1,2026-07-29 11:00:00+00:00,2026-07-29,31,0.1339,2.1161000000000003,14.107333333333335
KXBTC15M-26JUL300100-00,BTC,1785387600,yes,0.75,0.76,0.010000000000000009,0.77,0.78,0.010000000000000009,110894.98,0.020000000000000018,0.0,0,0,2026-07-30 05:00:00+00:00,2026-07-30,31,0.1802,-11.8802,-79.20133333333334
KXBTC15M-26JUL310300-00,BTC,1785481200,no,0.74,0.75,0.010000000000000009,0.79,0.8,0.010000000000000009,113168.08,0.050000000000000044,0.0,0,1,2026-07-31 07:00:00+00:00,2026-07-31,31,0.168,2.831999999999999,18.879999999999995
KXBTC15M-26JUL310400-00,BTC,1785484800,yes,0.65,0.66,0.010000000000000009,0.71,0.72,0.010000000000000009,95542.97,0.05999999999999994,0.0,0,1,2026-07-31 08:00:00+00:00,2026-07-31,31,0.2117,3.9883,26.588666666666665
KXETH15M-26JUL310500-00,ETH,1785488400,yes,0.66,0.68,0.020000000000000018,0.8,0.81,0.010000000000000009,3271.49,0.14,-0.010000000000000009,1,1,2026-07-31 09:00:00+00:00,2026-07-31,31,0.1616,2.6883999999999992,17.92266666666666
KXETH15M-26JUL311300-00,ETH,1785517200,yes,0.66,0.67,0.010000000000000009,0.7,0.71,0.010000000000000009,2176.98,0.039999999999999925,0.0,1,1,2026-07-31 17:00:00+00:00,2026-07-31,31,0.2162,4.133800000000001,27.55866666666667
KXETH15M-26AUG011300-00,ETH,1785603600,no,0.65,0.6699999999999999,0.019999999999999907,0.78,0.79,0.010000000000000009,2698.8,0.13,-0.009999999999999898,1,1,2026-08-01 17:00:00+00:00,2026-08-01,31,0.1742,2.9757999999999996,19.83866666666666
KXBTC15M-26AUG020400-00,BTC,1785657600,no,0.79,0.8,0.010000000000000009,0.84,0.85,0.010000000000000009,83253.43,0.04999999999999993,0.0,0,1,2026-08-02 08:00:00+00:00,2026-08-02,31,0.1339,2.1161000000000003,14.107333333333335
KXBTC15M-26AUG020800-00,BTC,1785672000,yes,0.78,0.79,0.010000000000000009,0.83,0.84,0.010000000000000009,76769.22,0.04999999999999993,0.0,0,0,2026-08-02 12:00:00+00:00,2026-08-02,31,0.1412,-12.7412,-84.94133333333332
KXBTC15M-26AUG021000-00,BTC,1785679200,yes,0.68,0.69,0.009999999999999898,0.77,0.78,0.010000000000000009,52755.01,0.08999999999999997,1.1102230246251565e-16,0,1,2026-08-02 14:00:00+00:00,2026-08-02,31,0.1802,3.1197999999999997,20.798666666666666
KXETH15M-26AUG021400-00,ETH,1785693600,yes,0.66,0.67,0.010000000000000009,0.71,0.72,0.010000000000000009,2345.46,0.04999999999999993,0.0,1,1,2026-08-02 18:00:00+00:00,2026-08-02,31,0.2117,3.9883,26.588666666666665
KXBTC15M-26AUG021500-00,BTC,1785697200,no,0.78,0.79,0.010000000000000009,0.84,0.85,0.010000000000000009,74620.16,0.05999999999999994,0.0,0,1,2026-08-02 19:00:00+00:00,2026-08-02,31,0.1339,2.1161000000000003,14.107333333333335
KXETH15M-26AUG021600-00,ETH,1785700800,yes,0.66,0.68,0.020000000000000018,0.83,0.85,0.020000000000000018,4808.11,0.16999999999999993,0.0,1,1,2026-08-02 20:00:00+00:00,2026-08-02,31,0.1339,2.1161000000000003,14.107333333333335
KXBTC15M-26AUG031300-00,BTC,1785776400,yes,0.69,0.7,0.010000000000000009,0.79,0.8,0.010000000000000009,122496.65,0.10000000000000009,0.0,0,1,2026-08-03 17:00:00+00:00,2026-08-03,32,0.168,2.831999999999999,18.879999999999995
KXBTC15M-26AUG040400-00,BTC,1785830400,yes,0.72,0.73,0.010000000000000009,0.8,0.81,0.010000000000000009,96502.92,0.08000000000000007,0.0,0,1,2026-08-04 08:00:00+00:00,2026-08-04,32,0.1616,2.6883999999999992,17.92266666666666
KXBTC15M-26AUG041200-00,BTC,1785859200,yes,0.72,0.73,0.010000000000000009,0.84,0.85,0.010000000000000009,89057.39,0.12,0.0,0,1,2026-08-04 16:00:00+00:00,2026-08-04,32,0.1339,2.1161000000000003,14.107333333333335
KXETH15M-26AUG041500-00,ETH,1785870000,yes,0.67,0.68,0.010000000000000009,0.71,0.72,0.010000000000000009,4444.49,0.039999999999999925,0.0,1,1,2026-08-04 19:00:00+00:00,2026-08-04,32,0.2117,3.9883,26.588666666666665
KXBTC15M-26AUG050300-00,BTC,1785913200,no,0.7,0.71,0.010000000000000009,0.84,0.85,0.010000000000000009,162724.21,0.14,0.0,0,1,2026-08-05 07:00:00+00:00,2026-08-05,32,0.1339,2.1161000000000003,14.107333333333335
KXBTC15M-26AUG050900-00,BTC,1785934800,no,0.69,0.7,0.010000000000000009,0.8,0.81,0.010000000000000009,44674.15,0.1100000000000001,0.0,0,1,2026-08-05 13:00:00+00:00,2026-08-05,32,0.1616,2.6883999999999992,17.92266666666666
