ticker,coin,close_ts,side,entry_bid,entry_ask,entry_spread,bid,ask,spread,vol,rise,widen,coin_order,won,utc,day,week,fee,pnl,edge_c
KXETH15M-26JUN061300-00,ETH,1780765200,yes,0.71,0.74,0.030000000000000027,0.77,0.8,0.030000000000000027,2429.41,0.06000000000000005,0.0,1,1,2026-06-06 17:00:00+00:00,2026-06-06,23,0.168,2.831999999999999,18.879999999999995
KXBTC15M-26JUN061900-00,BTC,1780786800,yes,0.66,0.67,0.010000000000000009,0.73,0.74,0.010000000000000009,17125.84,0.06999999999999995,0.0,0,1,2026-06-06 23:00:00+00:00,2026-06-06,23,0.2021,3.6979,24.65266666666667
KXBTC15M-26JUN062300-00,BTC,1780801200,yes,0.72,0.73,0.010000000000000009,0.84,0.85,0.010000000000000009,31374.01,0.12,0.0,0,1,2026-06-07 03:00:00+00:00,2026-06-07,23,0.1339,2.1161000000000003,14.107333333333335
KXBTC15M-26JUN070900-00,BTC,1780837200,yes,0.65,0.66,0.010000000000000009,0.8,0.81,0.010000000000000009,22536.47,0.15000000000000002,0.0,0,1,2026-06-07 13:00:00+00:00,2026-06-07,23,0.1616,2.6883999999999992,17.92266666666666
KXBTC15M-26JUN071100-00,BTC,1780844400,no,0.65,0.6599999999999999,0.009999999999999898,0.78,0.79,0.010000000000000009,39472.03,0.13,1.1102230246251565e-16,0,1,2026-06-07 15:00:00+00:00,2026-06-07,23,0.1742,2.9757999999999996,19.83866666666666
KXBTC15M-26JUN072100-00,BTC,1780880400,no,0.6699999999999999,0.6799999999999999,0.010000000000000009,0.77,0.78,0.010000000000000009,34881.79,0.10000000000000009,0.0,0,1,2026-06-08 01:00:00+00:00,2026-06-08,24,0.1802,3.1197999999999997,20.798666666666666
KXBTC15M-26JUN080100-00,BTC,1780894800,yes,0.71,0.72,0.010000000000000009,0.76,0.77,0.010000000000000009,47236.36,0.050000000000000044,0.0,0,1,2026-06-08 05:00:00+00:00,2026-06-08,24,0.186,3.264,21.759999999999998
KXBTC15M-26JUN080400-00,BTC,1780905600,yes,0.68,0.69,0.009999999999999898,0.81,0.82,0.009999999999999898,14037.51,0.13,0.0,0,1,2026-06-08 08:00:00+00:00,2026-06-08,24,0.155,2.545000000000001,16.966666666666672
KXBTC15M-26JUN080700-00,BTC,1780916400,no,0.6799999999999999,0.7,0.020000000000000018,0.8,0.81,0.010000000000000009,16259.12,0.1200000000000001,-0.010000000000000009,0,1,2026-06-08 11:00:00+00:00,2026-06-08,24,0.1616,2.6883999999999992,17.92266666666666
KXBTC15M-26JUN082000-00,BTC,1780963200,no,0.77,0.79,0.020000000000000018,0.81,0.8200000000000001,0.010000000000000009,38981.45,0.040000000000000036,-0.010000000000000009,0,1,2026-06-09 00:00:00+00:00,2026-06-09,24,0.155,2.5449999999999995,16.96666666666666
KXBTC15M-26JUN082100-00,BTC,1780966800,no,0.69,0.7,0.010000000000000009,0.83,0.84,0.010000000000000009,47101.23,0.14,0.0,0,1,2026-06-09 01:00:00+00:00,2026-06-09,24,0.1412,2.2588000000000004,15.05866666666667
KXBTC15M-26JUN082300-00,BTC,1780974000,yes,0.76,0.77,0.010000000000000009,0.81,0.82,0.009999999999999898,29899.14,0.050000000000000044,-1.1102230246251565e-16,0,1,2026-06-09 03:00:00+00:00,2026-06-09,24,0.155,2.545000000000001,16.966666666666672
KXBTC15M-26JUN091200-00,BTC,1781020800,no,0.6599999999999999,0.6699999999999999,0.010000000000000009,0.69,0.7,0.010000000000000009,33535.12,0.030000000000000027,0.0,0,1,2026-06-09 16:00:00+00:00,2026-06-09,24,0.2205,4.2795000000000005,28.530000000000005
KXBTC15M-26JUN091300-00,BTC,1781024400,yes,0.75,0.76,0.010000000000000009,0.8,0.81,0.010000000000000009,39690.54,0.050000000000000044,0.0,0,1,2026-06-09 17:00:00+00:00,2026-06-09,24,0.1616,2.6883999999999992,17.92266666666666
KXBTC15M-26JUN111000-00,BTC,1781186400,yes,0.69,0.7,0.010000000000000009,0.72,0.73,0.010000000000000009,29328.73,0.030000000000000027,0.0,0,1,2026-06-11 14:00:00+00:00,2026-06-11,24,0.207,3.843000000000001,25.620000000000005
KXBTC15M-26JUN111400-00,BTC,1781200800,yes,0.69,0.7,0.010000000000000009,0.73,0.74,0.010000000000000009,43391.43,0.040000000000000036,0.0,0,1,2026-06-11 18:00:00+00:00,2026-06-11,24,0.2021,3.6979,24.65266666666667
KXBTC15M-26JUN121800-00,BTC,1781301600,no,0.72,0.73,0.010000000000000009,0.81,0.8200000000000001,0.010000000000000009,36248.61,0.09000000000000008,0.0,0,1,2026-06-12 22:00:00+00:00,2026-06-12,24,0.155,2.5449999999999995,16.96666666666666
KXBTC15M-26JUN140100-00,BTC,1781413200,no,0.6699999999999999,0.6799999999999999,0.010000000000000009,0.71,0.72,0.010000000000000009,71699.55,0.040000000000000036,0.0,0,1,2026-06-14 05:00:00+00:00,2026-06-14,24,0.2117,3.9883,26.588666666666665
KXBTC15M-26JUN151700-00,BTC,1781557200,no,0.65,0.6599999999999999,0.009999999999999898,0.6799999999999999,0.69,0.010000000000000009,53691.18,0.029999999999999916,1.1102230246251565e-16,0,1,2026-06-15 21:00:00+00:00,2026-06-15,25,0.2246,4.425400000000001,29.50266666666667
KXBTC15M-26JUN170900-00,BTC,1781701200,yes,0.72,0.73,0.010000000000000009,0.83,0.84,0.010000000000000009,46776.67,0.10999999999999999,0.0,0,1,2026-06-17 13:00:00+00:00,2026-06-17,25,0.1412,2.2588000000000004,15.05866666666667
KXBTC15M-26JUN172200-00,BTC,1781748000,no,0.6799999999999999,0.69,0.010000000000000009,0.73,0.74,0.010000000000000009,50696.27,0.050000000000000044,0.0,0,1,2026-06-18 02:00:00+00:00,2026-06-18,25,0.2021,3.6979,24.65266666666667
KXBTC15M-26JUN172300-00,BTC,1781751600,no,0.71,0.72,0.010000000000000009,0.77,0.78,0.010000000000000009,51055.81,0.06000000000000005,0.0,0,1,2026-06-18 03:00:00+00:00,2026-06-18,25,0.1802,3.1197999999999997,20.798666666666666
KXETH15M-26JUN191300-00,ETH,1781888400,no,0.6799999999999999,0.69,0.010000000000000009,0.77,0.78,0.010000000000000009,2334.33,0.09000000000000008,0.0,1,1,2026-06-19 17:00:00+00:00,2026-06-19,25,0.1802,3.1197999999999997,20.798666666666666
KXBTC15M-26JUN192100-00,BTC,1781917200,no,0.65,0.6599999999999999,0.009999999999999898,0.72,0.73,0.010000000000000009,53112.79,0.06999999999999995,1.1102230246251565e-16,0,1,2026-06-20 01:00:00+00:00,2026-06-20,25,0.207,3.843000000000001,25.620000000000005
KXDOGE15M-26JUN202100-00,DOGE,1782003600,no,0.6699999999999999,0.71,0.040000000000000036,0.78,0.83,0.04999999999999993,2865.25,0.1100000000000001,0.009999999999999898,4,0,2026-06-21 01:00:00+00:00,2026-06-21,25,0.1482,-12.598199999999999,-83.98799999999999
