split,policy,n,days,total_pnl,mean_day,sd_day,edge_per_contract,win_rate,mean_ask,max_drawdown,worst_window,positive_day_fraction
train,rct,79,36,149.1236,4.142322222222222,7.717502551958895,0.12584270042194093,0.9113924050632911,0.7734177215189875,32.6247,-12.8839,0.6944444444444444
train,control,129,36,111.35900000000001,3.0933055555555558,8.800909425733698,0.0575498708010336,0.8062015503875969,0.7353488372093023,55.5919,-12.8839,0.6666666666666666
valid,rct,49,18,52.86,2.9366666666666665,9.287353511092382,0.07191836734693878,0.8775510204081632,0.7942857142857144,25.052799999999998,-12.7412,0.6666666666666666
valid,control,83,18,43.38680000000001,2.4103777777777777,12.170005964740941,0.034848835341365465,0.7951807228915663,0.7474698795180723,40.49029999999999,-12.7412,0.6111111111111112
test,rct,57,20,43.118100000000005,2.1559049999999997,10.846405026865618,0.05043052631578948,0.8421052631578947,0.7798245614035089,46.5079,-12.7412,0.7
test,control,81,20,32.59030000000002,1.6295150000000007,13.809695611808966,0.026823292181069977,0.7901234567901234,0.7504938271604937,59.67899999999999,-12.7412,0.6
