excluded_week,n,total_pnl,edge_per_contract
2026-29,374,80.63159999999999,0.014372834224598929
2026-30,265,-59.02529999999998,-0.014849132075471694
2026-31,284,168.6938,0.03959948356807512
2026-32,361,39.91029999999998,0.0073703231763619535
