excluded_close_minute,n,total_pnl,edge_per_contract
0,327,15.431799999999967,0.0031461365953109003
15,306,67.37530000000001,0.014678714596949893
30,336,111.41130000000001,0.02210541666666667
45,315,35.99200000000001,0.007617354497354499
