excluded_coin,n,total_pnl,edge_per_contract
BTC,33,17.361900000000006,0.03507454545454547
ETH,33,25.431699999999996,0.05137717171717171
SOL,52,41.211900000000014,0.05283576923076925
XRP,55,37.310300000000005,0.04522460606060607
DOGE,56,39.565000000000005,0.04710119047619048
HYPE,56,54.7097,0.06513059523809524
