excluded_week,n,total_pnl,edge_per_contract
2026-29,203,58.16009999999999,0.019100197044334973
2026-30,151,81.7136,0.03607664459161148
2026-31,146,37.8372,0.017277260273972604
2026-32,181,80.9008,0.029797716390423574
