excluded_week,n,total_pnl,edge_per_contract
2026-29,52,25.199500000000004,0.03230705128205129
2026-30,38,70.9059,0.12439631578947369
2026-31,34,18.469700000000003,0.036215098039215694
2026-32,47,14.779200000000014,0.02096340425531917
