ticker,coin,coin_order,close_ts,close_dt,day,minute,side,won,entry_ml,entry_bid,entry_ask,entry_vol,bid_d1,ask_d1,bid_d2,ask_d2,bid_d3,ask_d3,bid_d4,ask_d4,bid_d5,ask_d5,trade_price,fee,pnl,contracts,population
KXHYPE15M-26MAY242000-00,HYPE,5,1779667200,2026-05-25 00:00:00+00:00,2026-05-25,0,no,1,14.0,0.6699999999999999,0.7,14.57,0.63,0.6699999999999999,0.65,0.6799999999999999,0.73,0.77,0.79,0.83,0.78,0.83,0.6799999999999999,0.3047,6.095300000000001,20,all
KXHYPE15M-26MAY242045-45,HYPE,5,1779669900,2026-05-25 00:45:00+00:00,2026-05-25,45,yes,1,14.0,0.67,0.7,2.0,0.74,0.77,0.66,0.7,0.73,0.75,0.81,0.85,0.72,0.77,0.7,0.294,5.706000000000001,20,all
KXSOL15M-26MAY242130-30,SOL,2,1779672600,2026-05-25 01:30:00+00:00,2026-05-25,30,yes,0,14.0,0.68,0.72,145.94,0.64,0.67,0.62,0.64,0.51,0.54,0.63,0.64,0.66,0.71,0.64,0.3226,-13.1226,20,all
KXBTC15M-26MAY242145-45,BTC,0,1779673500,2026-05-25 01:45:00+00:00,2026-05-25,45,no,1,14.0,0.6799999999999999,0.69,36814.86,0.5900000000000001,0.6,0.71,0.72,0.52,0.53,0.38,0.39,0.30000000000000004,0.31000000000000005,0.72,0.2823,5.3177,20,all
KXHYPE15M-26MAY242230-30,HYPE,5,1779676200,2026-05-25 02:30:00+00:00,2026-05-25,30,no,1,14.0,0.7,0.72,4.0,0.64,0.7,0.61,0.6699999999999999,0.37,0.42000000000000004,0.42000000000000004,0.43999999999999995,0.52,0.5700000000000001,0.6699999999999999,0.3096,6.290400000000002,20,all
KXSOL15M-26MAY250000-00,SOL,2,1779681600,2026-05-25 04:00:00+00:00,2026-05-25,0,no,1,14.0,0.73,0.75,100.58,0.77,0.8,0.5700000000000001,0.61,0.56,0.5700000000000001,0.5900000000000001,0.65,0.75,0.76,0.61,0.3331,7.466900000000001,20,all
KXSOL15M-26MAY250030-30,SOL,2,1779683400,2026-05-25 04:30:00+00:00,2026-05-25,30,no,0,14.0,0.6599999999999999,0.6699999999999999,74.1,0.53,0.5800000000000001,0.56,0.6,0.6,0.6599999999999999,0.42000000000000004,0.45999999999999996,0.31999999999999995,0.36,0.6,0.336,-12.336,20,all
KXXRP15M-26MAY250045-45,XRP,3,1779684300,2026-05-25 04:45:00+00:00,2026-05-25,45,yes,1,14.0,0.66,0.71,19.0,0.71,0.74,0.69,0.73,0.6,0.66,0.57,0.62,0.74,0.75,0.73,0.276,5.1240000000000006,20,all
KXBTC15M-26MAY250115-15,BTC,0,1779686100,2026-05-25 05:15:00+00:00,2026-05-25,15,no,0,14.0,0.65,0.6599999999999999,54830.71,0.65,0.6599999999999999,0.72,0.73,0.83,0.84,0.76,0.78,0.83,0.84,0.73,0.276,-14.876,20,all
KXETH15M-26MAY250230-30,ETH,1,1779690600,2026-05-25 06:30:00+00:00,2026-05-25,30,no,1,14.0,0.6699999999999999,0.7,456.66,0.72,0.73,0.6699999999999999,0.69,0.62,0.63,0.71,0.73,0.8200000000000001,0.83,0.69,0.2995,5.900500000000001,20,all
KXXRP15M-26MAY250315-15,XRP,3,1779693300,2026-05-25 07:15:00+00:00,2026-05-25,15,yes,0,14.0,0.65,0.7,105.85,0.64,0.7,0.73,0.79,0.91,0.93,0.86,0.91,0.8,0.85,0.79,0.2323,-16.0323,20,all
KXHYPE15M-26MAY250400-00,HYPE,5,1779696000,2026-05-25 08:00:00+00:00,2026-05-25,0,yes,1,14.0,0.67,0.7,82.3,0.5,0.54,0.56,0.62,0.56,0.58,0.66,0.71,0.8,0.919,0.62,0.3299,7.270099999999999,20,all
KXBTC15M-26MAY250515-15,BTC,0,1779700500,2026-05-25 09:15:00+00:00,2026-05-25,15,yes,1,14.0,0.68,0.69,18306.09,0.46,0.47,0.65,0.66,0.43,0.45,0.4,0.41,0.41,0.42,0.66,0.3142,6.485799999999999,20,all
KXBTC15M-26MAY250700-00,BTC,0,1779706800,2026-05-25 11:00:00+00:00,2026-05-25,0,yes,1,14.0,0.71,0.72,17618.89,0.61,0.62,0.59,0.6,0.6,0.61,0.61,0.62,0.71,0.72,0.6,0.336,7.664,20,all
KXXRP15M-26MAY250715-15,XRP,3,1779707700,2026-05-25 11:15:00+00:00,2026-05-25,15,no,1,14.0,0.77,0.81,304.26,0.56,0.5900000000000001,0.6599999999999999,0.6799999999999999,0.62,0.64,0.6,0.65,0.6799999999999999,0.72,0.6799999999999999,0.3047,6.095300000000001,20,all
KXSOL15M-26MAY250900-00,SOL,2,1779714000,2026-05-25 13:00:00+00:00,2026-05-25,0,no,1,14.0,0.6799999999999999,0.74,365.37,0.75,0.8,0.71,0.75,0.79,0.83,0.6799999999999999,0.72,0.74,0.8,0.75,0.2625,4.7375,20,all
KXETH15M-26MAY251130-30,ETH,1,1779723000,2026-05-25 15:30:00+00:00,2026-05-25,30,no,1,14.0,0.69,0.7,1157.98,0.72,0.73,0.6699999999999999,0.6799999999999999,0.64,0.65,0.65,0.6599999999999999,0.84,0.85,0.6799999999999999,0.3047,6.095300000000001,20,all
KXSOL15M-26MAY251145-45,SOL,2,1779723900,2026-05-25 15:45:00+00:00,2026-05-25,45,no,0,14.0,0.6799999999999999,0.71,56.0,0.62,0.65,0.62,0.6599999999999999,0.43999999999999995,0.45999999999999996,0.32999999999999996,0.33999999999999997,0.21999999999999997,0.26,0.6599999999999999,0.3142,-13.514199999999999,20,all
KXETH15M-26MAY251315-15,ETH,1,1779729300,2026-05-25 17:15:00+00:00,2026-05-25,15,yes,0,14.0,0.69,0.71,626.07,0.76,0.78,0.78,0.79,0.49,0.52,0.6,0.63,0.52,0.54,0.79,0.2323,-16.0323,20,all
KXXRP15M-26MAY251330-30,XRP,3,1779730200,2026-05-25 17:30:00+00:00,2026-05-25,30,no,1,14.0,0.78,0.79,84.0,0.5800000000000001,0.64,0.6599999999999999,0.71,0.6699999999999999,0.72,0.6599999999999999,0.69,0.73,0.78,0.71,0.2883,5.511700000000001,20,all
KXETH15M-26MAY251545-45,ETH,1,1779738300,2026-05-25 19:45:00+00:00,2026-05-25,45,no,1,14.0,0.6699999999999999,0.6799999999999999,646.29,0.73,0.75,0.76,0.77,0.9319999999999999,0.943,0.9339999999999999,0.94,0.96,0.967,0.77,0.248,4.351999999999999,20,all
KXHYPE15M-26MAY251600-00,HYPE,5,1779739200,2026-05-25 20:00:00+00:00,2026-05-25,0,yes,1,14.0,0.67,0.7,14.05,0.62,0.68,0.68,0.73,0.72,0.75,0.81,0.85,0.8,0.85,0.73,0.276,5.1240000000000006,20,all
KXSOL15M-26MAY251630-30,SOL,2,1779741000,2026-05-25 20:30:00+00:00,2026-05-25,30,yes,0,14.0,0.68,0.73,8.16,0.58,0.62,0.57,0.61,0.59,0.63,0.71,0.78,0.59,0.62,0.61,0.3331,-12.5331,20,all
KXETH15M-26MAY251700-00,ETH,1,1779742800,2026-05-25 21:00:00+00:00,2026-05-25,0,yes,0,14.0,0.7,0.71,487.48,0.73,0.74,0.65,0.67,0.72,0.75,0.58,0.59,0.64,0.65,0.67,0.3096,-13.7096,20,all
KXBTC15M-26MAY251715-15,BTC,0,1779743700,2026-05-25 21:15:00+00:00,2026-05-25,15,yes,1,14.0,0.73,0.75,25473.58,0.7,0.71,0.79,0.8,0.83,0.84,0.83,0.84,0.83,0.84,0.8,0.224,3.775999999999999,20,all
KXXRP15M-26MAY251730-30,XRP,3,1779744600,2026-05-25 21:30:00+00:00,2026-05-25,30,no,1,14.0,0.71,0.76,112.4,0.75,0.8,0.73,0.77,0.8,0.81,0.7,0.71,0.62,0.6699999999999999,0.77,0.248,4.351999999999999,20,all
KXETH15M-26MAY251815-15,ETH,1,1779747300,2026-05-25 22:15:00+00:00,2026-05-25,15,no,0,14.0,0.6699999999999999,0.6799999999999999,488.08,0.51,0.54,0.72,0.74,0.75,0.76,0.72,0.75,0.30000000000000004,0.31000000000000005,0.74,0.2694,-15.0694,20,all
KXBTC15M-26MAY251900-00,BTC,0,1779750000,2026-05-25 23:00:00+00:00,2026-05-25,0,yes,0,14.0,0.65,0.66,26145.71,0.58,0.59,0.68,0.69,0.63,0.65,0.78,0.79,0.88,0.89,0.69,0.2995,-14.099499999999999,20,all
KXDOGE15M-26MAY251930-30,DOGE,4,1779751800,2026-05-25 23:30:00+00:00,2026-05-25,30,yes,1,14.0,0.65,0.7,5.0,0.64,0.7,0.7,0.76,0.76,0.81,0.74,0.78,0.84,0.88,0.76,0.2554,4.5446,20,all
KXHYPE15M-26MAY252045-45,HYPE,5,1779756300,2026-05-26 00:45:00+00:00,2026-05-26,45,no,1,14.0,0.65,0.7,71.52,0.75,0.76,0.5900000000000001,0.6,0.56,0.61,0.7,0.76,0.85,0.87,0.6,0.336,7.664,20,all
KXDOGE15M-26MAY252100-00,DOGE,4,1779757200,2026-05-26 01:00:00+00:00,2026-05-26,0,yes,1,14.0,0.68,0.73,58.91,0.79,0.8,0.6,0.66,0.59,0.62,0.68,0.74,0.42,0.48,0.66,0.3142,6.485799999999999,20,all
KXBTC15M-26MAY252115-15,BTC,0,1779758100,2026-05-26 01:15:00+00:00,2026-05-26,15,no,0,14.0,0.71,0.72,53643.74,0.6699999999999999,0.6799999999999999,0.78,0.79,0.85,0.86,0.86,0.87,0.83,0.84,0.79,0.2323,-16.0323,20,all
KXXRP15M-26MAY252215-15,XRP,3,1779761700,2026-05-26 02:15:00+00:00,2026-05-26,15,no,1,14.0,0.7,0.75,34.56,0.83,0.85,0.69,0.74,0.64,0.7,0.78,0.83,0.63,0.69,0.74,0.2694,4.9306,20,all
KXXRP15M-26MAY252230-30,XRP,3,1779762600,2026-05-26 02:30:00+00:00,2026-05-26,30,no,1,14.0,0.65,0.6599999999999999,23.21,0.74,0.78,0.69,0.74,0.51,0.5700000000000001,0.43000000000000005,0.45999999999999996,0.5700000000000001,0.64,0.74,0.2694,4.9306,20,all
KXETH15M-26MAY260115-15,ETH,1,1779772500,2026-05-26 05:15:00+00:00,2026-05-26,15,no,0,14.0,0.65,0.6599999999999999,372.99,0.71,0.73,0.69,0.7,0.74,0.75,0.65,0.7,0.76,0.8,0.7,0.294,-14.294,20,all
KXBTC15M-26MAY260200-00,BTC,0,1779775200,2026-05-26 06:00:00+00:00,2026-05-26,0,no,1,14.0,0.6699999999999999,0.6799999999999999,19704.16,0.63,0.64,0.73,0.74,0.62,0.63,0.72,0.73,0.69,0.7,0.74,0.2694,4.9306,20,all
KXETH15M-26MAY260215-15,ETH,1,1779776100,2026-05-26 06:15:00+00:00,2026-05-26,15,no,1,14.0,0.6699999999999999,0.6799999999999999,528.35,0.76,0.77,0.74,0.75,0.55,0.5800000000000001,0.56,0.6,0.51,0.52,0.75,0.2625,4.7375,20,all
KXBTC15M-26MAY260300-00,BTC,0,1779778800,2026-05-26 07:00:00+00:00,2026-05-26,0,no,1,14.0,0.6699999999999999,0.6799999999999999,19951.06,0.63,0.64,0.5900000000000001,0.6,0.69,0.7,0.71,0.72,0.79,0.8,0.6,0.336,7.664,20,all
KXBTC15M-26MAY260345-45,BTC,0,1779781500,2026-05-26 07:45:00+00:00,2026-05-26,45,no,1,14.0,0.6599999999999999,0.6699999999999999,18939.36,0.5800000000000001,0.5900000000000001,0.73,0.74,0.63,0.64,0.64,0.65,0.74,0.75,0.74,0.2694,4.9306,20,all
KXSOL15M-26MAY260400-00,SOL,2,1779782400,2026-05-26 08:00:00+00:00,2026-05-26,0,yes,1,14.0,0.67,0.71,35.9,0.65,0.69,0.76,0.8,0.8,0.81,0.87,0.91,0.9,0.93,0.8,0.224,3.775999999999999,20,all
KXXRP15M-26MAY260430-30,XRP,3,1779784200,2026-05-26 08:30:00+00:00,2026-05-26,30,no,1,14.0,0.73,0.76,0.0,0.79,0.8,0.69,0.72,0.5700000000000001,0.5800000000000001,0.48,0.52,0.52,0.5700000000000001,0.72,0.2823,5.3177,20,all
KXDOGE15M-26MAY260630-30,DOGE,4,1779791400,2026-05-26 10:30:00+00:00,2026-05-26,30,yes,1,14.0,0.74,0.79,42.0,0.54,0.6,0.67,0.73,0.86,0.9,0.97,0.98,0.98,0.99,0.73,0.276,5.1240000000000006,20,all
KXETH15M-26MAY260700-00,ETH,1,1779793200,2026-05-26 11:00:00+00:00,2026-05-26,0,no,1,14.0,0.71,0.72,3454.02,0.83,0.87,0.74,0.78,0.6699999999999999,0.7,0.73,0.75,0.75,0.76,0.78,0.2403,4.159699999999999,20,all
KXETH15M-26MAY260715-15,ETH,1,1779794100,2026-05-26 11:15:00+00:00,2026-05-26,15,yes,0,14.0,0.65,0.66,693.76,0.62,0.65,0.66,0.68,0.65,0.66,0.73,0.74,0.75,0.77,0.68,0.3047,-13.904700000000002,20,all
KXHYPE15M-26MAY260915-15,HYPE,5,1779801300,2026-05-26 13:15:00+00:00,2026-05-26,15,no,1,14.0,0.6599999999999999,0.69,16.42,0.62,0.6799999999999999,0.6799999999999999,0.7,0.74,0.77,0.64,0.7,0.72,0.76,0.7,0.294,5.706000000000001,20,all
KXDOGE15M-26MAY260945-45,DOGE,4,1779803100,2026-05-26 13:45:00+00:00,2026-05-26,45,no,0,14.0,0.6599999999999999,0.72,18.11,0.71,0.77,0.5900000000000001,0.63,0.5800000000000001,0.64,0.62,0.6799999999999999,0.6,0.6599999999999999,0.63,0.3264,-12.9264,20,all
KXETH15M-26MAY261000-00,ETH,1,1779804000,2026-05-26 14:00:00+00:00,2026-05-26,0,yes,1,14.0,0.65,0.67,891.36,0.69,0.7,0.66,0.7,0.89,0.909,0.931,0.95,0.931,0.948,0.7,0.294,5.706000000000001,20,all
KXHYPE15M-26MAY261030-30,HYPE,5,1779805800,2026-05-26 14:30:00+00:00,2026-05-26,30,no,1,14.0,0.74,0.76,60.32,0.72,0.75,0.56,0.6,0.55,0.5900000000000001,0.75,0.79,0.6799999999999999,0.74,0.6,0.336,7.664,20,all
KXETH15M-26MAY261200-00,ETH,1,1779811200,2026-05-26 16:00:00+00:00,2026-05-26,0,no,1,14.0,0.6699999999999999,0.6799999999999999,1653.42,0.6699999999999999,0.7,0.7,0.72,0.8,0.83,0.8200000000000001,0.85,0.85,0.86,0.72,0.2823,5.3177,20,all
KXETH15M-26MAY261330-30,ETH,1,1779816600,2026-05-26 17:30:00+00:00,2026-05-26,30,no,1,14.0,0.65,0.6699999999999999,782.71,0.61,0.65,0.76,0.79,0.8200000000000001,0.84,0.906,0.917,0.954,0.97,0.79,0.2323,3.9676999999999993,20,all
KXSOL15M-26MAY261345-45,SOL,2,1779817500,2026-05-26 17:45:00+00:00,2026-05-26,45,no,0,14.0,0.72,0.73,135.28,0.8200000000000001,0.86,0.64,0.6799999999999999,0.8,0.83,0.74,0.77,0.6799999999999999,0.73,0.6799999999999999,0.3047,-13.904699999999998,20,all
KXHYPE15M-26MAY261745-45,HYPE,5,1779831900,2026-05-26 21:45:00+00:00,2026-05-26,45,yes,1,14.0,0.69,0.72,79.75,0.63,0.69,0.74,0.79,0.76,0.81,0.56,0.61,0.62,0.67,0.79,0.2323,3.9676999999999993,20,all
KXETH15M-26MAY261815-15,ETH,1,1779833700,2026-05-26 22:15:00+00:00,2026-05-26,15,yes,0,14.0,0.65,0.68,743.93,0.74,0.75,0.65,0.66,0.904,0.926,0.68,0.71,0.42,0.44,0.66,0.3142,-13.5142,20,all
KXETH15M-26MAY261900-00,ETH,1,1779836400,2026-05-26 23:00:00+00:00,2026-05-26,0,no,1,14.0,0.6699999999999999,0.6799999999999999,1132.33,0.73,0.76,0.69,0.72,0.79,0.8200000000000001,0.8200000000000001,0.83,0.69,0.73,0.72,0.2823,5.3177,20,all
KXXRP15M-26MAY261915-15,XRP,3,1779837300,2026-05-26 23:15:00+00:00,2026-05-26,15,yes,1,14.0,0.76,0.79,445.87,0.78,0.84,0.71,0.74,0.69,0.85,0.74,0.78,0.68,0.75,0.74,0.2694,4.9306,20,all
KXHYPE15M-26MAY262045-45,HYPE,5,1779842700,2026-05-27 00:45:00+00:00,2026-05-27,45,yes,1,14.0,0.69,0.74,47.69,0.7,0.72,0.64,0.65,0.69,0.75,0.7,0.76,0.63,0.68,0.65,0.3185,6.6815,20,all
KXETH15M-26MAY262130-30,ETH,1,1779845400,2026-05-27 01:30:00+00:00,2026-05-27,30,no,1,14.0,0.7,0.71,947.83,0.75,0.77,0.79,0.8,0.902,0.92,0.942,0.953,0.962,0.977,0.8,0.224,3.775999999999999,20,all
KXHYPE15M-26MAY262200-00,HYPE,5,1779847200,2026-05-27 02:00:00+00:00,2026-05-27,0,no,1,14.0,0.65,0.7,22.7,0.75,0.8,0.6,0.6599999999999999,0.6,0.6599999999999999,0.73,0.78,0.8,0.81,0.6599999999999999,0.3142,6.485800000000002,20,all
KXSOL15M-26MAY262300-00,SOL,2,1779850800,2026-05-27 03:00:00+00:00,2026-05-27,0,yes,1,14.0,0.65,0.72,48.55,0.74,0.75,0.58,0.62,0.64,0.69,0.64,0.69,0.58,0.63,0.62,0.3299,7.270099999999999,20,all
KXDOGE15M-26MAY262345-45,DOGE,4,1779853500,2026-05-27 03:45:00+00:00,2026-05-27,45,yes,0,14.0,0.65,0.66,0.0,0.65,0.68,0.67,0.73,0.65,0.69,0.56,0.61,0.25,0.31,0.73,0.276,-14.876,20,all
KXBTC15M-26MAY270030-30,BTC,0,1779856200,2026-05-27 04:30:00+00:00,2026-05-27,30,no,1,14.0,0.7,0.71,61746.64,0.6599999999999999,0.6699999999999999,0.76,0.77,0.907,0.912,0.89,0.9,0.89,0.905,0.77,0.248,4.351999999999999,20,all
KXHYPE15M-26MAY270230-30,HYPE,5,1779863400,2026-05-27 06:30:00+00:00,2026-05-27,30,no,0,14.0,0.6699999999999999,0.7,25.66,0.71,0.74,0.51,0.6599999999999999,0.53,0.5900000000000001,0.55,0.61,0.64,0.7,0.6599999999999999,0.3142,-13.514199999999999,20,all
KXXRP15M-26MAY270245-45,XRP,3,1779864300,2026-05-27 06:45:00+00:00,2026-05-27,45,yes,1,14.0,0.75,0.78,34.36,0.69,0.75,0.56,0.64,0.68,0.74,0.64,0.71,0.71,0.79,0.64,0.3226,6.8774,20,all
KXETH15M-26MAY270400-00,ETH,1,1779868800,2026-05-27 08:00:00+00:00,2026-05-27,0,yes,1,14.0,0.65,0.67,335.27,0.69,0.7,0.73,0.75,0.7,0.73,0.77,0.79,0.74,0.76,0.75,0.2625,4.7375,20,all
KXHYPE15M-26MAY270430-30,HYPE,5,1779870600,2026-05-27 08:30:00+00:00,2026-05-27,30,yes,1,14.0,0.73,0.75,236.54,0.56,0.62,0.61,0.66,0.61,0.67,0.59,0.65,0.51,0.57,0.66,0.3142,6.485799999999999,20,all
KXHYPE15M-26MAY270615-15,HYPE,5,1779876900,2026-05-27 10:15:00+00:00,2026-05-27,15,no,1,14.0,0.65,0.69,51.1,0.65,0.7,0.5800000000000001,0.64,0.56,0.61,0.5,0.54,0.5900000000000001,0.65,0.64,0.3226,6.8774,20,all
KXHYPE15M-26MAY270830-30,HYPE,5,1779885000,2026-05-27 12:30:00+00:00,2026-05-27,30,no,0,14.0,0.71,0.73,65.0,0.5900000000000001,0.65,0.65,0.71,0.28,0.31999999999999995,0.17000000000000004,0.27,0.13,0.15000000000000002,0.71,0.2883,-14.488299999999999,20,all
KXHYPE15M-26MAY270845-45,HYPE,5,1779885900,2026-05-27 12:45:00+00:00,2026-05-27,45,no,1,14.0,0.69,0.7,1.0,0.6599999999999999,0.71,0.71,0.77,0.85,0.89,0.9,0.92,0.8,0.85,0.77,0.248,4.351999999999999,20,all
KXXRP15M-26MAY271000-00,XRP,3,1779890400,2026-05-27 14:00:00+00:00,2026-05-27,0,yes,1,14.0,0.74,0.79,103.78,0.52,0.58,0.6,0.66,0.74,0.76,0.57,0.66,0.77,0.8,0.66,0.3142,6.485799999999999,20,all
KXBTC15M-26MAY271045-45,BTC,0,1779893100,2026-05-27 14:45:00+00:00,2026-05-27,45,yes,1,14.0,0.76,0.77,32468.97,0.87,0.88,0.63,0.64,0.52,0.53,0.81,0.82,0.79,0.8,0.64,0.3226,6.8774,20,all
KXXRP15M-26MAY271145-45,XRP,3,1779896700,2026-05-27 15:45:00+00:00,2026-05-27,45,yes,0,14.0,0.72,0.73,209.12,0.71,0.72,0.57,0.64,0.53,0.57,0.59,0.65,0.6,0.66,0.64,0.3226,-13.1226,20,all
KXBTC15M-26MAY271200-00,BTC,0,1779897600,2026-05-27 16:00:00+00:00,2026-05-27,0,yes,1,14.0,0.66,0.67,24900.87,0.71,0.72,0.73,0.75,0.78,0.8,0.81,0.82,0.907,0.918,0.75,0.2625,4.7375,20,all
KXXRP15M-26MAY271215-15,XRP,3,1779898500,2026-05-27 16:15:00+00:00,2026-05-27,15,yes,1,14.0,0.7,0.73,88.83,0.7,0.71,0.7,0.73,0.47,0.48,0.4,0.43,0.37,0.38,0.73,0.276,5.1240000000000006,20,all
KXHYPE15M-26MAY271345-45,HYPE,5,1779903900,2026-05-27 17:45:00+00:00,2026-05-27,45,no,1,14.0,0.65,0.69,21.04,0.69,0.7,0.74,0.79,0.74,0.79,0.79,0.83,0.92,0.935,0.79,0.2323,3.9676999999999993,20,all
KXHYPE15M-26MAY271600-00,HYPE,5,1779912000,2026-05-27 20:00:00+00:00,2026-05-27,0,yes,1,14.0,0.67,0.72,73.36,0.65,0.71,0.7,0.76,0.78,0.83,0.73,0.76,0.85,0.87,0.76,0.2554,4.5446,20,all
KXHYPE15M-26MAY271615-15,HYPE,5,1779912900,2026-05-27 20:15:00+00:00,2026-05-27,15,no,0,14.0,0.69,0.72,72.65,0.64,0.69,0.5800000000000001,0.63,0.5800000000000001,0.64,0.61,0.6699999999999999,0.43000000000000005,0.49,0.63,0.3264,-12.9264,20,all
KXHYPE15M-26MAY271630-30,HYPE,5,1779913800,2026-05-27 20:30:00+00:00,2026-05-27,30,yes,0,14.0,0.71,0.75,63.74,0.62,0.68,0.73,0.76,0.69,0.75,0.7,0.75,0.68,0.74,0.76,0.2554,-15.4554,20,all
KXXRP15M-26MAY271715-15,XRP,3,1779916500,2026-05-27 21:15:00+00:00,2026-05-27,15,no,0,14.0,0.6699999999999999,0.74,16.0,0.5900000000000001,0.65,0.54,0.61,0.62,0.6599999999999999,0.63,0.69,0.5700000000000001,0.64,0.61,0.3331,-12.5331,20,all
KXXRP15M-26MAY271745-45,XRP,3,1779918300,2026-05-27 21:45:00+00:00,2026-05-27,45,no,1,14.0,0.6599999999999999,0.72,87.35,0.5700000000000001,0.5900000000000001,0.69,0.74,0.86,0.87,0.94,0.959,0.96,0.975,0.74,0.2694,4.9306,20,all
KXXRP15M-26MAY271845-45,XRP,3,1779921900,2026-05-27 22:45:00+00:00,2026-05-27,45,no,1,14.0,0.79,0.8,275.53,0.77,0.81,0.5900000000000001,0.65,0.75,0.78,0.62,0.6699999999999999,0.53,0.5700000000000001,0.65,0.3185,6.6815,20,all
KXSOL15M-26MAY271930-30,SOL,2,1779924600,2026-05-27 23:30:00+00:00,2026-05-27,30,yes,0,14.0,0.69,0.7,264.46,0.7,0.71,0.76,0.77,0.71,0.72,0.73,0.78,0.71,0.72,0.77,0.248,-15.648,20,all
KXDOGE15M-26MAY272000-00,DOGE,4,1779926400,2026-05-28 00:00:00+00:00,2026-05-28,0,yes,1,14.0,0.65,0.66,4.0,0.69,0.74,0.73,0.79,0.84,0.87,0.88,0.911,0.91,0.93,0.79,0.2323,3.9676999999999993,20,all
KXSOL15M-26MAY272015-15,SOL,2,1779927300,2026-05-28 00:15:00+00:00,2026-05-28,15,yes,0,14.0,0.65,0.68,210.7,0.58,0.62,0.7,0.72,0.68,0.74,0.67,0.73,0.69,0.74,0.72,0.2823,-14.682299999999998,20,all
KXHYPE15M-26MAY272045-45,HYPE,5,1779929100,2026-05-28 00:45:00+00:00,2026-05-28,45,yes,1,14.0,0.68,0.73,131.79,0.61,0.66,0.68,0.73,0.54,0.6,0.62,0.66,0.6,0.66,0.73,0.276,5.1240000000000006,20,all
KXETH15M-26MAY272200-00,ETH,1,1779933600,2026-05-28 02:00:00+00:00,2026-05-28,0,yes,1,14.0,0.73,0.74,1632.42,0.58,0.61,0.59,0.6,0.63,0.64,0.74,0.77,0.76,0.79,0.6,0.336,7.664,20,all
KXHYPE15M-26MAY280045-45,HYPE,5,1779943500,2026-05-28 04:45:00+00:00,2026-05-28,45,no,0,14.0,0.75,0.8,193.35,0.72,0.77,0.64,0.7,0.45999999999999996,0.52,0.53,0.5900000000000001,0.31999999999999995,0.37,0.7,0.294,-14.294,20,all
KXETH15M-26MAY280100-00,ETH,1,1779944400,2026-05-28 05:00:00+00:00,2026-05-28,0,no,1,14.0,0.65,0.6599999999999999,1399.15,0.63,0.6599999999999999,0.63,0.64,0.72,0.73,0.65,0.69,0.78,0.79,0.64,0.3226,6.8774,20,all
KXBTC15M-26MAY280145-45,BTC,0,1779947100,2026-05-28 05:45:00+00:00,2026-05-28,45,yes,1,14.0,0.73,0.74,44061.43,0.75,0.76,0.66,0.67,0.48,0.49,0.67,0.71,0.49,0.5,0.67,0.3096,6.2904,20,all
KXHYPE15M-26MAY280515-15,HYPE,5,1779959700,2026-05-28 09:15:00+00:00,2026-05-28,15,yes,1,14.0,0.65,0.7,11.0,0.64,0.69,0.67,0.72,0.74,0.79,0.66,0.71,0.65,0.7,0.72,0.2823,5.3177,20,all
KXXRP15M-26MAY280545-45,XRP,3,1779961500,2026-05-28 09:45:00+00:00,2026-05-28,45,no,0,14.0,0.69,0.71,33.6,0.78,0.8,0.61,0.6799999999999999,0.61,0.7,0.51,0.6,0.35,0.42000000000000004,0.6799999999999999,0.3047,-13.904699999999998,20,all
KXXRP15M-26MAY280615-15,XRP,3,1779963300,2026-05-28 10:15:00+00:00,2026-05-28,15,yes,1,14.0,0.68,0.72,16.0,0.63,0.65,0.66,0.69,0.69,0.71,0.53,0.6,0.65,0.71,0.69,0.2995,5.900500000000001,20,all
KXHYPE15M-26MAY280745-45,HYPE,5,1779968700,2026-05-28 11:45:00+00:00,2026-05-28,45,yes,1,14.0,0.7,0.75,27.32,0.66,0.72,0.66,0.71,0.77,0.82,0.81,0.85,0.85,0.89,0.71,0.2883,5.511700000000001,20,all
KXXRP15M-26MAY280845-45,XRP,3,1779972300,2026-05-28 12:45:00+00:00,2026-05-28,45,yes,1,14.0,0.72,0.73,283.64,0.69,0.74,0.65,0.71,0.72,0.78,0.66,0.72,0.76,0.78,0.71,0.2883,5.511700000000001,20,all
KXSOL15M-26MAY280915-15,SOL,2,1779974100,2026-05-28 13:15:00+00:00,2026-05-28,15,yes,0,14.0,0.7,0.74,458.77,0.75,0.79,0.62,0.65,0.61,0.66,0.77,0.78,0.65,0.71,0.65,0.3185,-13.3185,20,all
KXETH15M-26MAY280930-30,ETH,1,1779975000,2026-05-28 13:30:00+00:00,2026-05-28,30,no,1,14.0,0.65,0.6799999999999999,394.47,0.5,0.53,0.61,0.65,0.65,0.69,0.69,0.7,0.72,0.75,0.65,0.3185,6.6815,20,all
KXSOL15M-26MAY281000-00,SOL,2,1779976800,2026-05-28 14:00:00+00:00,2026-05-28,0,yes,1,14.0,0.65,0.7,261.4,0.54,0.55,0.58,0.61,0.54,0.61,0.56,0.61,0.915,0.95,0.61,0.3331,7.466900000000001,20,all
KXSOL15M-26MAY281300-00,SOL,2,1779987600,2026-05-28 17:00:00+00:00,2026-05-28,0,yes,1,14.0,0.68,0.71,49.1,0.69,0.74,0.68,0.71,0.58,0.61,0.6,0.66,0.61,0.67,0.71,0.2883,5.511700000000001,20,all
