ticker,series,side,frontier_bid,distance_c,multiplier,pool_reward,target,cumulative_ahead,guaranteed_capacity,rest_fraction,min_qty_for_1usd,modeled_reward,worst_one_fill_loss,reward_to_loss,fits_frontier,arithmetic_cover,scalable_candidate,reward_day_if_repeated
KXMCDFT-26SEP07-T104,KXMCDFT,no,0.02,47.0,7.105427357601002e-15,100.0,1000.0,817.67,182,0.5,5686363165871838,1.0,113727263317436.77,8.79296635503124e-15,False,False,False,0.0013674815914850506
KXSGFT-26SEP07-T112,KXSGFT,yes,0.02,47.0,7.105427357601002e-15,100.0,1000.0,866.77,133,0.5,5686363165871838,1.0,113727263317436.77,8.79296635503124e-15,False,False,False,0.0013674815911563498
KXUST2AM-26AUG31-T4.23,KXUST2AM,yes,0.11,45.00000000000001,2.8421709430403872e-14,100.0,1000.0,668.0,332,0.5,1421590791467967,1.0000000000000004,156374987061476.38,6.394884621840871e-15,False,False,False,0.005384339045332681
KXCMGCC-26SEP07-T101,KXCMGCC,no,0.36,44.00000000000001,5.6843418860807744e-14,100.0,1000.0,684.56,315,0.5,710795395733984,1.000000000000001,255886342464234.22,3.9079850466805324e-15,False,False,False,0.011116284571722163
KXRAIN-26AUG07-ATL,KXRAIN,yes,0.03,48.0,3.552713678800501e-15,100.0,1000.0,968.65,31,0.5,11372726331743676,1.0,341181789952310.25,2.930988785010414e-15,False,False,False,0.002010732892140361
KXPOKEMON-26AUGBLOWATPR-326.97,KXPOKEMON,no,0.03,50.0,8.881784197001252e-16,345.0,1000.0,946.11,53,0.5,13091859381890976,0.9999999999999999,392755781456729.25,2.5461114698070257e-15,False,False,False,0.00016078599895154812
KXNETFLIXTOPVIEWSMOVIE-26AUG10-15,KXNETFLIXTOPVIEWSMOVIE,yes,0.52,43.99999999999999,5.684341886080829e-14,80.0,1000.0,988.19,11,0.5,890743597185616,1.0000000000000002,463186670536520.3,2.1589567740403153e-15,False,False,False,0.013549498172820066
KXEARNINGSMENTIONNBIS-26AUG06-GIGA,KXEARNINGSMENTIONNBIS,yes,0.35,45.00000000000001,2.8421709430403872e-14,100.0,1000.0,364.0,636,0.5,1421590791467967,1.0000000000000004,497556777013788.44,2.0098208811499882e-15,False,False,False,0.006402457528636465
KXUST2AM-26AUG31-T4.25,KXUST2AM,yes,0.02,50.0,8.881784197001252e-16,100.0,1000.0,876.0,124,0.5,45490905326974704,1.0,909818106539494.1,1.099120794378905e-15,False,False,False,0.0001682605951684733
KXLOWA-27FEBCOMP-1.5,KXLOWA,no,0.27,47.0,7.105427357601002e-15,110.0,1000.0,861.02,138,0.5,5164678471755156,1.0,1394463187373892.2,7.171218351652862e-16,False,False,False,0.0014227024373656303
KXUST30AM-26AUG31-T5.16,KXUST30AM,yes,0.14,48.0,3.552713678800501e-15,100.0,1000.0,703.0,297,0.5,11372726331743676,1.0,1592181686444114.8,6.280690253593743e-16,False,False,False,0.0006730423805394825
KXEARNINGSMENTIONNBIS-26AUG06-BLAC,KXEARNINGSMENTIONNBIS,yes,0.02,51.0,4.440892098500626e-16,100.0,1000.0,844.44,155,0.5,90981810653949408,1.0,1819636213078988.2,5.495603971894525e-16,False,False,False,0.00010003839888494521
KXUST2AM-26AUG31-T4.21,KXUST2AM,yes,0.12,49.0,1.7763568394002505e-15,100.0,1000.0,655.0,345,0.5,22745452663487352,1.0,2729454319618482.0,3.6637359812630174e-16,False,False,False,0.0003365211903303722
KXUST30AM-26AUG31-T5.28,KXUST30AM,no,0.13,49.0,1.7763568394002505e-15,100.0,1000.0,640.0,360,0.5,22745452663487352,1.0,2956908846253356.0,3.3819101365504767e-16,False,False,False,0.0003365211902916561
KXCBDECISIONMEXICO-26SEP24-C25,KXCBDECISIONMEXICO,no,0.48,48.0,3.552713678800501e-15,145.0,1000.0,964.2,35,0.5,7818749353073778,1.0,3752999689475413.5,2.6645352591003756e-16,False,False,False,0.0007879506900364139
KXEARNINGSMENTIONNBIS-26AUG06-PENN,KXEARNINGSMENTIONNBIS,yes,0.03,52.0,2.220446049250313e-16,100.0,1000.0,993.88,6,0.5,181963621307898816,1.0,5458908639236964.0,1.8318679906315087e-16,False,False,False,5.0019199442472604e-05
KXUST2AM-26AUG31-T4.19,KXUST2AM,yes,0.13,51.0,4.440892098500626e-16,100.0,1000.0,717.0,283,0.5,90981810653949408,1.0,1.1827635385013424e+16,8.454775341376192e-17,False,False,False,8.413029758167994e-05
KXEURUSDAW-26AUG07-1.1530,KXEURUSDAW,no,0.02,54.0,5.551115123125783e-17,120.0,1000.0,530.99,469,0.5,605526000318722176,1.0,1.2110520006374444e+16,8.257283745649601e-17,False,False,False,1.304777163290911e-05
KXUST30AM-26AUG31-T5.30,KXUST30AM,no,0.14,51.0,4.440892098500626e-16,100.0,1000.0,555.0,445,0.5,90981810653949408,1.0,1.2737453491552918e+16,7.850862816992179e-17,False,False,False,8.413029757382713e-05
KXUST30AM-26AUG31-T5.14,KXUST30AM,yes,0.15,52.0,2.220446049250313e-16,100.0,1000.0,712.0,288,0.5,181963621307898816,1.0,2.729454319618482e+16,3.6637359812630174e-17,False,False,False,4.206514878335241e-05
KXEARNINGSMENTIONNBIS-26AUG06-CLIC,KXEARNINGSMENTIONNBIS,yes,0.04,53.99999999999999,5.55111512312581e-17,100.0,1000.0,970.0,30,0.5,727854485231591808,1.0000000000000002,2.911417940926367e+16,3.4347524824340954e-17,False,False,False,1.250479986061821e-05
KXWTIMIN-26AUG31-T71.50,KXWTIMIN,yes,0.09,53.0,1.1102230246251563e-16,80.0,1000.0,503.0,497,0.5,456060721759037632,0.9999999999999998,4.1045464958313384e+16,2.4363227484829818e-17,False,False,False,2.646386359961116e-05
KXSBUXCC-26SEP07-T105.5,KXSBUXCC,no,0.26,52.0,2.220446049250313e-16,100.0,1000.0,935.8,64,0.5,181963621307898816,1.0,4.73105415400537e+16,2.113693835344048e-17,False,False,False,4.342298658941335e-05
KXNETFLIXTOPVIEWSMOVIE-26AUG10-18,KXNETFLIXTOPVIEWSMOVIE,yes,0.06,54.0,5.551115123125783e-17,80.0,1000.0,277.0,723,0.5,912121443518075136,0.9999999999999999,5.4727286611084504e+16,1.8272420613622368e-17,False,False,False,1.3231931809574778e-05
KXUST10AM-26AUG31-T4.78,KXUST10AM,no,0.16,52.99999999999999,1.110223024625162e-16,100.0,1000.0,713.0,287,0.5,363927242615795904,1.0000000000000002,5.822835881852734e+16,1.7173762412170477e-17,False,False,False,2.10325744006705e-05
KXSGFT-26SEP07-T113,KXSGFT,no,0.05,54.99999999999999,2.775557561562905e-17,100.0,1000.0,865.5,134,0.5,1455708970463183616,1.0000000000000002,7.278544852315918e+16,1.3739009929736381e-17,False,False,False,5.341724965513415e-06
KXUST2AM-26AUG31-T4.17,KXUST2AM,yes,0.14,54.0,5.551115123125783e-17,100.0,1000.0,628.0,372,0.5,727854485231595264,1.0,1.0189962793242334e+17,9.813578521240224e-18,False,False,False,1.0516287197595852e-05
KXUST2AM-26AUG31-T4.37,KXUST2AM,no,0.16,53.99999999999999,5.55111512312581e-17,100.0,1000.0,824.0,176,0.5,727854485231591808,1.0000000000000002,1.1645671763705469e+17,8.586881206085239e-18,False,False,False,1.051628719869164e-05
KXPOKEMON-26AUGGENCOSHO-184.84,KXPOKEMON,yes,0.08,57.00000000000001,6.9388939039071945e-18,345.0,1000.0,994.06,5,0.5,1675758000882053376,1.0000000000000002,1.3406064007056427e+17,7.459310946700235e-18,False,False,False,1.256140616682998e-06
KXRAIN-26AUG07-CHI,KXRAIN,no,0.21,54.0,5.551115123125783e-17,100.0,1000.0,848.61,151,0.5,727854485231595264,1.0,1.52849441898635e+17,6.542385680826816e-18,False,False,False,3.070094779468114e-05
KXGPT-ASTRA-26SEP01,KXGPT,yes,0.02,57.99999999999999,3.469446951953631e-18,115.0,1000.0,861.0,139,0.5,10113346531638960128,1.0,2.022669306327792e+17,4.943961906533924e-18,False,False,False,8.238219597598446e-07
KXSGFT-26SEP07-T111,KXSGFT,yes,0.02,57.99999999999999,3.469446951953631e-18,100.0,1000.0,324.85,675,0.5,11645671763705468928,1.0000000000000002,2.3291343527410938e+17,4.293440603042619e-18,False,False,False,6.677156206744522e-07
KXUST10AM-26AUG31-T4.80,KXUST10AM,no,0.16,54.99999999999999,2.775557561562905e-17,100.0,1000.0,944.0,56,0.5,1455708970463183616,1.0000000000000002,2.3291343527410938e+17,4.293440603042619e-18,False,False,False,5.258143600224695e-06
KXUST2AM-26AUG31-T4.39,KXUST2AM,no,0.17,54.99999999999999,2.775557561562905e-17,100.0,1000.0,838.0,162,0.5,1455708970463183616,1.0000000000000002,2.4747052497874125e+17,4.040885273451876e-18,False,False,False,5.2581435994028895e-06
KXHDCC-26SEP07-T98,KXHDCC,no,0.05,56.99999999999999,6.938893903907262e-18,100.0,1000.0,904.14,95,0.5,5822835881852734464,1.0000000000000002,2.9114179409263674e+17,3.4347524824340953e-18,False,False,False,1.3569683313448683e-06
KXEARNINGSMENTIONNBIS-26AUG06-VERA,KXEARNINGSMENTIONNBIS,yes,0.16,55.99999999999999,1.3877787807814525e-17,100.0,1000.0,528.48,471,0.5,2911417940926367232,1.0000000000000002,4.6582687054821875e+17,2.1467203015213096e-18,False,False,False,3.1261999651545526e-06
KXUST30AM-26AUG31-T5.12,KXUST30AM,yes,0.15,56.99999999999999,6.938893903907262e-18,100.0,1000.0,595.0,405,0.5,5822835881852734464,1.0000000000000002,8.734253822779101e+17,1.1449174941446985e-18,False,False,False,1.3145358994655015e-06
KXUST2AM-26AUG31-T4.15,KXUST2AM,yes,0.15,56.99999999999999,6.938893903907262e-18,100.0,1000.0,684.0,316,0.5,5822835881852734464,1.0000000000000002,8.734253822779101e+17,1.1449174941446985e-18,False,False,False,1.3145358996852202e-06
KXUST30AM-26AUG31-T5.34,KXUST30AM,no,0.16,56.99999999999999,6.938893903907262e-18,100.0,1000.0,542.0,458,0.5,5822835881852734464,1.0000000000000002,9.316537410964375e+17,1.0733601507606548e-18,False,False,False,1.3145358996195902e-06
KXUST10AM-26AUG31-T4.82,KXUST10AM,no,0.17,56.99999999999999,6.938893903907262e-18,100.0,1000.0,740.0,260,0.5,5822835881852734464,1.0000000000000002,9.89882099914965e+17,1.010221318362969e-18,False,False,False,1.3145359000704412e-06
KXUST30AM-26AUG31-T5.32,KXUST30AM,no,0.15,57.99999999999999,3.469446951953631e-18,100.0,1000.0,694.0,306,0.5,11645671763705468928,1.0000000000000002,1.7468507645558203e+18,5.724587470723493e-19,False,False,False,6.572679498026613e-07
KXMCDFT-26SEP07-T105,KXMCDFT,no,0.03,61.0,4.336808689942019e-19,100.0,1000.0,893.53,106,0.5,93165374109644177408,1.0,2.794961223289325e+18,3.577867169202166e-19,False,False,False,8.346445260602497e-08
KXEARNINGSMENTIONNBIS-26AUG06-AETH,KXEARNINGSMENTIONNBIS,yes,0.01,63.0,1.0842021724855044e-19,100.0,1000.0,433.7,566,0.5,372661496438576775168,1.0,3.726614964385768e+18,2.6834003769016236e-19,False,False,False,2.4423437227769826e-08
KXPBR-26NOVPROD-3150,KXPBR,yes,0.36,57.99999999999999,3.469446951953631e-18,100.0,1000.0,852.01,147,0.5,11645671763705468928,1.0000000000000002,4.192441834933969e+18,2.3852447794681215e-19,False,False,False,6.953168301180547e-07
KXUSDJPY-26AUG0710-B158.625,KXUSDJPY,no,0.25,56.99999999999999,6.938893903907262e-18,25.0,1000.0,843.38,156,0.5,24019198012642529280,1.0,6.004799503160632e+18,1.6653345369377428e-19,False,False,False,7.228014483236731e-06
KXUST30AM-26AUG31-T5.10,KXUST30AM,yes,0.16,60.0,8.673617379884035e-19,100.0,1000.0,699.0,301,0.5,46582687054822096896,1.0,7.453229928771536e+18,1.3417001884508118e-19,False,False,False,1.6431698743140347e-07
KXUST2AM-26AUG31-T4.35,KXUST2AM,no,0.02,63.0,1.0842021724855044e-19,100.0,1000.0,830.0,170,0.5,372661496438576775168,1.0,7.453229928771536e+18,1.3417001884508118e-19,False,False,False,2.0539623434721584e-08
KXPOKEMON-26AUGCHA-38.92,KXPOKEMON,no,0.11,63.0,1.0842021724855044e-19,345.0,1000.0,961.05,38,0.5,107248512056450875392,0.9999999999999999,1.1797336326209595e+19,8.476489712159399e-20,False,False,False,1.9627197136697047e-08
KXRAIN-26AUG07-HOU,KXRAIN,no,0.12,62.0,2.1684043449710093e-19,100.0,1000.0,926.64,73,0.5,186330748219288354816,1.0,2.23596897863146e+19,4.4723339615027074e-20,False,False,False,1.199255773229732e-07
KXUSDJPY-26AUG0710-B158.125,KXUSDJPY,no,0.25,59.0,1.734723475976807e-18,25.0,1000.0,989.0,11,0.5,96076792050570575872,0.9999999999999998,2.4019198012642644e+19,4.1633363423443365e-20,False,False,False,1.8070036208091742e-06
KXEARNINGSMENTIONNBIS-26AUG06-UBER,KXEARNINGSMENTIONNBIS,no,0.02,65.0,2.710505431213761e-20,100.0,1000.0,978.0,22,0.5,1490645985754307100672,1.0,2.9812919715086143e+19,3.3542504711270295e-20,False,False,False,6.105859306942457e-09
KXWTIMIN-26AUG31-T73.00,KXWTIMIN,yes,0.15,62.0,2.1684043449710093e-19,80.0,1000.0,491.0,509,0.5,233503089540627202048,1.0000000000000002,3.502546343109408e+19,2.855065720878496e-20,False,False,False,5.1687233590737496e-08
KXEURUSD-26AUG0710-B1.157,KXEURUSD,no,0.26,60.0,8.673617379884035e-19,25.0,1000.0,966.0,34,0.5,192153584101141151744,0.9999999999999998,4.9959931866296705e+19,2.0016040107424692e-20,False,False,False,9.035018104045871e-07
KXSGFT-26SEP07-T110,KXSGFT,yes,0.02,66.0,1.3552527156068804e-20,100.0,1000.0,319.25,680,0.5,2981291971508614725632,1.0,5.9625839430172295e+19,1.6771252355635144e-20,False,False,False,2.6082641432308075e-09
KXEARNINGSMENTIONNBIS-26AUG06-CONV,KXEARNINGSMENTIONNBIS,no,0.09,64.0,5.421010862427522e-20,100.0,1000.0,989.95,10,0.5,745322992877153550336,1.0,6.707906935894381e+19,1.4907779871675687e-20,False,False,False,1.2211718613884913e-08
KXEARNINGSMENTIONNBIS-26AUG06-NEO,KXEARNINGSMENTIONNBIS,no,0.03,65.99999999999999,1.3552527156068938e-20,100.0,1000.0,908.42,91,0.5,2981291971508585365504,1.0000000000000002,8.943875914525755e+19,1.1180834903756877e-20,False,False,False,3.0529296534712577e-09
KXUST30AM-26AUG31-T5.36,KXUST30AM,no,0.17,64.0,5.421010862427522e-20,100.0,1000.0,601.0,399,0.5,745322992877153550336,1.0,1.2670490878911611e+20,7.892354049710658e-21,False,False,False,1.0269811715889463e-08
KXHSI-26AUG31-27500,KXHSI,no,0.03,67.0,6.776263578034403e-21,135.0,1000.0,991.0,9,0.5,4405192614617206489088,1.0,1.321557784385162e+20,7.566827662138417e-21,False,False,False,1.1148581528688791e-09
KXRAIN-26AUG07-DC,KXRAIN,yes,0.05,65.99999999999999,1.3552527156068938e-20,100.0,1000.0,939.04,60,0.5,2981291971508585365504,1.0000000000000002,1.490645985754293e+20,6.708500942254125e-21,False,False,False,7.67033726555016e-09
KXUST10AM-26AUG31-T4.86,KXUST10AM,no,0.18,64.99999999999999,2.710505431213788e-20,100.0,1000.0,725.0,275,0.5,1490645985754292158464,1.0,2.6831627743577257e+20,3.7269449679189594e-21,False,False,False,5.134905859750505e-09
KXWTIMIN-26AUG31-T73.50,KXWTIMIN,yes,0.15,66.0,1.3552527156068804e-20,80.0,1000.0,649.0,351,0.5,3736049432650036281344,0.9999999999999999,5.604074148975054e+20,1.7844160755490592e-21,False,False,False,3.230452099368288e-09
KXEURUSD-26AUG0710-B1.155,KXEURUSD,no,0.21,64.0,5.421010862427522e-20,25.0,1000.0,999.0,1,0.5,3074457345618258427904,0.9999999999999998,6.456360425798343e+20,1.548860246407863e-21,False,False,False,5.6468863150286694e-08
KXRAIN-26AUG07-NYC,KXRAIN,yes,0.03,69.0,1.694065894508601e-21,100.0,1000.0,848.61,151,0.5,23850335772068909416448,1.0,7.155100731620672e+20,1.397604362969596e-21,False,False,False,9.587921581937606e-10
KXRAIN-26AUG07-PHIL,KXRAIN,yes,0.04,69.0,1.694065894508601e-21,100.0,1000.0,931.64,68,0.5,23850335772068909416448,1.0,9.540134308827565e+20,1.0482032722271969e-21,False,False,False,9.587921581937606e-10
KXCAVAFT-26SEP07-T102,KXCAVAFT,no,0.02,70.0,8.470329472543003e-22,100.0,1000.0,762.9699999999999,237,0.5,47700671544137827221504,1.0,9.540134308827566e+20,1.0482032722271967e-21,False,False,False,1.6301650906588314e-10
KXTGTFT-26SEP07-T98,KXTGTFT,no,0.02,70.0,8.470329472543003e-22,100.0,1000.0,858.27,141,0.5,47700671544137827221504,1.0,9.540134308827566e+20,1.0482032722271967e-21,False,False,False,1.630165089102249e-10
KXWTIMIN-26AUG31-T74.00,KXWTIMIN,yes,0.15,67.0,6.776263578034403e-21,80.0,1000.0,687.0,313,0.5,7472098865300071514112,0.9999999999999999,1.1208148297950107e+21,8.922080377745296e-22,False,False,False,1.6152260496577412e-09
KXEARNINGSMENTIONNBIS-26AUG06-ROBO,KXEARNINGSMENTIONNBIS,no,0.03,70.0,8.470329472543003e-22,100.0,1000.0,620.69,379,0.5,47700671544137827221504,1.0,1.4310201463241347e+21,6.988021814847979e-22,False,False,False,1.9080810334195174e-10
KXEURUSDAW-26AUG07-1.1550,KXEURUSDAW,no,0.02,71.0,4.235164736271503e-22,120.0,1000.0,452.79,547,0.5,79367503913775536275456,1.0,1.5873500782755109e+21,6.299807545203859e-22,False,False,False,9.954659754245846e-11
KXRAIN-26AUG06-CHI,KXRAIN,no,0.24,68.0,3.3881317890172014e-21,100.0,1000.0,990.61,9,0.5,11925167886034456805376,1.0,2.8620402926482694e+21,3.4940109074239897e-22,False,False,False,1.8738371456714562e-09
KXCMGCC-26SEP07-T103,KXCMGCC,no,0.25,68.0,3.3881317890172014e-21,100.0,1000.0,714.75,285,0.5,11925167886034456805376,1.0,2.981291971508614e+21,3.3542504711270295e-22,False,False,False,6.625821931478671e-10
KXTEMUCC-26SEP07-T98,KXTEMUCC,yes,0.27,68.0,3.3881317890172014e-21,100.0,1000.0,974.98,25,0.5,11925167886034456805376,1.0,3.2197953292293033e+21,3.105787473265768e-22,False,False,False,6.625821925688315e-10
KXEURUSD-26AUG0710-B1.151,KXEURUSD,no,0.18,67.0,6.776263578034403e-21,25.0,1000.0,999.0,1,0.5,24595658764946067423232,0.9999999999999998,4.427218577690292e+21,2.2587545260114675e-22,False,False,False,7.058607893785837e-09
KXEURUSD-26AUG0710-B1.159,KXEURUSD,no,0.23,67.0,6.776263578034403e-21,25.0,1000.0,968.0,32,0.5,24595658764946067423232,0.9999999999999998,5.657001515937596e+21,1.7677209334002784e-22,False,False,False,7.058607893785837e-09
KXRAIN-26AUG07-OKC,KXRAIN,no,0.05,72.0,2.1175823681357513e-22,100.0,1000.0,974.87,25,0.5,190802686176551275331584,1.0,9.540134308827565e+21,1.0482032722271968e-22,False,False,False,1.1711482160446601e-10
KXMCDFT-26SEP07-T106,KXMCDFT,no,0.03,73.0,1.0587911840678754e-22,100.0,1000.0,913.42,86,0.5,381605372353102617772032,1.0,1.1448161170593078e+22,8.735027268559974e-23,False,False,False,2.0377063624742494e-11
KXSGFT-26SEP07-T116,KXSGFT,no,0.02,74.0,5.293955920339377e-23,100.0,1000.0,742.94,257,0.5,763210744706205235544064,1.0,1.5264214894124105e+22,6.55127045141998e-23,False,False,False,1.018853181021432e-11
KXRAIN-26AUG07-DAL,KXRAIN,no,0.21,71.00000000000001,4.23516473627146e-22,100.0,1000.0,814.0400000000001,185,0.5,95401343088276610744320,1.0000000000000002,2.003428204853809e+22,4.9914441534627924e-23,False,False,False,2.342296432089297e-10
KXRAIN-26AUG07-BOS,KXRAIN,no,0.12,72.0,2.1175823681357513e-22,100.0,1000.0,956.52,43,0.5,190802686176551275331584,1.0,2.289632234118615e+22,4.3675136342799877e-23,False,False,False,1.1984901977422008e-10
KXEARNINGSMENTIONNBIS-26AUG06-CASH,KXEARNINGSMENTIONNBIS,yes,0.01,76.0,1.3234889800848446e-23,100.0,1000.0,567.21,432,0.5,3052842978824820405305344,1.0,3.0528429788248207e+22,3.2756352257099903e-23,False,False,False,2.9813766147179964e-12
KXUSDJPY-26AUG0710-B157.125,KXUSDJPY,no,0.25,70.0,8.470329472543003e-22,25.0,1000.0,967.0,33,0.5,196765270119568539385856,0.9999999999999998,4.9191317529892135e+22,2.0328790734103206e-23,False,False,False,8.823259867232296e-10
KXSGFT-26SEP07-T117,KXSGFT,no,0.02,77.0,6.617444900424223e-24,100.0,1000.0,920.49,79,0.5,6105685957649640810610688,1.0,1.2211371915299283e+23,8.189088064274976e-24,False,False,False,1.2735664762936408e-12
KXUSDJPY-26AUG0710-T156.250,KXUSDJPY,no,0.24,73.0,1.0587911840678754e-22,25.0,1000.0,982.0,18,0.5,1574122160956548315086848,0.9999999999999998,3.7778931862957155e+23,2.6469779601696883e-24,False,False,False,1.102907483404037e-10
KXRAIN-26AUG07-SATX,KXRAIN,no,0.21,76.0,1.3234889800848446e-23,100.0,1000.0,976.53,23,0.5,3052842978824820405305344,1.0,6.410970255532123e+23,1.5598262979571382e-24,False,False,False,7.319676350279126e-12
KXEARNINGSMENTIONNBIS-26AUG06-GOOG,KXEARNINGSMENTIONNBIS,no,0.03,78.99999999999999,1.6543612251060715e-24,100.0,1000.0,930.89,69,0.5,24422743830598331314208768,1.0000000000000002,7.326823149179498e+23,1.3648480107125094e-24,False,False,False,3.7267207683975313e-13
KXEURUSDAW-26AUG07-1.1570,KXEURUSDAW,no,0.02,80.0,8.271806125530277e-25,120.0,1000.0,874.79,125,0.5,40636162003853083162968064,1.0,8.127232400770617e+23,1.2304311611726285e-24,False,False,False,1.9442694832826123e-13
KXTOPMOVIE-26AUG06-72HOURS,KXTOPMOVIE,yes,0.11,79.0,1.6543612251060552e-24,100.0,1000.0,557.88,442,0.5,24422743830598571832377344,1.0,2.6865018213658427e+24,3.722312756488624e-25,False,False,False,3.4593299864311515e-13
KXUSDJPY-26AUG0710-B156.375,KXUSDJPY,no,0.2,77.0,6.617444900424223e-24,25.0,1000.0,895.0,105,0.5,25185954575304768746422272,0.9999999999999998,5.037190915060954e+24,1.9852334701272663e-25,False,False,False,6.893171771275233e-12
KXUSDJPY-26AUG0710-B156.625,KXUSDJPY,no,0.2,77.0,6.617444900424223e-24,25.0,1000.0,912.0,88,0.5,25185954575304768746422272,0.9999999999999998,5.037190915060954e+24,1.9852334701272663e-25,False,False,False,6.893171771275233e-12
KXGPT-ASTRA-26SEP18,KXGPT,yes,0.02,84.0,5.169878828456423e-26,115.0,1000.0,722.77,277,0.5,678695196976633970866257920,1.0,1.357390393953268e+25,7.367077330550402e-26,False,False,False,1.2275903817747307e-14
KXEURUSDAW-26AUG07-1.1590,KXEURUSDAW,no,0.08,83.0,1.0339757656912846e-25,120.0,1000.0,717.45,282,0.5,325089296030824665303744512,1.0,2.6007143682465974e+25,3.845097378664464e-26,False,False,False,2.430336854142605e-14
KXGPT-ASTRA-26OCT16,KXGPT,yes,0.02,86.0,1.2924697071141056e-26,115.0,1000.0,554.0,446,0.5,2714780787906535883465031680,0.9999999999999999,5.429561575813072e+25,1.8417693326376002e-26,False,False,False,3.068975954545519e-15
KXEURUSD-26AUG0710-B1.149,KXEURUSD,no,0.08,82.0,2.0679515313825687e-25,25.0,1000.0,907.0,93,0.5,805950546409753012202373120,1.0,6.447604371278024e+25,1.5509636485369265e-26,False,False,False,2.1541161785235102e-13
KXSHEINCC-26SEP07-T104,KXSHEINCC,no,0.02,87.0,6.462348535570529e-27,110.0,1000.0,908.29,91,0.5,5678624033419175613280813056,1.0,1.1357248066838352e+26,8.804949879714844e-27,False,False,False,1.262615812602746e-15
KXGPT-ASTRA-26NOV01,KXGPT,yes,0.03,87.0,6.462348535570529e-27,115.0,1000.0,658.0,342,0.5,5429561575813071766930063360,1.0,1.6288684727439213e+26,6.139231108792003e-27,False,False,False,1.5344879772936626e-15
KXTOPMOVIE-26AUG06-MASTERS,KXTOPMOVIE,no,0.11,85.0,2.5849394142282115e-26,100.0,1000.0,996.7,3,0.5,1563055605158308322394243072,1.0,1.719361165674139e+26,5.816113682013477e-27,False,False,False,5.405203103902281e-15
KXEURUSD-26AUG0710-B1.147,KXEURUSD,no,0.04,86.0,1.2924697071141056e-26,25.0,1000.0,997.0,3,0.5,12895208742556045996214714368,0.9999999999999998,5.158083497022419e+26,1.938704560671158e-27,False,False,False,1.3463226115771934e-14
KXEURUSDAW-26AUG07-1.1610,KXEURUSDAW,no,0.08,88.0,3.2311742677852644e-27,120.0,1000.0,525.77,474,0.5,10402857472986389289719824384,1.0,8.322285978389112e+26,1.201592930832645e-27,False,False,False,7.594802669298086e-16
KXGPT-ASTRA-26OCT01,KXGPT,yes,0.02,90.0,8.077935669463161e-28,115.0,1000.0,572.0,428,0.5,43436492606504574135440506880,1.0,8.687298521300915e+26,1.1511058328985003e-27,False,False,False,1.9181099715543702e-16
KXEURUSD-26AUG0710-B1.161,KXEURUSD,no,0.08,86.0,1.2924697071141056e-26,25.0,1000.0,949.0,51,0.5,12895208742556045996214714368,0.9999999999999998,1.0316166994044837e+27,9.69352280335579e-28,False,False,False,1.3463226115771934e-14
KXAPRPOTUS-26AUG07-39.9,KXAPRPOTUS,yes,0.01,0.0,1.0,125.0,300.0,258.03,41,0.75,7,1.084262701363073,0.07,15.489467162329612,True,True,False,0.16280297188472942
KXAAAGASD-26AUG07-4.030,KXAAAGASD,no,0.01,0.0,1.0,100.0,1000.0,1.01,998,0.75,27,1.0023511941591388,0.27,3.712411830219032,True,True,False,1.519573893970636
KXRAIN-26AUG06-BOS,KXRAIN,yes,0.01,0.0,1.0,100.0,1000.0,471.26,528,0.75,27,1.0023511941591388,0.27,3.712411830219032,True,True,False,0.5670316592676421
KXCHINAAI-26AUG17-MOON,KXCHINAAI,yes,0.02,0.0,1.0,135.0,1000.0,25.0,975,0.75,20,1.0049627791563276,0.4,2.5124069478908186,True,True,False,0.1826691878506545
KXGOLD15M-26AUG062115-15,KXGOLD15M,no,0.01,0.0,1.0,20.0,300.0,37.75,262,0.75,43,1.0201660735468565,0.43,2.3724792408066433,True,True,False,103.02828618968385
KXMAXSHIPSHORMUZ-26AUG31-AL100,KXMAXSHIPSHORMUZ,yes,0.02,0.0,1.0,125.0,1000.0,848.0,152,0.75,22,1.0228118026283164,0.44,2.3245722787007193,True,True,False,0.19038472870410345
KXEURUSDAW-26AUG07-1.1630,KXEURUSDAW,yes,0.02,0.0,1.0,120.0,1000.0,995.0,5,0.75,23,1.0261494608997397,0.46,2.23075969760813,False,True,False,0.24112657919801272
KXRAIN-26AUG07-AUS,KXRAIN,yes,0.02,0.0,1.0,100.0,1000.0,243.18,756,0.75,27,1.0023511941591388,0.54,1.856205915109516,True,True,False,0.5540955757862499
KXRAIN-26AUG07-LV,KXRAIN,yes,0.02,0.0,1.0,100.0,1000.0,570.01,429,0.75,27,1.0023511941591388,0.54,1.856205915109516,True,True,False,0.5299168597519417
KXVOTEPRIMARY-FLPRIMARY25D26OLAROLAR-50,KXVOTEPRIMARY,yes,0.02,0.0,1.0,90.0,1000.0,800.0,200,0.75,30,1.0012360939431397,0.6,1.6687268232385664,True,True,False,0.22920674196370047
KXMAXSHIPSHORMUZ-26AUG31-AL90,KXMAXSHIPSHORMUZ,yes,0.03,0.0,1.0,125.0,1000.0,25.0,975,0.75,22,1.0228118026283164,0.6599999999999999,1.5497148524671462,True,True,False,0.19038472870166145
KXTRUMPACT-26AUG02-T10,KXTRUMPACT,yes,0.02,2.0,0.25,100.0,300.0,219.54,80,0.75,33,1.0207237859573153,0.66,1.546551190844417,True,True,False,0.14906304615507526
