coin,wkey,ticker,day,hour,minute,secs,px,vol,frac_long,won,edge
XRP,26JUL251145,KXXRP15M-26JUL251145-45,2026-07-25,15,7,478.5699369907379,0.948,8217.11000000001,0.5875131280949137,1,0.052000000000000046
XRP,26JUL251145,KXXRP15M-26JUL251145-45,2026-07-25,15,6,419.84163188934326,0.939,9154.290000000014,0.5809014134356675,1,0.061000000000000054
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,13,795.2415580749512,0.54,0.0,0.0,0,-0.54
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,12,777.4789640903473,0.5800000000000001,429.99999999999994,0.8334418604651163,1,0.41999999999999993
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,11,719.9461350440979,0.52,1175.12,0.6360201511335012,0,-0.52
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,10,645.8507659435272,0.61,2583.330000000001,0.4108340784955849,1,0.39
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,9,597.8924760818481,0.8,3191.8200000000024,0.3873150741583168,1,0.19999999999999996
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,8,537.2823269367218,0.8200000000000001,4883.840000000003,0.4135987255929756,1,0.17999999999999994
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,7,478.4158339500427,0.81,5562.750000000004,0.4477641454316655,1,0.18999999999999995
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,6,414.68663692474365,0.8,6857.460000000004,0.5414439165521924,1,0.19999999999999996
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,5,359.43504309654236,0.51,8204.93000000001,0.5706593474898625,1,0.49
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,4,290.9288799762726,0.72,11201.990000000014,0.4994469732610009,1,0.28
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,3,235.7191150188446,0.64,13560.240000000022,0.4629674696023077,1,0.36
XRP,26JUL251200,KXXRP15M-26JUL251200-00,2026-07-25,16,2,179.2143530845642,0.906,15822.66000000002,0.4445409305388601,1,0.09399999999999997
XRP,26JUL251215,KXXRP15M-26JUL251215-15,2026-07-25,16,8,511.92985105514526,0.81,0.0,0.0,1,0.18999999999999995
XRP,26JUL251215,KXXRP15M-26JUL251215-15,2026-07-25,16,7,466.03586506843567,0.83,708.68,0.46503358356380875,1,0.17000000000000004
XRP,26JUL251215,KXXRP15M-26JUL251215-15,2026-07-25,16,6,416.8300840854645,0.7,2303.41,0.36425560364850373,0,-0.7
XRP,26JUL251215,KXXRP15M-26JUL251215-15,2026-07-25,16,5,356.58531188964844,0.81,5591.280000000007,0.44189881386730717,0,-0.81
XRP,26JUL251215,KXXRP15M-26JUL251215-15,2026-07-25,16,4,297.8903489112854,0.79,7061.470000000007,0.4976060225420484,0,-0.79
XRP,26JUL251215,KXXRP15M-26JUL251215-15,2026-07-25,16,3,239.25154304504395,0.81,7996.4000000000115,0.4875944174878692,0,-0.81
XRP,26JUL251215,KXXRP15M-26JUL251215-15,2026-07-25,16,2,179.48829293251038,0.71,9765.390000000012,0.44909624705208884,0,-0.71
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,14,846.6909029483795,0.5,25.37,0.0,1,0.5
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,13,814.4916529655457,0.52,604.8399999999999,0.0,1,0.48
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,12,779.3361361026764,0.5,884.9599999999999,0.03696212258181161,1,0.5
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,11,719.3785269260406,0.55,1649.7100000000003,0.26022755514605594,1,0.44999999999999996
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,10,656.0994110107422,0.55,2050.16,0.31486323018691226,1,0.44999999999999996
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,9,599.8490390777588,0.6699999999999999,2911.4300000000007,0.46586041910676185,1,0.33000000000000007
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,8,539.9376890659332,0.8200000000000001,4445.030000000002,0.5665788532360861,1,0.17999999999999994
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,7,462.7388060092926,0.89,5387.9000000000015,0.5794650977189629,1,0.10999999999999999
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,6,418.42612504959106,0.947,7056.140000000004,0.4922408002108802,1,0.05300000000000005
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,5,359.9757969379425,0.91,9863.720000000012,0.5719779150259738,1,0.08999999999999997
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,4,297.72327399253845,0.938,11507.590000000017,0.5526274398027735,1,0.062000000000000055
XRP,26JUL251230,KXXRP15M-26JUL251230-30,2026-07-25,16,2,147.21316599845886,0.949,15530.780000000028,0.527203398670253,1,0.051000000000000045
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,14,890.6903491020203,0.58,29.0,0.0,1,0.42000000000000004
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,13,839.5573399066925,0.64,1385.3100000000004,0.29482931618193753,1,0.36
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,12,777.1087510585785,0.52,2194.780000000001,0.5000410063878837,1,0.48
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,11,699.2578721046448,0.65,3366.200000000001,0.582983779929891,1,0.35
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,10,637.748701095581,0.62,3792.0900000000015,0.572852964987645,1,0.38
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,9,592.4025430679321,0.74,4165.430000000001,0.5343481945441405,1,0.26
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,8,538.7317800521851,0.87,5957.850000000002,0.45341859899124687,1,0.13
XRP,26JUL251245,KXXRP15M-26JUL251245-45,2026-07-25,16,7,477.403048992157,0.93,7573.720000000004,0.5288761665337508,1,0.06999999999999995
XRP,26JUL251300,KXXRP15M-26JUL251300-00,2026-07-25,17,5,354.38220596313477,0.949,28.480000000000004,0.0,1,0.051000000000000045
XRP,26JUL251300,KXXRP15M-26JUL251300-00,2026-07-25,17,4,293.4214310646057,0.88,4116.380000000003,0.5233676191216553,1,0.12
XRP,26JUL251300,KXXRP15M-26JUL251300-00,2026-07-25,17,3,236.39606189727783,0.57,7238.480000000009,0.5283761231639792,1,0.43000000000000005
XRP,26JUL251300,KXXRP15M-26JUL251300-00,2026-07-25,17,2,179.98371410369873,0.75,12934.970000000018,0.488448755582734,1,0.25
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,14,844.4420258998871,0.61,0.0,0.0,0,-0.61
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,13,833.2312099933624,0.56,534.4100000000001,0.4635579424037723,0,-0.56
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,12,779.0785520076752,0.71,2307.94,0.8128417549849648,0,-0.71
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,11,708.6302409172058,0.69,6239.320000000001,0.9026159902040605,0,-0.69
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,10,654.3029930591583,0.53,7139.140000000003,0.8523715741671962,0,-0.53
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,9,585.7288179397583,0.54,10007.690000000008,0.7097242220732253,0,-0.54
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,8,521.299339056015,0.62,11000.910000000009,0.6556048545074905,0,-0.62
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,7,478.87937593460083,0.53,14357.70000000001,0.5675769795997967,1,0.47
XRP,26JUL251315,KXXRP15M-26JUL251315-15,2026-07-25,17,6,417.37111806869507,0.53,14981.270000000011,0.5627286605207704,1,0.47
