coin,wkey,ticker,day,hour,minute,secs,px,vol,frac_long,won,edge
SOL,26JUL260615,KXSOL15M-26JUL260615-15,2026-07-26,10,7,479.67295503616333,0.75,3810.9900000000052,0.13201556550922441,1,0.25
SOL,26JUL260615,KXSOL15M-26JUL260615-15,2026-07-26,10,6,402.26456689834595,0.78,4336.230000000007,0.12834881913551607,1,0.21999999999999997
SOL,26JUL260615,KXSOL15M-26JUL260615-15,2026-07-26,10,5,333.9824950695038,0.8,4923.840000000007,0.11521901605251163,1,0.19999999999999996
SOL,26JUL260615,KXSOL15M-26JUL260615-15,2026-07-26,10,4,285.98532605171204,0.84,5314.670000000007,0.1289637926719813,1,0.16000000000000003
SOL,26JUL260615,KXSOL15M-26JUL260615-15,2026-07-26,10,3,232.374342918396,0.83,7475.15000000001,0.32744225868377175,1,0.17000000000000004
SOL,26JUL260615,KXSOL15M-26JUL260615-15,2026-07-26,10,2,172.532879114151,0.943,9874.460000000014,0.2903956266975608,1,0.05700000000000005
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,14,869.9021670818329,0.56,1.95,0.0,1,0.43999999999999995
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,13,832.8764870166779,0.6799999999999999,46.95,0.7456869009584663,1,0.32000000000000006
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,12,778.7598149776459,0.6599999999999999,301.25,0.7519336099585061,1,0.3400000000000001
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,11,678.8824620246887,0.61,406.67,0.6997319694100866,1,0.39
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,10,644.693295955658,0.62,536.7199999999999,0.5559136980175883,1,0.38
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,9,581.8948609828949,0.71,796.7399999999998,0.39105605341767713,1,0.29000000000000004
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,7,433.6901569366455,0.64,1031.1799999999998,0.39427645997788946,1,0.36
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,6,401.947772026062,0.53,1535.2399999999998,0.5171569266043096,1,0.47
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,5,356.1467409133911,0.6,1985.3199999999993,0.4918501803235752,0,-0.6
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,4,299.5727069377899,0.67,4712.790000000002,0.544142641619932,0,-0.67
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,3,227.2969970703125,0.73,5455.140000000002,0.5698533859809282,0,-0.73
SOL,26JUL260630,KXSOL15M-26JUL260630-30,2026-07-26,10,2,178.05732202529907,0.54,6841.330000000009,0.529622164111364,0,-0.54
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,14,891.5068581104279,0.52,0.0,0.0,1,0.48
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,13,820.7053689956665,0.71,290.63,0.23411210129718202,1,0.29000000000000004
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,12,775.5094590187073,0.7,568.72,0.3242017161344774,1,0.30000000000000004
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,10,659.5027849674225,0.63,991.97,0.43057753762714596,1,0.37
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,9,589.9432010650635,0.71,1565.3199999999997,0.43868985255411047,1,0.29000000000000004
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,8,536.7965350151062,0.74,2036.0999999999997,0.34297431363881936,1,0.26
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,7,477.6052670478821,0.89,2645.9000000000015,0.3543557957594767,1,0.10999999999999999
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,5,338.29610991477966,0.84,3573.670000000004,0.42545058721146556,1,0.16000000000000003
SOL,26JUL260645,KXSOL15M-26JUL260645-45,2026-07-26,10,4,244.20578908920288,0.85,5876.3800000000065,0.4312365776209158,1,0.15000000000000002
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,14,894.2768020629883,0.5,0.0,0.0,0,-0.5
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,13,836.8733329772949,0.6,226.45,0.19099138882755576,0,-0.6
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,12,774.8935120105743,0.5800000000000001,521.3199999999999,0.26505792987032917,1,0.41999999999999993
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,11,711.0622539520264,0.72,1352.1699999999998,0.6674678479776952,1,0.28
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,10,628.7553288936615,0.81,3239.2300000000005,0.5997752552304094,1,0.18999999999999995
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,9,589.8814599514008,0.88,3781.480000000001,0.5991833885145496,1,0.12
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,8,530.3736479282379,0.922,4457.560000000001,0.5138753039779608,1,0.07799999999999996
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,7,428.1145739555359,0.947,5831.810000000004,0.4243108057361263,1,0.05300000000000005
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,6,373.1556580066681,0.944,6898.540000000005,0.3680764335642033,1,0.05600000000000005
SOL,26JUL260700,KXSOL15M-26JUL260700-00,2026-07-26,11,5,338.9275269508362,0.943,7171.470000000007,0.37718487283639185,1,0.05700000000000005
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,14,859.7373750209808,0.55,71.82,0.0,1,0.44999999999999996
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,13,816.954794883728,0.54,182.94,0.07111621296599978,1,0.45999999999999996
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,12,769.5820679664612,0.53,312.59,0.18973735564157523,0,-0.53
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,11,712.7570490837097,0.58,489.60999999999996,0.24153918424868778,0,-0.58
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,10,652.9810810089111,0.67,2437.3599999999997,0.054234909902517496,0,-0.67
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,9,547.818815946579,0.67,2562.430000000001,0.08476719364041159,0,-0.67
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,8,536.0478858947754,0.73,3428.360000000002,0.06819295523223928,0,-0.73
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,7,448.37995195388794,0.79,3715.620000000004,0.06858074830041816,0,-0.79
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,6,398.5961730480194,0.6799999999999999,5637.350000000003,0.2196280167099789,1,0.32000000000000006
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,5,353.6072280406952,0.69,5748.750000000002,0.22755207653837786,1,0.31000000000000005
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,4,296.83395290374756,0.84,9303.40000000001,0.2679665498634905,1,0.16000000000000003
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,3,236.29163193702698,0.83,9978.360000000011,0.259897418012579,1,0.17000000000000004
SOL,26JUL260715,KXSOL15M-26JUL260715-15,2026-07-26,11,2,171.7936029434204,0.77,10451.360000000015,0.27444657920117554,1,0.22999999999999998
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,14,887.6158339977264,0.53,0.0,0.0,0,-0.53
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,13,836.0236930847168,0.54,526.8,0.20932042520880792,1,0.45999999999999996
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,12,771.7339611053467,0.5900000000000001,1412.81,0.24224064099206544,1,0.4099999999999999
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,11,707.6553280353546,0.5800000000000001,1701.6299999999997,0.3185651404829488,1,0.41999999999999993
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,10,659.9511549472809,0.51,2054.8100000000004,0.42567439325290407,1,0.49
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,9,596.112911939621,0.51,2413.690000000001,0.42009951567931236,1,0.49
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,8,529.4909219741821,0.64,2809.0900000000024,0.401646084675108,1,0.36
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,7,476.14169788360596,0.64,3187.200000000003,0.36945908634538116,1,0.36
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,6,384.8891179561615,0.69,3337.9300000000044,0.3899632406910865,1,0.31000000000000005
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,5,357.13727593421936,0.73,3409.5700000000056,0.39037180641547115,1,0.27
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,4,287.60591197013855,0.8200000000000001,3930.6100000000074,0.3539170764843111,1,0.17999999999999994
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,3,238.45988202095032,0.8200000000000001,5267.180000000009,0.4304960149453783,1,0.17999999999999994
SOL,26JUL260730,KXSOL15M-26JUL260730-30,2026-07-26,11,2,175.67449688911438,0.901,6944.060000000014,0.34478388723599707,1,0.09899999999999998
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,14,855.6348230838776,0.5700000000000001,11.0,0.0,1,0.42999999999999994
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,13,827.3689360618591,0.6599999999999999,501.39000000000004,0.5023833742196693,1,0.3400000000000001
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,12,765.7939229011536,0.6599999999999999,684.56,0.5817167231506369,1,0.3400000000000001
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,11,719.1636021137238,0.65,854.23,0.6214017302131744,1,0.35
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,10,602.5384318828583,0.61,1287.21,0.46975241025162934,1,0.39
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,9,557.7448840141296,0.7,1443.66,0.4193508166742861,1,0.30000000000000004
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,8,530.0631759166718,0.72,2113.600000000001,0.5065338758516273,1,0.28
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,7,479.63139390945435,0.78,2334.9700000000025,0.4810511484087584,1,0.21999999999999997
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,6,414.0276620388031,0.86,3310.500000000004,0.46192418063736546,1,0.14
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,5,358.20241594314575,0.902,3742.300000000005,0.46760281110546925,1,0.09799999999999998
SOL,26JUL260745,KXSOL15M-26JUL260745-45,2026-07-26,11,4,298.2502980232239,0.9299999999999999,4226.8000000000075,0.4427841393015986,1,0.07000000000000006
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,14,894.7011210918427,0.6,0.0,0.0,1,0.4
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,13,837.6656329631805,0.63,1711.73,0.425405875926694,1,0.37
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,12,775.7004179954529,0.71,2869.51,0.5131782081261261,1,0.29000000000000004
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,11,719.0273170471191,0.64,3015.2100000000005,0.5342447126402472,1,0.36
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,10,657.0195269584656,0.63,3240.0700000000006,0.5603613502177422,1,0.37
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,9,592.9300920963287,0.7,3986.9500000000016,0.5536412545931099,1,0.30000000000000004
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,8,536.3423709869385,0.63,4129.180000000001,0.5610847674356649,1,0.37
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,7,446.8637640476227,0.5700000000000001,4618.190000000002,0.5960430385064276,1,0.42999999999999994
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,6,402.1348509788513,0.6,4938.270000000002,0.6038572212535966,1,0.4
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,5,355.14543294906616,0.7,5241.810000000002,0.6043904681779765,1,0.30000000000000004
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,4,284.91564202308655,0.87,6580.140000000004,0.5134951535985554,1,0.13
SOL,26JUL260800,KXSOL15M-26JUL260800-00,2026-07-26,12,3,239.4136130809784,0.9,7932.930000000006,0.44992581555616873,1,0.09999999999999998
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,14,885.253988981247,0.62,0.0,0.0,1,0.38
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,13,839.5146160125732,0.5,592.74,0.20597563855990822,1,0.5
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,12,748.9254369735718,0.66,815.8899999999999,0.20190221721065338,1,0.33999999999999997
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,11,710.0653800964355,0.72,1023.8999999999999,0.29345639222580333,1,0.28
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,10,655.6850581169128,0.84,1741.56,0.27834240565929397,1,0.16000000000000003
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,9,591.2254660129547,0.9,2589.4900000000025,0.22643068712371908,1,0.09999999999999998
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,8,530.6372089385986,0.945,3677.5200000000027,0.20240814461919976,1,0.05500000000000005
SOL,26JUL260815,KXSOL15M-26JUL260815-15,2026-07-26,12,2,144.77706503868103,0.922,9719.55000000002,0.3289174910361071,1,0.07799999999999996
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,14,892.9926559925079,0.52,0.0,0.0,0,-0.52
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,13,828.7052760124207,0.66,139.1,0.6087706685837527,0,-0.66
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,12,779.7861330509186,0.5900000000000001,315.86999999999995,0.5551334409725521,1,0.4099999999999999
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,11,696.0761830806732,0.71,912.3499999999997,0.4468679782978025,1,0.29000000000000004
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,10,651.173201084137,0.84,2016.1599999999996,0.3689340131735577,1,0.16000000000000003
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,8,539.9485828876495,0.948,4279.9100000000035,0.4501613351682625,1,0.052000000000000046
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,7,429.57736897468567,0.946,4685.120000000006,0.44621482480704805,1,0.05400000000000005
SOL,26JUL260830,KXSOL15M-26JUL260830-30,2026-07-26,12,3,226.6575689315796,0.9359999999999999,5703.07000000001,0.4598330372939479,1,0.06400000000000006
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,14,876.5642099380493,0.5,189.38,0.0,0,-0.5
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,13,822.5281970500946,0.51,254.13999999999996,0.03541355158574015,1,0.49
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,12,779.4232330322266,0.65,889.49,0.32343252875243117,1,0.35
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,11,683.3099570274353,0.71,1922.56,0.3377371837549934,1,0.29000000000000004
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,10,639.0765149593353,0.72,2008.7999999999997,0.35160792512943057,1,0.28
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,9,574.7857611179352,0.75,2132.6400000000003,0.3543260934803811,1,0.25
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,8,533.1396000385284,0.87,2443.590000000002,0.31210227575002325,1,0.13
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,7,467.56083703041077,0.8200000000000001,2753.600000000004,0.361385095874491,1,0.17999999999999994
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,6,405.3092200756073,0.85,2827.630000000006,0.36090294699094216,1,0.15000000000000002
SOL,26JUL260845,KXSOL15M-26JUL260845-45,2026-07-26,12,5,351.4262590408325,0.94,3757.2500000000073,0.2745358972652866,1,0.06000000000000005
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,14,885.5313448905945,0.6,5.0,0.0,1,0.4
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,13,833.2433750629425,0.53,104.13000000000001,0.36579275905118597,1,0.47
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,12,777.6144709587097,0.54,336.31,0.5921025244566024,1,0.45999999999999996
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,11,718.6673629283905,0.55,629.9500000000003,0.6389237241050875,0,-0.55
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,10,658.1191689968109,0.51,1642.75,0.34366154314411806,1,0.49
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,9,597.7900800704956,0.54,1898.9199999999996,0.3256640616771639,0,-0.54
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,8,539.972806930542,0.61,3263.3200000000015,0.28787553779586417,1,0.39
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,7,475.7297670841217,0.76,6716.650000000002,0.2946126417187138,1,0.24
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,6,419.55739188194275,0.68,7278.940000000005,0.3194242568286039,1,0.31999999999999995
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,5,350.70177006721497,0.75,7556.020000000003,0.30884513275507464,1,0.25
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,4,288.2971770763397,0.81,8157.460000000003,0.29547923005445315,1,0.18999999999999995
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,3,238.6368169784546,0.74,10315.800000000007,0.3951588824909361,1,0.26
SOL,26JUL260900,KXSOL15M-26JUL260900-00,2026-07-26,13,2,178.87085008621216,0.94,12473.030000000006,0.4142762424206467,1,0.06000000000000005
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,13,814.6639199256897,0.64,16.750000000000004,0.0,0,-0.64
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,12,741.1440699100494,0.69,1040.48,0.1677687221282485,1,0.31000000000000005
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,11,719.8344769477844,0.65,1568.82,0.36160298823319437,1,0.35
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,10,645.3634901046753,0.7,2175.8399999999997,0.3598288477093905,1,0.30000000000000004
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,9,596.607752084732,0.8,2676.0700000000006,0.37211657393117514,1,0.19999999999999996
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,8,528.5484440326691,0.79,2996.0000000000014,0.3424933244325766,1,0.20999999999999996
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,7,465.583664894104,0.88,4376.680000000003,0.3917352879351469,1,0.12
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,6,414.16016006469727,0.72,6829.620000000005,0.28853728318705846,1,0.28
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,5,359.63543701171875,0.84,8637.36000000001,0.25285156575620293,1,0.16000000000000003
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,4,245.78122401237488,0.942,12731.140000000012,0.29545351005487314,1,0.05800000000000005
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,3,232.8673288822174,0.908,13049.190000000015,0.29622298395532576,1,0.09199999999999997
SOL,26JUL260915,KXSOL15M-26JUL260915-15,2026-07-26,13,2,178.97122406959534,0.918,18494.539999999997,0.32396696538545994,1,0.08199999999999996
SOL,26JUL260930,KXSOL15M-26JUL260930-30,2026-07-26,13,14,875.3643269538879,0.5,42.230000000000004,0.0,1,0.5
SOL,26JUL260930,KXSOL15M-26JUL260930-30,2026-07-26,13,13,825.1231420040131,0.69,674.5899999999999,0.014838642731140397,1,0.31000000000000005
SOL,26JUL260930,KXSOL15M-26JUL260930-30,2026-07-26,13,12,774.5544919967651,0.76,1085.75,0.11737508634584388,1,0.24
SOL,26JUL260930,KXSOL15M-26JUL260930-30,2026-07-26,13,11,719.4250109195709,0.82,2454.17,0.29680095510905924,1,0.18000000000000005
SOL,26JUL260930,KXSOL15M-26JUL260930-30,2026-07-26,13,10,642.1854019165039,0.8,3147.0300000000016,0.27817338887776716,1,0.19999999999999996
SOL,26JUL260930,KXSOL15M-26JUL260930-30,2026-07-26,13,9,596.7715170383453,0.87,3594.7800000000025,0.2901957838866354,1,0.13
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,14,877.1322469711304,0.61,12.5,0.0,0,-0.61
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,13,839.3218529224396,0.8,575.5999999999999,0.2670604586518415,0,-0.8
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,12,774.4218320846558,0.75,735.8599999999998,0.3067974886527329,0,-0.75
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,11,717.5638360977173,0.61,1122.9699999999998,0.5328370303748097,0,-0.61
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,10,656.7697999477386,0.53,1783.2800000000002,0.6564028083082859,0,-0.53
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,9,598.2406148910522,0.53,1849.5800000000004,0.647709209658409,0,-0.53
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,8,531.9521069526672,0.53,2072.19,0.639506995014936,0,-0.53
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,7,468.96897888183594,0.5,3021.6100000000015,0.4677572552381014,1,0.5
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,6,418.0469789505005,0.5700000000000001,3590.1500000000033,0.40263777279500834,0,-0.5700000000000001
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,5,355.15576791763306,0.55,4397.900000000005,0.4874553764296592,0,-0.55
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,4,286.80816102027893,0.7,5352.510000000008,0.40835421138867506,0,-0.7
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,3,233.48459911346436,0.79,6517.580000000013,0.39802349951975985,1,0.20999999999999996
SOL,26JUL260945,KXSOL15M-26JUL260945-45,2026-07-26,13,2,137.90835309028625,0.934,13119.900000000029,0.3657665073666716,1,0.06599999999999995
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,14,892.4408469200134,0.58,5.0,0.0,0,-0.58
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,13,835.4490420818329,0.64,541.79,0.9180863434171912,0,-0.64
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,12,778.5120069980621,0.52,968.2199999999999,0.7381999958687074,0,-0.52
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,11,715.9793539047241,0.54,1883.3999999999999,0.521901879579484,1,0.45999999999999996
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,10,655.3746418952942,0.56,2065.6600000000003,0.4865902423438513,1,0.43999999999999995
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,9,596.257462978363,0.6799999999999999,2202.660000000001,0.4904842327004619,1,0.32000000000000006
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,8,523.5530750751495,0.6699999999999999,2338.0600000000018,0.498699776737979,1,0.33000000000000007
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,7,469.9572169780731,0.65,3179.0100000000016,0.4368529825322976,1,0.35
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,6,419.1560161113739,0.69,3291.0500000000025,0.4364625271569861,1,0.31000000000000005
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,5,356.0129499435425,0.72,3736.4800000000037,0.4019504988652418,1,0.28
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,4,288.48287296295166,0.8200000000000001,5306.830000000007,0.3088849652240599,1,0.17999999999999994
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,3,239.58426308631897,0.913,6289.160000000009,0.2714146245285535,1,0.08699999999999997
SOL,26JUL261000,KXSOL15M-26JUL261000-00,2026-07-26,14,2,179.7253189086914,0.83,8795.140000000009,0.27044140286567336,1,0.17000000000000004
SOL,26JUL261015,KXSOL15M-26JUL261015-15,2026-07-26,14,14,872.1746459007263,0.62,23.43,0.0,1,0.38
SOL,26JUL261015,KXSOL15M-26JUL261015-15,2026-07-26,14,13,837.8042678833008,0.6,394.21999999999997,0.9253462533610674,1,0.4
SOL,26JUL261015,KXSOL15M-26JUL261015-15,2026-07-26,14,12,763.3060789108276,0.59,1046.4699999999996,0.6432578095884259,1,0.41000000000000003
SOL,26JUL261015,KXSOL15M-26JUL261015-15,2026-07-26,14,11,716.5401380062103,0.73,1660.1099999999992,0.7060857413062991,1,0.27
SOL,26JUL261015,KXSOL15M-26JUL261015-15,2026-07-26,14,10,650.1801569461823,0.77,2055.3799999999997,0.6199437573587365,1,0.22999999999999998
SOL,26JUL261015,KXSOL15M-26JUL261015-15,2026-07-26,14,9,599.6801359653473,0.91,3503.890000000001,0.4282982627879298,1,0.08999999999999997
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,14,872.6251349449158,0.56,45.989999999999995,0.0,1,0.43999999999999995
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,13,829.0808930397034,0.64,710.67,0.03757018025243784,1,0.36
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,12,758.166002035141,0.76,892.36,0.08764400017929982,1,0.24
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,11,711.8245890140533,0.72,1301.22,0.10824457048001104,1,0.28
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,10,656.9649291038513,0.5700000000000001,1405.59,0.11308418528873994,1,0.42999999999999994
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,9,599.5726540088654,0.85,1689.92,0.14071080287824272,1,0.15000000000000002
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,8,535.7140469551086,0.92,2730.3100000000013,0.16978658101094735,1,0.07999999999999996
SOL,26JUL261030,KXSOL15M-26JUL261030-30,2026-07-26,14,7,470.80204796791077,0.9390000000000001,3278.2900000000022,0.1706011365681497,1,0.06099999999999994
