wkey,coin,day,minute,px,vol,frac_long,maker_yes,won,edge,yes_px,hour,sd,rng,vb,blk,vresid
26AUG010730,SOL,2026-08-01,8,0.79,4230.460000000002,0.1481115528807741,True,1,0.20999999999999996,0.79,11,0.16670060260566216,0.49,high,08-13,0.08260663507109
26AUG010745,XRP,2026-08-01,10,0.66,5050.040000000002,0.5369403014629586,True,1,0.33999999999999997,0.66,11,0.20136623096825088,0.578,highest,08-13,0.5560849056603773
26AUG010800,ETH,2026-08-01,8,0.65,3066.650000000001,0.2662970994407577,False,0,-0.65,0.35,12,0.0640172967698128,0.19000000000000006,lowest,08-13,-0.8843396226415094
26AUG010830,DOGE,2026-08-01,8,0.73,4977.160000000005,0.5652098787260199,False,1,0.27,0.27,12,0.10642946382102453,0.362,lowest,08-13,0.03566037735849059
26AUG010900,XRP,2026-08-01,11,0.69,2037.5700000000006,0.391834390965709,True,1,0.31000000000000005,0.69,13,0.16382592387449962,0.44799999999999995,high,08-13,0.1826066350710901
26AUG010915,DOGE,2026-08-01,11,0.72,3945.2400000000016,0.3464453366588597,True,1,0.28,0.72,13,0.17298059346147976,0.4770000000000001,high,08-13,0.15260663507109007
26AUG010930,DOGE,2026-08-01,12,0.77,3769.5900000000015,0.5740120278332654,False,1,0.22999999999999998,0.22999999999999998,13,0.11232015928504635,0.33100000000000007,lowest,08-13,-0.004339622641509444
26AUG010930,SOL,2026-08-01,9,0.65,2503.8400000000006,0.548361716403604,False,1,0.35,0.35,13,0.11520456114707835,0.31099999999999994,lowest,08-13,0.11566037735849055
26AUG010945,XRP,2026-08-01,11,0.7,2266.8000000000015,0.40432768660666996,True,1,0.30000000000000004,0.7,13,0.13411801156310446,0.41900000000000004,low,08-13,0.08298578199052137
26AUG010945,SOL,2026-08-01,10,0.76,2320.6400000000003,0.5681923952013238,True,1,0.24,0.76,13,0.17086251783232037,0.4960000000000001,high,08-13,0.11260663507109003
26AUG011000,DOGE,2026-08-01,9,0.67,4033.020000000002,0.6359849442849279,True,1,0.32999999999999996,0.67,14,0.22116760863903895,0.581,highest,14-23,0.5460849056603773
26AUG011015,XRP,2026-08-01,12,0.68,2766.7999999999997,0.24217507589995663,True,1,0.31999999999999995,0.68,14,0.14750706197783664,0.42399999999999993,mid,14-23,0.09415094339622634
26JUL222000,XRP,2026-07-23,11,0.67,2445.100000000001,0.3049486728559158,True,1,0.32999999999999996,0.67,0,0.16076691201861157,0.43500000000000005,mid,00-07,0.10415094339622635
26JUL222000,DOGE,2026-07-23,10,0.78,2453.040000000001,0.6092562697713855,True,1,0.21999999999999997,0.78,0,0.13313787757225384,0.3550000000000001,low,00-07,0.0029857819905212968
26JUL222015,SOL,2026-07-23,12,0.72,3100.03,0.6958771366728708,True,1,0.28,0.72,0,0.11335637020770677,0.33099999999999996,lowest,00-07,0.0456603773584906
26JUL222030,SOL,2026-07-23,12,0.69,2610.0200000000004,0.5956506080413178,True,1,0.31000000000000005,0.69,0,0.15350602594035195,0.42900000000000005,mid,00-07,0.08415094339622645
26JUL222030,DOGE,2026-07-23,11,0.69,2511.7299999999996,0.4938906649998209,True,1,0.31000000000000005,0.69,0,0.18740831832599583,0.538,high,00-07,0.1826066350710901
26JUL222045,SOL,2026-07-23,10,0.71,3900.4300000000007,0.4415333693977329,False,1,0.29000000000000004,0.29000000000000004,0,0.15494378633258235,0.43900000000000006,mid,00-07,0.06415094339622643
26JUL222100,XRP,2026-07-23,8,0.76,3350.1600000000017,0.4938987988633377,False,1,0.24,0.24,1,0.1996178166579144,0.49,highest,00-07,0.4560849056603773
26JUL222115,XRP,2026-07-23,9,0.73,2838.43,0.6661851798353314,True,0,-0.73,0.73,1,0.2377984440655573,0.6910000000000001,highest,00-07,-0.5139150943396227
26JUL222145,DOGE,2026-07-23,11,0.78,3246.7300000000027,0.5812956420767967,False,1,0.21999999999999997,0.21999999999999997,1,0.07225043252465689,0.21999999999999997,lowest,00-07,-0.014339622641509453
26JUL222145,SOL,2026-07-23,11,0.65,3241.7400000000025,0.7213410082239781,False,1,0.35,0.35,1,0.1215649117869864,0.32100000000000006,low,00-07,0.1329857819905213
26JUL222200,XRP,2026-07-23,8,0.71,4738.140000000001,0.2618728024076958,True,1,0.29000000000000004,0.71,2,0.160603124615817,0.519,mid,00-07,0.06415094339622643
26JUL222215,XRP,2026-07-23,12,0.7,4501.5300000000025,0.44585507594084656,False,1,0.30000000000000004,0.30000000000000004,2,0.09103895270207646,0.28700000000000003,lowest,00-07,0.06566037735849062
26JUL222215,SOL,2026-07-23,8,0.76,8549.390000000001,0.4739753362520604,False,1,0.24,0.24,2,0.1515566254384338,0.42900000000000005,mid,00-07,0.014150943396226384
26JUL222230,XRP,2026-07-23,11,0.6799999999999999,2689.13,0.3244320653891779,False,1,0.32000000000000006,0.32000000000000006,2,0.16418566725915307,0.43499999999999994,high,00-07,0.1926066350710901
26JUL222245,DOGE,2026-07-23,11,0.79,5178.430000000002,0.32672644025312675,True,1,0.20999999999999996,0.79,2,0.1375278526568719,0.37,low,00-07,-0.007014218009478712
26JUL222245,XRP,2026-07-23,11,0.68,2848.0700000000006,0.21341820952434448,True,1,0.31999999999999995,0.68,2,0.1272631489902285,0.361,low,00-07,0.10298578199052127
26JUL222315,XRP,2026-07-23,11,0.71,2079.5800000000004,0.5907058155973802,False,1,0.29000000000000004,0.29000000000000004,3,0.14626004239025775,0.35199999999999987,mid,00-07,0.06415094339622643
26JUL222345,XRP,2026-07-23,11,0.72,2743.4600000000005,0.5073265146931245,True,1,0.28,0.72,3,0.1267685794164813,0.43499999999999994,low,00-07,0.06298578199052135
26JUL222345,SOL,2026-07-23,10,0.7,2285.1500000000005,0.7061812134870794,True,1,0.30000000000000004,0.7,3,0.12099020120604315,0.379,low,00-07,0.08298578199052137
26JUL222345,DOGE,2026-07-23,9,0.7,2910.84,0.6761759492105373,True,1,0.30000000000000004,0.7,3,0.11766448834793714,0.389,low,00-07,0.08298578199052137
26JUL230000,DOGE,2026-07-23,11,0.75,12027.7,0.4183667700391596,False,1,0.25,0.25,4,0.10832416627881335,0.29399999999999993,lowest,00-07,0.015660377358490574
26JUL230000,XRP,2026-07-23,11,0.67,2528.2000000000003,0.2780911320306937,True,0,-0.67,0.67,4,0.22921993320341447,0.61,highest,00-07,-0.45391509433962274
26JUL230030,XRP,2026-07-23,10,0.75,5013.520000000003,0.6563951076289709,True,1,0.25,0.75,4,0.10699354675689113,0.27,lowest,00-07,0.015660377358490574
26JUL230030,DOGE,2026-07-23,8,0.71,6615.320000000006,0.5105013816414022,True,1,0.29000000000000004,0.71,4,0.1949496438477476,0.543,highest,00-07,0.5060849056603773
26JUL230045,SOL,2026-07-23,11,0.6799999999999999,5642.800000000001,0.29415361168214343,False,1,0.32000000000000006,0.32000000000000006,4,0.15546471553950042,0.5289999999999999,mid,00-07,0.09415094339622646
26JUL230045,XRP,2026-07-23,11,0.7,3103.5099999999993,0.31685414256760897,False,1,0.30000000000000004,0.30000000000000004,4,0.11937620272808887,0.43700000000000006,low,00-07,0.08298578199052137
26JUL230100,SOL,2026-07-23,8,0.79,4275.300000000004,0.38228194512665736,False,1,0.20999999999999996,0.20999999999999996,5,0.24979102376898082,0.66,highest,00-07,0.42608490566037727
26JUL230200,DOGE,2026-07-23,10,0.69,3986.640000000003,0.48515291072181044,False,1,0.31000000000000005,0.31000000000000005,6,0.18677746711587623,0.43999999999999995,high,00-07,0.1826066350710901
26JUL230200,SOL,2026-07-23,10,0.6599999999999999,3186.3799999999997,0.5192852076651248,False,1,0.3400000000000001,0.3400000000000001,6,0.2188901297201153,0.5329999999999999,highest,00-07,0.5560849056603774
26JUL230215,DOGE,2026-07-23,9,0.73,2161.6900000000014,0.3345530580240457,True,0,-0.73,0.73,6,0.2205004638214045,0.6699999999999999,highest,00-07,-0.5139150943396227
26JUL230230,DOGE,2026-07-23,9,0.76,4659.990000000002,0.3609170835130546,True,1,0.24,0.76,6,0.15030272482862406,0.5299999999999999,mid,00-07,0.014150943396226384
26JUL230230,XRP,2026-07-23,9,0.68,7978.970000000002,0.5895898844086392,True,1,0.31999999999999995,0.68,6,0.17626466114689798,0.61,high,00-07,0.19260663507109
26JUL230245,DOGE,2026-07-23,9,0.65,4551.67,0.5436378296317614,False,0,-0.65,0.35,6,0.11628876524874156,0.4099999999999999,lowest,00-07,-0.8843396226415094
26JUL230515,ETH,2026-07-23,10,0.78,3671.9700000000007,0.4404447748756116,True,1,0.21999999999999997,0.78,9,0.2311842633839156,0.706,highest,08-13,0.4360849056603773
26JUL230530,DOGE,2026-07-23,8,0.74,2303.4100000000008,0.3324071702389066,True,0,-0.74,0.74,9,0.21394561755905936,0.63,highest,08-13,-0.5239150943396227
26JUL230545,DOGE,2026-07-23,9,0.74,2307.6100000000006,0.5224323000853696,False,1,0.26,0.26,9,0.12710000100869495,0.44999999999999996,low,08-13,0.04298578199052133
26JUL230545,XRP,2026-07-23,8,0.6699999999999999,2291.3499999999995,0.27032535404892316,False,1,0.33000000000000007,0.33000000000000007,9,0.13471241923978608,0.42999999999999994,low,08-13,0.1129857819905214
26JUL230600,XRP,2026-07-23,10,0.76,2203.07,0.6054823496302887,False,1,0.24,0.24,10,0.15036108391321054,0.43899999999999995,mid,08-13,0.014150943396226384
26JUL230600,SOL,2026-07-23,9,0.71,2298.72,0.33328113036820495,False,1,0.29000000000000004,0.29000000000000004,10,0.1651547836549174,0.4640000000000001,high,08-13,0.16260663507109008
26JUL230600,DOGE,2026-07-23,8,0.77,2043.52,0.38232559505167546,False,1,0.22999999999999998,0.22999999999999998,10,0.15203800694417025,0.42000000000000004,mid,08-13,0.004150943396226375
26JUL230615,XRP,2026-07-23,10,0.69,2320.15,0.45238454410275203,True,1,0.31000000000000005,0.69,10,0.21907856623097152,0.622,highest,08-13,0.5260849056603774
26JUL230630,XRP,2026-07-23,10,0.65,2367.14,0.28134373125374934,True,1,0.35,0.65,10,0.10996983057349706,0.3530000000000001,lowest,08-13,0.11566037735849055
26JUL230630,DOGE,2026-07-23,8,0.7,2502.6400000000003,0.5682519259661798,True,1,0.30000000000000004,0.7,10,0.09247354248976336,0.31000000000000005,lowest,08-13,0.06566037735849062
26JUL230645,XRP,2026-07-23,11,0.69,2099.0000000000005,0.3606908051453072,True,1,0.31000000000000005,0.69,10,0.12971368865945115,0.42000000000000004,low,08-13,0.09298578199052138
26JUL230645,ETH,2026-07-23,8,0.76,2480.6600000000003,0.3768271347141486,True,1,0.24,0.76,10,0.10038791427922651,0.32200000000000006,lowest,08-13,0.005660377358490565
26JUL230645,SOL,2026-07-23,8,0.65,2487.920000000001,0.28904868323740296,True,1,0.35,0.65,10,0.17447356717000326,0.4900000000000001,high,08-13,0.22260663507109002
26JUL230715,XRP,2026-07-23,9,0.6799999999999999,4342.0,0.4897190234914786,False,0,-0.6799999999999999,0.32000000000000006,11,0.14262196759624954,0.45000000000000007,mid,08-13,-0.9058490566037736
26JUL230730,SOL,2026-07-23,8,0.73,2363.270000000001,0.3915506903570051,False,1,0.27,0.27,11,0.16395287263248684,0.521,high,08-13,0.14260663507109006
26JUL230745,DOGE,2026-07-23,11,0.65,2880.2700000000004,0.27367573178903365,False,1,0.35,0.35,11,0.21456573478879276,0.5800000000000001,highest,08-13,0.5660849056603773
26JUL230745,SOL,2026-07-23,10,0.75,2138.730000000001,0.4394056285739666,False,1,0.25,0.25,11,0.16032746937408274,0.577,mid,08-13,0.024150943396226393
26JUL230745,XRP,2026-07-23,10,0.73,2129.0,0.3656364490371067,False,1,0.27,0.27,11,0.15885957206402024,0.52,mid,08-13,0.04415094339622641
26JUL230830,XRP,2026-07-23,12,0.6599999999999999,4203.97,0.3854903817106212,False,1,0.3400000000000001,0.3400000000000001,12,0.17882331441335547,0.59,high,08-13,0.21260663507109012
26JUL230830,SOL,2026-07-23,10,0.76,2310.86,0.4952831413413188,False,1,0.24,0.24,12,0.11987101653886396,0.35399999999999987,low,08-13,0.022985781990521315
26JUL230845,XRP,2026-07-23,11,0.65,2434.95,0.2431548902441529,False,1,0.35,0.35,12,0.17217336224476382,0.35599999999999987,high,08-13,0.22260663507109002
26JUL230900,XRP,2026-07-23,10,0.6599999999999999,10539.970000000003,0.19249011145193004,False,1,0.3400000000000001,0.3400000000000001,13,0.2539483088932541,0.72,highest,08-13,0.5560849056603774
26JUL230900,DOGE,2026-07-23,9,0.72,3579.980000000004,0.5768691445203599,False,1,0.28,0.28,13,0.11916923970684586,0.3769999999999999,low,08-13,0.06298578199052135
26JUL230915,XRP,2026-07-23,11,0.6699999999999999,7108.16,0.8356058389231529,False,1,0.33000000000000007,0.33000000000000007,13,0.17536279853809103,0.44199999999999995,high,08-13,0.2026066350710901
26JUL230915,DOGE,2026-07-23,9,0.72,2733.42,0.14177111457441594,False,1,0.28,0.28,13,0.1776637955308403,0.5149999999999999,high,08-13,0.15260663507109007
26JUL230945,DOGE,2026-07-23,10,0.67,5514.169999999998,0.21037436277807903,True,1,0.32999999999999996,0.67,13,0.14100021491494472,0.39,low,08-13,0.11298578199052128
26JUL230945,XRP,2026-07-23,10,0.76,2517.4399999999996,0.31361224100673707,True,1,0.24,0.76,13,0.10228391857960858,0.32899999999999996,lowest,08-13,0.005660377358490565
26JUL231015,DOGE,2026-07-23,8,0.67,3272.900000000003,0.6558373308075405,True,1,0.32999999999999996,0.67,14,0.20775972315177588,0.7000000000000001,highest,14-23,0.5460849056603773
26JUL231015,SOL,2026-07-23,8,0.7,2379.07,0.5414552745400513,True,1,0.30000000000000004,0.7,14,0.12011105971835677,0.3700000000000001,low,14-23,0.08298578199052137
26JUL231015,XRP,2026-07-23,8,0.73,2348.4500000000007,0.4379356596904339,True,1,0.27,0.73,14,0.1584336794031837,0.5160000000000001,mid,14-23,0.04415094339622641
26JUL231100,SOL,2026-07-23,11,0.75,3826.500000000002,0.5086083888671107,False,1,0.25,0.25,15,0.14871990825411072,0.4089999999999999,mid,14-23,0.024150943396226393
26JUL231100,XRP,2026-07-23,11,0.76,4123.060000000001,0.7542820138440867,False,1,0.24,0.24,15,0.14089002803605374,0.36,low,14-23,0.022985781990521315
26JUL231100,DOGE,2026-07-23,10,0.76,5855.420000000001,0.2480915117959087,False,1,0.24,0.24,15,0.0915150260886156,0.2699999999999999,lowest,14-23,0.005660377358490565
26JUL231115,XRP,2026-07-23,11,0.6599999999999999,2076.0899999999992,0.6391967592927091,False,1,0.3400000000000001,0.3400000000000001,15,0.1590112305108398,0.44699999999999995,mid,14-23,0.11415094339622647
26JUL231115,SOL,2026-07-23,10,0.69,5426.930000000001,0.6789953067388007,False,1,0.31000000000000005,0.31000000000000005,15,0.15976267120673437,0.43399999999999994,mid,14-23,0.08415094339622645
26JUL231130,SOL,2026-07-23,11,0.65,4910.31,0.3651480252774264,True,1,0.35,0.65,15,0.21226228534004296,0.489,highest,14-23,0.5660849056603773
26JUL231130,XRP,2026-07-23,11,0.72,4413.5700000000015,0.6690706163038083,True,1,0.28,0.72,15,0.13398797624330988,0.4,low,14-23,0.06298578199052135
26JUL231130,DOGE,2026-07-23,10,0.77,3329.1200000000017,0.49989186331523017,True,1,0.22999999999999998,0.77,15,0.14939331012836918,0.347,mid,14-23,0.004150943396226375
26JUL231145,DOGE,2026-07-23,11,0.7,3387.62,0.07143953572124383,True,1,0.30000000000000004,0.7,15,0.14966629547095767,0.41000000000000003,mid,14-23,0.07415094339622644
26JUL231145,XRP,2026-07-23,8,0.69,3477.0900000000024,0.6958865027940025,False,0,-0.69,0.31000000000000005,15,0.21519716118438503,0.628,highest,14-23,-0.47391509433962264
26JUL231200,DOGE,2026-07-23,11,0.73,2621.44,0.6089439392089843,True,1,0.27,0.73,16,0.14085453489327202,0.43999999999999995,low,14-23,0.05298578199052134
26JUL231200,XRP,2026-07-23,9,0.74,2858.750000000002,0.3235330126803671,True,1,0.26,0.74,16,0.15953056133543816,0.4,mid,14-23,0.0341509433962264
26JUL231200,SOL,2026-07-23,8,0.79,2407.939999999999,0.2781007832421075,True,1,0.20999999999999996,0.79,16,0.23944498640638004,0.6649999999999999,highest,14-23,0.42608490566037727
26JUL231215,XRP,2026-07-23,13,0.69,2021.9899999999998,0.1235762788144353,False,1,0.31000000000000005,0.31000000000000005,16,0.12429065397955984,0.31100000000000005,low,14-23,0.09298578199052138
26JUL231215,DOGE,2026-07-23,12,0.74,2047.1799999999998,0.7308590353559532,False,1,0.26,0.26,16,0.11548448669265785,0.32999999999999996,lowest,14-23,0.025660377358490583
26JUL231230,XRP,2026-07-23,12,0.6799999999999999,2128.2300000000005,0.38408442696513057,False,1,0.32000000000000006,0.32000000000000006,16,0.16957151883497418,0.44299999999999995,high,14-23,0.1926066350710901
26JUL231245,SOL,2026-07-23,10,0.6599999999999999,2033.3799999999994,0.4453422380469958,False,1,0.3400000000000001,0.3400000000000001,16,0.10755956771045805,0.344,lowest,14-23,0.10566037735849065
26JUL231245,XRP,2026-07-23,9,0.78,3754.300000000003,0.344130730096156,False,1,0.21999999999999997,0.21999999999999997,16,0.13325799153406262,0.37,low,14-23,0.0029857819905212968
26JUL231300,XRP,2026-07-23,9,0.6699999999999999,3809.200000000003,0.695579124225559,False,1,0.33000000000000007,0.33000000000000007,17,0.11745259090846445,0.3689999999999999,lowest,14-23,0.09566037735849064
26JUL231315,XRP,2026-07-23,10,0.65,2033.1100000000008,0.2902597498413759,True,0,-0.65,0.65,17,0.2032586611520732,0.597,highest,14-23,-0.4339150943396227
26JUL231315,SOL,2026-07-23,9,0.6799999999999999,3233.7600000000007,0.5299589332541684,False,1,0.32000000000000006,0.32000000000000006,17,0.1740145882478734,0.5279999999999999,high,14-23,0.1926066350710901
26JUL231330,DOGE,2026-07-23,9,0.78,3770.790000000006,0.3619798503761805,True,1,0.21999999999999997,0.78,17,0.18235754091145426,0.505,high,14-23,0.09260663507109002
26JUL231330,XRP,2026-07-23,9,0.72,4809.070000000002,0.4688557247035286,True,1,0.28,0.72,17,0.1299415661213171,0.3809999999999999,low,14-23,0.06298578199052135
26JUL231330,SOL,2026-07-23,8,0.76,4302.850000000004,0.32632325086860997,True,1,0.24,0.76,17,0.18140306702829678,0.513,high,14-23,0.11260663507109003
26JUL231345,DOGE,2026-07-23,11,0.69,2046.9099999999992,0.4677049797011105,False,1,0.31000000000000005,0.31000000000000005,17,0.15212571555569865,0.43699999999999994,mid,14-23,0.08415094339622645
26JUL231345,XRP,2026-07-23,10,0.67,6182.48,0.5908146892509155,True,0,-0.67,0.67,17,0.21925217251264614,0.612,highest,14-23,-0.45391509433962274
26JUL231400,XRP,2026-07-23,11,0.74,2306.4700000000007,0.5474729781874463,False,1,0.26,0.26,18,0.12090964749408066,0.3639999999999999,low,14-23,0.04298578199052133
26JUL231415,XRP,2026-07-23,9,0.74,4061.3300000000013,0.605267240042055,True,1,0.26,0.74,18,0.05894913061275797,0.14,lowest,14-23,0.025660377358490583
26JUL231430,XRP,2026-07-23,11,0.79,2244.590000000001,0.4264609572349515,False,0,-0.79,0.20999999999999996,18,0.17437985357641902,0.59,high,14-23,-0.91739336492891
26JUL231445,XRP,2026-07-23,13,0.73,2013.08,0.5292685834641443,False,1,0.27,0.27,18,0.1533548639128028,0.5259999999999999,mid,14-23,0.04415094339622641
26JUL231500,DOGE,2026-07-23,11,0.69,2691.2700000000004,0.4320190839269191,True,1,0.31000000000000005,0.69,19,0.14459240518216587,0.3949999999999999,mid,14-23,0.08415094339622645
26JUL231500,XRP,2026-07-23,10,0.77,2844.0600000000013,0.20557934783373058,True,1,0.22999999999999998,0.77,19,0.13247934849544582,0.42399999999999993,low,14-23,0.012985781990521306
26JUL231500,SOL,2026-07-23,9,0.78,2891.960000000002,0.5155361761573459,True,1,0.21999999999999997,0.78,19,0.11682193131584337,0.3879999999999999,lowest,14-23,-0.014339622641509453
26JUL231515,DOGE,2026-07-23,9,0.74,3432.4500000000003,0.44800361257993565,True,0,-0.74,0.74,19,0.2110504861219412,0.765,highest,14-23,-0.5239150943396227
26JUL231530,SOL,2026-07-23,11,0.69,2055.21,0.35023671546946544,True,1,0.31000000000000005,0.69,19,0.11429007928172168,0.44000000000000006,lowest,14-23,0.07566037735849063
26JUL231530,XRP,2026-07-23,8,0.66,4623.600000000003,0.506099143524526,True,1,0.33999999999999997,0.66,19,0.13216256824246586,0.42500000000000004,low,14-23,0.12298578199052129
26JUL231630,DOGE,2026-07-23,10,0.65,3183.8400000000006,0.4083936378712498,True,1,0.35,0.65,20,0.11701786965323638,0.35,lowest,14-23,0.11566037735849055
26JUL231630,SOL,2026-07-23,10,0.78,2725.359999999999,0.3662562010156457,True,1,0.21999999999999997,0.78,20,0.1828482231996601,0.539,high,14-23,0.09260663507109002
26JUL231645,XRP,2026-07-23,10,0.6699999999999999,2854.2700000000013,0.3942093775291053,False,1,0.33000000000000007,0.33000000000000007,20,0.09788676203562044,0.28,lowest,14-23,0.09566037735849064
26JUL231700,XRP,2026-07-23,9,0.73,3324.900000000005,0.16441095972811187,True,1,0.27,0.73,21,0.14746124298207378,0.489,mid,14-23,0.04415094339622641
26JUL231700,SOL,2026-07-23,8,0.65,6020.620000000007,0.24684999219349466,True,1,0.35,0.65,21,0.15475736140517163,0.473,mid,14-23,0.12415094339622637
26JUL231715,DOGE,2026-07-23,9,0.68,5570.299999999999,0.33144534405687304,True,0,-0.68,0.68,21,0.2832551451831498,0.759,highest,14-23,-0.46391509433962275
