ticker,coin,date,close,side,px,won,edge,vol,mins_left,a0,a1,ret
KXDOGE15M-26JUL032000-00,DOGE,2026-07-04,2026-07-04T00:00:00+00:00,no,0.65,0,-0.65,623.98,14.0,0.077495,0.0775034,0.00010839408994135914
KXDOGE15M-26JUL032300-00,DOGE,2026-07-04,2026-07-04T03:00:00+00:00,no,0.72,0,-0.72,994.05,13.0,0.076859,0.0769434,0.0010981147295697103
KXDOGE15M-26JUL040500-00,DOGE,2026-07-04,2026-07-04T09:00:00+00:00,yes,0.75,1,0.25,338.95,10.0,0.076874,0.0769404,0.0008637510731847975
KXDOGE15M-26JUL041100-00,DOGE,2026-07-04,2026-07-04T15:00:00+00:00,yes,0.68,1,0.31999999999999995,234.99,12.0,0.077507,0.0776757,0.0021765775994425514
KXDOGE15M-26JUL041400-00,DOGE,2026-07-04,2026-07-04T18:00:00+00:00,yes,0.66,1,0.33999999999999997,281.86,13.0,0.078755,0.0790599,0.0038715002222080735
KXDOGE15M-26JUL041700-00,DOGE,2026-07-04,2026-07-04T21:00:00+00:00,no,0.73,1,0.27,566.24,11.0,0.078081,0.078001,-0.0010245770417898943
KXDOGE15M-26JUL042000-00,DOGE,2026-07-05,2026-07-05T00:00:00+00:00,yes,0.65,0,-0.65,253.71,14.0,0.077694,0.0776119,-0.0010567096558292998
KXDOGE15M-26JUL042300-00,DOGE,2026-07-05,2026-07-05T03:00:00+00:00,no,0.69,1,0.31000000000000005,795.52,11.0,0.076063,0.0757809,-0.003708767732011718
KXDOGE15M-26JUL050200-00,DOGE,2026-07-05,2026-07-05T06:00:00+00:00,yes,0.73,1,0.27,503.26,10.0,0.075657,0.0757842,0.001681272056782505
KXDOGE15M-26JUL050500-00,DOGE,2026-07-05,2026-07-05T09:00:00+00:00,yes,0.65,0,-0.65,242.85,13.0,0.076036,0.0759873,-0.0006404860855385951
KXDOGE15M-26JUL050800-00,DOGE,2026-07-05,2026-07-05T12:00:00+00:00,yes,0.77,1,0.22999999999999998,77.55,13.0,0.075821,0.0758983,0.0010195064691840303
KXDOGE15M-26JUL051100-00,DOGE,2026-07-05,2026-07-05T15:00:00+00:00,no,0.65,0,-0.65,252.62,14.0,0.076963,0.0770008,0.0004911450956952122
KXDOGE15M-26JUL051400-00,DOGE,2026-07-05,2026-07-05T18:00:00+00:00,yes,0.66,1,0.33999999999999997,383.26,12.0,0.077121,0.0772548,0.0017349360096472215
KXDOGE15M-26JUL052000-00,DOGE,2026-07-06,2026-07-06T00:00:00+00:00,no,0.76,1,0.24,954.18,14.0,0.078069,0.0778053,-0.0033777811935596152
KXDOGE15M-26JUL052300-00,DOGE,2026-07-06,2026-07-06T03:00:00+00:00,yes,0.71,1,0.29000000000000004,278.73,14.0,0.077553,0.0776438,0.001170812218740758
KXDOGE15M-26JUL060200-00,DOGE,2026-07-06,2026-07-06T06:00:00+00:00,no,0.69,1,0.31000000000000005,700.94,13.0,0.07667,0.0765741,-0.0012508151819485586
KXDOGE15M-26JUL060500-00,DOGE,2026-07-06,2026-07-06T09:00:00+00:00,yes,0.65,1,0.35,2118.65,12.0,0.076933,0.0769952,0.0008084957040541558
KXDOGE15M-26JUL060800-00,DOGE,2026-07-06,2026-07-06T12:00:00+00:00,no,0.71,1,0.29000000000000004,83.65,11.0,0.077311,0.0767808,-0.006858015030202796
KXDOGE15M-26JUL061100-00,DOGE,2026-07-06,2026-07-06T15:00:00+00:00,no,0.76,0,-0.76,194.31,10.0,0.075461,0.0754997,0.0005128476961609655
KXDOGE15M-26JUL062000-00,DOGE,2026-07-07,2026-07-07T00:00:00+00:00,no,0.6699999999999999,1,0.33000000000000007,649.38,12.0,0.076682,0.076595,-0.0011345556975561897
KXDOGE15M-26JUL062300-00,DOGE,2026-07-07,2026-07-07T03:00:00+00:00,no,0.65,1,0.35,554.63,12.0,0.075503,0.0752777,-0.0029839873912294573
KXDOGE15M-26JUL070500-00,DOGE,2026-07-07,2026-07-07T09:00:00+00:00,no,0.6599999999999999,0,-0.6599999999999999,223.98,12.0,0.074782,0.0748103,0.00037843331282922353
KXDOGE15M-26JUL071100-00,DOGE,2026-07-07,2026-07-07T15:00:00+00:00,yes,0.72,1,0.28,233.48,13.0,0.074116,0.0748086,0.009344810837066241
KXDOGE15M-26JUL071400-00,DOGE,2026-07-07,2026-07-07T18:00:00+00:00,no,0.6699999999999999,1,0.33000000000000007,71.35,13.0,0.075447,0.0753925,-0.0007223613927657693
KXDOGE15M-26JUL071700-00,DOGE,2026-07-07,2026-07-07T21:00:00+00:00,no,0.6699999999999999,0,-0.6699999999999999,123.77,11.0,0.074305,0.0743203,0.00020590808155588117
KXDOGE15M-26JUL072300-00,DOGE,2026-07-08,2026-07-08T03:00:00+00:00,yes,0.7,1,0.30000000000000004,694.27,14.0,0.072848,0.0728799,0.0004378980891719934
KXDOGE15M-26JUL080200-00,DOGE,2026-07-08,2026-07-08T06:00:00+00:00,no,0.71,0,-0.71,671.06,13.0,0.07246,0.0724732,0.00018216947281265354
KXDOGE15M-26JUL080500-00,DOGE,2026-07-08,2026-07-08T09:00:00+00:00,yes,0.71,1,0.29000000000000004,230.99,14.0,0.071226,0.0712497,0.0003327436610226813
KXDOGE15M-26JUL081100-00,DOGE,2026-07-08,2026-07-08T15:00:00+00:00,no,0.72,0,-0.72,229.53,12.0,0.071733,0.0718027,0.0009716587902359023
KXDOGE15M-26JUL081400-00,DOGE,2026-07-08,2026-07-08T18:00:00+00:00,no,0.73,1,0.27,237.11,11.0,0.072652,0.072461,-0.0026289709849693986
KXDOGE15M-26JUL082000-00,DOGE,2026-07-09,2026-07-09T00:00:00+00:00,no,0.65,0,-0.65,1785.31,13.0,0.072245,0.0723545,0.00151567582531661
KXDOGE15M-26JUL082300-00,DOGE,2026-07-09,2026-07-09T03:00:00+00:00,no,0.6799999999999999,0,-0.6799999999999999,705.73,11.0,0.072126,0.0721381,0.00016776197210438676
KXDOGE15M-26JUL090200-00,DOGE,2026-07-09,2026-07-09T06:00:00+00:00,yes,0.72,1,0.28,358.14,13.0,0.072558,0.0727342,0.0024284021059015047
KXDOGE15M-26JUL090800-00,DOGE,2026-07-09,2026-07-09T12:00:00+00:00,yes,0.79,1,0.20999999999999996,2924.6,10.0,0.072279,0.0724424,0.002260684292809917
KXDOGE15M-26JUL091100-00,DOGE,2026-07-09,2026-07-09T15:00:00+00:00,yes,0.74,1,0.26,731.18,13.0,0.072557,0.0726289,0.0009909450500985397
KXDOGE15M-26JUL091400-00,DOGE,2026-07-09,2026-07-09T18:00:00+00:00,no,0.75,1,0.25,128.25,10.0,0.073018,0.0728861,-0.0018064039004081767
KXDOGE15M-26JUL091700-00,DOGE,2026-07-09,2026-07-09T21:00:00+00:00,no,0.71,1,0.29000000000000004,281.68,14.0,0.073283,0.0732431,-0.0005444646098003014
KXDOGE15M-26JUL092000-00,DOGE,2026-07-10,2026-07-10T00:00:00+00:00,no,0.69,0,-0.69,483.53,12.0,0.072854,0.0728593,7.274823619842081e-05
KXDOGE15M-26JUL092300-00,DOGE,2026-07-10,2026-07-10T03:00:00+00:00,yes,0.69,1,0.31000000000000005,599.92,12.0,0.073891,0.0740261,0.0018283688135226092
KXDOGE15M-26JUL100500-00,DOGE,2026-07-10,2026-07-10T09:00:00+00:00,no,0.69,1,0.31000000000000005,312.5,12.0,0.074248,0.0742047,-0.0005831806917357521
KXDOGE15M-26JUL100800-00,DOGE,2026-07-10,2026-07-10T12:00:00+00:00,yes,0.66,1,0.33999999999999997,123.02,14.0,0.074178,0.0742869,0.0014680902693522202
KXDOGE15M-26JUL101100-00,DOGE,2026-07-10,2026-07-10T15:00:00+00:00,yes,0.65,0,-0.65,290.02,10.0,0.073934,0.0738215,-0.0015216273974085195
KXDOGE15M-26JUL101400-00,DOGE,2026-07-10,2026-07-10T18:00:00+00:00,yes,0.72,0,-0.72,265.43,10.0,0.073886,0.0738374,-0.0006577700782285666
KXDOGE15M-26JUL101700-00,DOGE,2026-07-10,2026-07-10T21:00:00+00:00,no,0.6599999999999999,1,0.3400000000000001,754.39,14.0,0.074217,0.0741434,-0.000991686540819583
KXDOGE15M-26JUL102000-00,DOGE,2026-07-11,2026-07-11T00:00:00+00:00,yes,0.65,1,0.35,61.6,14.0,0.074043,0.0740684,0.0003430439069190707
KXDOGE15M-26JUL102300-00,DOGE,2026-07-11,2026-07-11T03:00:00+00:00,no,0.6599999999999999,1,0.3400000000000001,622.5,8.0,0.074196,0.0741931,-3.908566499541923e-05
KXDOGE15M-26JUL110200-00,DOGE,2026-07-11,2026-07-11T06:00:00+00:00,no,0.6599999999999999,0,-0.6599999999999999,931.38,11.0,0.074359,0.0743973,0.0005150687879073817
KXDOGE15M-26JUL110500-00,DOGE,2026-07-11,2026-07-11T09:00:00+00:00,no,0.79,0,-0.79,117.99,9.0,0.074181,0.0741817,9.436378587593201e-06
KXDOGE15M-26JUL111100-00,DOGE,2026-07-11,2026-07-11T15:00:00+00:00,no,0.7,1,0.30000000000000004,364.15,14.0,0.075208,0.0751534,-0.0007259865971705387
KXDOGE15M-26JUL111400-00,DOGE,2026-07-11,2026-07-11T18:00:00+00:00,no,0.6799999999999999,1,0.32000000000000006,204.99,12.0,0.075167,0.0750702,-0.0012877991671876503
KXDOGE15M-26JUL111700-00,DOGE,2026-07-11,2026-07-11T21:00:00+00:00,no,0.6699999999999999,1,0.33000000000000007,361.99,12.0,0.075252,0.0751282,-0.0016451389996278286
KXDOGE15M-26JUL112000-00,DOGE,2026-07-12,2026-07-12T00:00:00+00:00,yes,0.72,0,-0.72,550.9,14.0,0.073409,0.0732116,-0.0026890435777629494
KXDOGE15M-26JUL120500-00,DOGE,2026-07-12,2026-07-12T09:00:00+00:00,no,0.7,0,-0.7,268.8,12.0,0.072957,0.0729824,0.0003481502803022157
KXDOGE15M-26JUL120800-00,DOGE,2026-07-12,2026-07-12T12:00:00+00:00,yes,0.74,1,0.26,382.23,14.0,0.073122,0.0732179,0.0013115067968599871
KXDOGE15M-26JUL121400-00,DOGE,2026-07-12,2026-07-12T18:00:00+00:00,no,0.7,1,0.30000000000000004,310.42,14.0,0.073593,0.0733735,-0.002982620629679607
KXDOGE15M-26JUL121700-00,DOGE,2026-07-12,2026-07-12T21:00:00+00:00,no,0.75,1,0.25,788.21,13.0,0.073537,0.0733975,-0.0018970042291635602
KXDOGE15M-26JUL122000-00,DOGE,2026-07-13,2026-07-13T00:00:00+00:00,no,0.6699999999999999,0,-0.6699999999999999,540.96,13.0,0.072679,0.0726819,3.990148461041188e-05
KXDOGE15M-26JUL122300-00,DOGE,2026-07-13,2026-07-13T03:00:00+00:00,yes,0.65,0,-0.65,574.2,10.0,0.072763,0.072737,-0.0003573244643568606
KXDOGE15M-26JUL130200-00,DOGE,2026-07-13,2026-07-13T06:00:00+00:00,no,0.65,1,0.35,518.0,11.0,0.072324,0.0722505,-0.001016260162601683
KXDOGE15M-26JUL130500-00,DOGE,2026-07-13,2026-07-13T09:00:00+00:00,yes,0.68,1,0.31999999999999995,129.34,11.0,0.072449,0.0725032,0.0007481124653204909
KXDOGE15M-26JUL130800-00,DOGE,2026-07-13,2026-07-13T12:00:00+00:00,yes,0.72,0,-0.72,235.89,13.0,0.07226,0.0722345,-0.00035289233324123473
KXDOGE15M-26JUL131100-00,DOGE,2026-07-13,2026-07-13T15:00:00+00:00,yes,0.71,1,0.29000000000000004,227.47,11.0,0.072312,0.0724702,0.0021877420068591273
KXDOGE15M-26JUL131400-00,DOGE,2026-07-13,2026-07-13T18:00:00+00:00,no,0.7,1,0.30000000000000004,282.79,13.0,0.071396,0.0709742,-0.005907893999663846
KXDOGE15M-26JUL131700-00,DOGE,2026-07-13,2026-07-13T21:00:00+00:00,no,0.65,0,-0.65,387.84,14.0,0.07167,0.0717154,0.0006334589088879726
KXDOGE15M-26JUL132000-00,DOGE,2026-07-14,2026-07-14T00:00:00+00:00,yes,0.68,1,0.31999999999999995,1373.66,14.0,0.071625,0.0718714,0.0034401396160559546
KXDOGE15M-26JUL132300-00,DOGE,2026-07-14,2026-07-14T03:00:00+00:00,no,0.65,1,0.35,877.32,11.0,0.071937,0.0717474,-0.0026356395179114797
KXDOGE15M-26JUL140200-00,DOGE,2026-07-14,2026-07-14T06:00:00+00:00,yes,0.66,1,0.33999999999999997,446.41,8.0,0.072184,0.0722679,0.0011623074365510067
KXDOGE15M-26JUL140500-00,DOGE,2026-07-14,2026-07-14T09:00:00+00:00,no,0.6799999999999999,1,0.32000000000000006,759.61,12.0,0.072181,0.0720389,-0.001968662113298406
KXDOGE15M-26JUL140800-00,DOGE,2026-07-14,2026-07-14T12:00:00+00:00,no,0.6699999999999999,1,0.33000000000000007,451.75,10.0,0.072199,0.0721873,-0.0001620521059848942
KXDOGE15M-26JUL141100-00,DOGE,2026-07-14,2026-07-14T15:00:00+00:00,yes,0.66,1,0.33999999999999997,123.19,9.0,0.074005,0.0744216,0.005629349368285968
KXDOGE15M-26JUL141400-00,DOGE,2026-07-14,2026-07-14T18:00:00+00:00,no,0.65,0,-0.65,267.52,13.0,0.074408,0.074522,0.00153209332329861
KXDOGE15M-26JUL141700-00,DOGE,2026-07-14,2026-07-14T21:00:00+00:00,yes,0.74,1,0.26,263.08,13.0,0.074038,0.0740752,0.0005024446905641325
KXDOGE15M-26JUL142000-00,DOGE,2026-07-15,2026-07-15T00:00:00+00:00,yes,0.73,1,0.27,1463.81,14.0,0.074334,0.0743745,0.0005448381628864163
KXDOGE15M-26JUL142300-00,DOGE,2026-07-15,2026-07-15T03:00:00+00:00,no,0.75,1,0.25,390.39,9.0,0.073733,0.0736949,-0.0005167292799697981
KXDOGE15M-26JUL150200-00,DOGE,2026-07-15,2026-07-15T06:00:00+00:00,yes,0.65,1,0.35,819.6,11.0,0.073995,0.0743835,0.005250354753699574
KXDOGE15M-26JUL150500-00,DOGE,2026-07-15,2026-07-15T09:00:00+00:00,no,0.78,1,0.21999999999999997,857.42,11.0,0.074188,0.0741482,-0.0005364749016014247
KXDOGE15M-26JUL150800-00,DOGE,2026-07-15,2026-07-15T12:00:00+00:00,yes,0.71,1,0.29000000000000004,3376.77,8.0,0.073754,0.0738212,0.0009111370230767601
KXDOGE15M-26JUL151100-00,DOGE,2026-07-15,2026-07-15T15:00:00+00:00,yes,0.66,1,0.33999999999999997,549.0,8.0,0.074738,0.0748618,0.0016564532098799437
KXDOGE15M-26JUL151400-00,DOGE,2026-07-15,2026-07-15T18:00:00+00:00,yes,0.67,1,0.32999999999999996,710.41,11.0,0.074031,0.074199,0.0022693196093528586
KXDOGE15M-26JUL151700-00,DOGE,2026-07-15,2026-07-15T21:00:00+00:00,no,0.6599999999999999,1,0.3400000000000001,805.99,14.0,0.074036,0.0740243,-0.0001580312280512639
KXDOGE15M-26JUL152000-00,DOGE,2026-07-16,2026-07-16T00:00:00+00:00,yes,0.74,1,0.26,1371.08,8.0,0.073969,0.0740471,0.0010558477199909624
KXDOGE15M-26JUL152300-00,DOGE,2026-07-16,2026-07-16T03:00:00+00:00,yes,0.65,1,0.35,276.72,14.0,0.07414,0.0743257,0.002504720798489304
KXDOGE15M-26JUL160200-00,DOGE,2026-07-16,2026-07-16T06:00:00+00:00,no,0.6699999999999999,1,0.33000000000000007,670.05,10.0,0.074202,0.0741707,-0.000421821514244872
KXDOGE15M-26JUL160800-00,DOGE,2026-07-16,2026-07-16T12:00:00+00:00,yes,0.66,1,0.33999999999999997,286.74,11.0,0.073185,0.0732279,0.0005861856937896904
KXDOGE15M-26JUL161100-00,DOGE,2026-07-16,2026-07-16T15:00:00+00:00,no,0.74,1,0.26,1108.64,9.0,0.073682,0.073522,-0.00217149371623997
KXDOGE15M-26JUL161400-00,DOGE,2026-07-16,2026-07-16T18:00:00+00:00,no,0.75,1,0.25,605.85,8.0,0.073293,0.073147,-0.00199200469349042
KXDOGE15M-26JUL161700-00,DOGE,2026-07-16,2026-07-16T21:00:00+00:00,no,0.6799999999999999,1,0.32000000000000006,998.85,13.0,0.073145,0.0730439,-0.0013821860687676087
KXDOGE15M-26JUL162000-00,DOGE,2026-07-17,2026-07-17T00:00:00+00:00,yes,0.79,1,0.20999999999999996,1419.43,9.0,0.072285,0.0723615,0.0010583108528739466
KXDOGE15M-26JUL162300-00,DOGE,2026-07-17,2026-07-17T03:00:00+00:00,no,0.65,0,-0.65,545.15,11.0,0.071948,0.0720423,0.0013106688163674529
KXDOGE15M-26JUL170500-00,DOGE,2026-07-17,2026-07-17T09:00:00+00:00,yes,0.65,1,0.35,118.42,14.0,0.071335,0.0714338,0.0013850143688232985
KXDOGE15M-26JUL170800-00,DOGE,2026-07-17,2026-07-17T12:00:00+00:00,no,0.6599999999999999,1,0.3400000000000001,454.48,8.0,0.072002,0.0719786,-0.00032499097247288785
KXDOGE15M-26JUL171100-00,DOGE,2026-07-17,2026-07-17T15:00:00+00:00,no,0.73,1,0.27,364.54,13.0,0.071901,0.0718861,-0.00020722938484877992
KXDOGE15M-26JUL171400-00,DOGE,2026-07-17,2026-07-17T18:00:00+00:00,yes,0.69,0,-0.69,751.3,12.0,0.072541,0.0725338,-9.925421485778904e-05
KXDOGE15M-26JUL171700-00,DOGE,2026-07-17,2026-07-17T21:00:00+00:00,yes,0.74,1,0.26,1730.63,14.0,0.072362,0.0726443,0.0039012188717835222
KXDOGE15M-26JUL180200-00,DOGE,2026-07-18,2026-07-18T06:00:00+00:00,yes,0.79,0,-0.79,1222.49,13.0,0.072385,0.0721886,-0.0027132693237549126
KXDOGE15M-26JUL180800-00,DOGE,2026-07-18,2026-07-18T12:00:00+00:00,yes,0.7,1,0.30000000000000004,1517.49,9.0,0.072179,0.0722239,0.0006220645894235234
KXDOGE15M-26JUL181100-00,DOGE,2026-07-18,2026-07-18T15:00:00+00:00,yes,0.75,1,0.25,485.66,10.0,0.072229,0.0722371,0.00011214332193436152
KXDOGE15M-26JUL181400-00,DOGE,2026-07-18,2026-07-18T18:00:00+00:00,yes,0.67,1,0.32999999999999996,1294.98,14.0,0.072328,0.0723725,0.0006152527375290741
KXDOGE15M-26JUL181700-00,DOGE,2026-07-18,2026-07-18T21:00:00+00:00,no,0.7,0,-0.7,992.38,8.0,0.072347,0.0723828,0.0004948373809557065
KXDOGE15M-26JUL182300-00,DOGE,2026-07-19,2026-07-19T03:00:00+00:00,no,0.6599999999999999,1,0.3400000000000001,502.28,13.0,0.072644,0.0725913,-0.000725455646715527
KXDOGE15M-26JUL190200-00,DOGE,2026-07-19,2026-07-19T06:00:00+00:00,yes,0.72,1,0.28,778.65,14.0,0.072305,0.0723103,7.33006016181419e-05
KXDOGE15M-26JUL190800-00,DOGE,2026-07-19,2026-07-19T12:00:00+00:00,no,0.77,1,0.22999999999999998,1124.18,10.0,0.072563,0.072462,-0.0013918939404380176
KXDOGE15M-26JUL191100-00,DOGE,2026-07-19,2026-07-19T15:00:00+00:00,yes,0.67,1,0.32999999999999996,845.72,14.0,0.072539,0.0725837,0.0006162202401466072
KXDOGE15M-26JUL191400-00,DOGE,2026-07-19,2026-07-19T18:00:00+00:00,no,0.74,1,0.26,459.0,8.0,0.072288,0.0722209,-0.0009282315183709673
KXDOGE15M-26JUL192000-00,DOGE,2026-07-20,2026-07-20T00:00:00+00:00,no,0.6599999999999999,0,-0.6599999999999999,659.8,13.0,0.072296,0.072387,0.0012587141750582016
KXDOGE15M-26JUL192300-00,DOGE,2026-07-20,2026-07-20T03:00:00+00:00,yes,0.7,1,0.30000000000000004,2277.06,12.0,0.072551,0.0726468,0.0013204504417581166
KXDOGE15M-26JUL200200-00,DOGE,2026-07-20,2026-07-20T06:00:00+00:00,no,0.72,1,0.28,182.82,14.0,0.07184,0.0716684,-0.0023886414253898643
KXDOGE15M-26JUL200500-00,DOGE,2026-07-20,2026-07-20T09:00:00+00:00,yes,0.67,1,0.32999999999999996,372.71,13.0,0.071593,0.0717238,0.0018269942592152913
KXDOGE15M-26JUL200800-00,DOGE,2026-07-20,2026-07-20T12:00:00+00:00,yes,0.77,1,0.22999999999999998,153.65,12.0,0.072659,0.0728302,0.0023562118939153627
KXDOGE15M-26JUL201100-00,DOGE,2026-07-20,2026-07-20T15:00:00+00:00,yes,0.76,0,-0.76,890.08,13.0,0.072316,0.0722593,-0.0007840588528127488
KXDOGE15M-26JUL201400-00,DOGE,2026-07-20,2026-07-20T18:00:00+00:00,yes,0.7,1,0.30000000000000004,466.46,14.0,0.072791,0.0730347,0.0033479413663777043
KXDOGE15M-26JUL201700-00,DOGE,2026-07-20,2026-07-20T21:00:00+00:00,yes,0.65,1,0.35,275.48,13.0,0.072061,0.0721293,0.0009478081070203489
KXDOGE15M-26JUL202000-00,DOGE,2026-07-21,2026-07-21T00:00:00+00:00,no,0.6599999999999999,0,-0.6599999999999999,916.83,10.0,0.072136,0.0721413,7.347233004324816e-05
KXDOGE15M-26JUL202300-00,DOGE,2026-07-21,2026-07-21T03:00:00+00:00,no,0.78,0,-0.78,1057.48,12.0,0.07238,0.0724777,0.0013498203923736683
KXDOGE15M-26JUL210200-00,DOGE,2026-07-21,2026-07-21T06:00:00+00:00,yes,0.71,1,0.29000000000000004,915.68,13.0,0.072777,0.0729111,0.0018426151119173915
KXDOGE15M-26JUL210500-00,DOGE,2026-07-21,2026-07-21T09:00:00+00:00,yes,0.77,0,-0.77,1062.2,12.0,0.073531,0.0735097,-0.00028967374304717566
KXDOGE15M-26JUL210800-00,DOGE,2026-07-21,2026-07-21T12:00:00+00:00,yes,0.67,1,0.32999999999999996,1104.57,14.0,0.073591,0.0735999,0.00012093870174331436
KXDOGE15M-26JUL211400-00,DOGE,2026-07-21,2026-07-21T18:00:00+00:00,no,0.73,1,0.27,777.4,9.0,0.073361,0.0732319,-0.0017597906244461378
KXDOGE15M-26JUL211700-00,DOGE,2026-07-21,2026-07-21T21:00:00+00:00,no,0.76,1,0.24,495.07,10.0,0.073524,0.0734976,-0.00035906642728918104
KXDOGE15M-26JUL212000-00,DOGE,2026-07-22,2026-07-22T00:00:00+00:00,yes,0.74,1,0.26,997.75,12.0,0.0732,0.0733245,0.001700819672131142
KXDOGE15M-26JUL212300-00,DOGE,2026-07-22,2026-07-22T03:00:00+00:00,yes,0.76,0,-0.76,5616.6,13.0,0.073506,0.0733981,-0.0014679073817104452
KXDOGE15M-26JUL220200-00,DOGE,2026-07-22,2026-07-22T06:00:00+00:00,no,0.6699999999999999,1,0.33000000000000007,1298.58,11.0,0.072559,0.0724711,-0.0012114279413994386
KXDOGE15M-26JUL220500-00,DOGE,2026-07-22,2026-07-22T09:00:00+00:00,yes,0.7,1,0.30000000000000004,218.1,14.0,0.072394,0.0724766,0.0011409785341326922
KXDOGE15M-26JUL220800-00,DOGE,2026-07-22,2026-07-22T12:00:00+00:00,yes,0.78,1,0.21999999999999997,939.99,9.0,0.072537,0.0726145,0.0010684202544907321
KXDOGE15M-26JUL221400-00,DOGE,2026-07-22,2026-07-22T18:00:00+00:00,no,0.72,1,0.28,293.49,10.0,0.073339,0.0731528,-0.002538894721771465
KXDOGE15M-26JUL221700-00,DOGE,2026-07-22,2026-07-22T21:00:00+00:00,no,0.6699999999999999,1,0.33000000000000007,175.49,14.0,0.072645,0.072601,-0.0006056851813614477
KXDOGE15M-26JUL222000-00,DOGE,2026-07-23,2026-07-23T00:00:00+00:00,yes,0.66,1,0.33999999999999997,723.06,14.0,0.072802,0.0729816,0.0024669651932637576
KXDOGE15M-26JUL222300-00,DOGE,2026-07-23,2026-07-23T03:00:00+00:00,yes,0.7,0,-0.7,2247.34,14.0,0.072668,0.0726658,-3.027467385911094e-05
KXDOGE15M-26JUL230200-00,DOGE,2026-07-23,2026-07-23T06:00:00+00:00,no,0.69,1,0.31000000000000005,1166.92,11.0,0.072546,0.0724487,-0.0013412179858296063
KXDOGE15M-26JUL230800-00,DOGE,2026-07-23,2026-07-23T12:00:00+00:00,yes,0.68,1,0.31999999999999995,282.91,14.0,0.072351,0.0723582,9.951486503294874e-05
KXDOGE15M-26JUL231100-00,DOGE,2026-07-23,2026-07-23T15:00:00+00:00,no,0.6799999999999999,1,0.32000000000000006,800.99,13.0,0.070429,0.0701957,-0.0033125559073677847
KXDOGE15M-26JUL231700-00,DOGE,2026-07-23,2026-07-23T21:00:00+00:00,yes,0.71,1,0.29000000000000004,423.07,10.0,0.069553,0.0696227,0.0010021134961826518
KXDOGE15M-26JUL240200-00,DOGE,2026-07-24,2026-07-24T06:00:00+00:00,yes,0.65,1,0.35,1393.93,12.0,0.069155,0.0691622,0.00010411394693079133
KXDOGE15M-26JUL240800-00,DOGE,2026-07-24,2026-07-24T12:00:00+00:00,no,0.6799999999999999,0,-0.6799999999999999,1806.42,9.0,0.069374,0.0694436,0.001003257704615405
KXDOGE15M-26JUL241100-00,DOGE,2026-07-24,2026-07-24T15:00:00+00:00,no,0.6599999999999999,0,-0.6599999999999999,192.51,14.0,0.068366,0.0688184,0.006617324401018132
KXDOGE15M-26JUL241700-00,DOGE,2026-07-24,2026-07-24T21:00:00+00:00,no,0.74,1,0.26,1312.16,13.0,0.069246,0.0691246,-0.0017531698581868644
KXDOGE15M-26JUL242000-00,DOGE,2026-07-25,2026-07-25T00:00:00+00:00,yes,0.77,0,-0.77,592.22,8.0,0.069516,0.0695028,-0.00018988434317266525
KXDOGE15M-26JUL250800-00,DOGE,2026-07-25,2026-07-25T12:00:00+00:00,yes,0.75,1,0.25,505.89,9.0,0.069312,0.0693563,0.0006391389658356002
KXDOGE15M-26JUL251400-00,DOGE,2026-07-25,2026-07-25T18:00:00+00:00,yes,0.67,1,0.32999999999999996,1026.68,14.0,0.073158,0.0731923,0.0004688482462615298
KXDOGE15M-26JUL252300-00,DOGE,2026-07-26,2026-07-26T03:00:00+00:00,yes,0.74,0,-0.74,1020.88,12.0,0.072457,0.0724018,-0.0007618311550297608
KXDOGE15M-26JUL260500-00,DOGE,2026-07-26,2026-07-26T09:00:00+00:00,no,0.65,1,0.35,190.88,10.0,0.073415,0.0733877,-0.0003718586120001907
KXDOGE15M-26JUL261400-00,DOGE,2026-07-26,2026-07-26T18:00:00+00:00,yes,0.69,0,-0.69,1976.23,8.0,0.073128,0.0730613,-0.0009120993326769892
KXDOGE15M-26JUL262300-00,DOGE,2026-07-27,2026-07-27T03:00:00+00:00,no,0.79,1,0.20999999999999996,2307.14,11.0,0.072719,0.0725524,-0.0022910106024560685
KXDOGE15M-26JUL270200-00,DOGE,2026-07-27,2026-07-27T06:00:00+00:00,no,0.65,0,-0.65,1293.47,14.0,0.07272,0.0729268,0.002843784378437749
KXDOGE15M-26JUL270800-00,DOGE,2026-07-27,2026-07-27T12:00:00+00:00,no,0.6799999999999999,1,0.32000000000000006,1721.53,12.0,0.072649,0.0725285,-0.0016586601329682375
KXDOGE15M-26JUL271100-00,DOGE,2026-07-27,2026-07-27T15:00:00+00:00,yes,0.68,1,0.31999999999999995,1071.3,13.0,0.070974,0.0713384,0.005134274523064797
KXDOGE15M-26JUL272000-00,DOGE,2026-07-28,2026-07-28T00:00:00+00:00,yes,0.65,1,0.35,344.94,14.0,0.070331,0.0703522,0.00030143180105499703
KXDOGE15M-26JUL272300-00,DOGE,2026-07-28,2026-07-28T03:00:00+00:00,yes,0.68,1,0.31999999999999995,1805.83,9.0,0.070061,0.070141,0.0011418620916058399
KXDOGE15M-26JUL282000-00,DOGE,2026-07-29,2026-07-29T00:00:00+00:00,yes,0.67,1,0.32999999999999996,549.06,13.0,0.070513,0.0707876,0.003894317359919445
KXDOGE15M-26JUL290800-00,DOGE,2026-07-29,2026-07-29T12:00:00+00:00,yes,0.7,1,0.30000000000000004,316.53,13.0,0.070358,0.0704999,0.0020168282213820794
