coin,wkey,day,minute,px,vol,frac_long,maker_yes,won,edge
BTC,26JUL291945,2026-07-29,2,0.84,0.0,0.0,False,1,0.16000000000000003
BTC,26JUL292000,2026-07-30,2,0.71,13.24,0.0,False,1,0.29000000000000004
BTC,26JUL292315,2026-07-30,2,0.944,655.89,0.0,False,1,0.05600000000000005
BTC,26JUL300045,2026-07-30,2,0.83,0.77,0.0,False,1,0.17000000000000004
BTC,26JUL300100,2026-07-30,2,0.73,0.0,0.0,False,1,0.27
BTC,26JUL300115,2026-07-30,2,0.947,190484.20999999993,0.5375961083598477,False,1,0.05300000000000005
BTC,26JUL300200,2026-07-30,2,0.949,7142.790000000001,0.6890626771891655,False,1,0.051000000000000045
BTC,26JUL300215,2026-07-30,2,0.6599999999999999,6.72,0.0,False,1,0.3400000000000001
BTC,26JUL300230,2026-07-30,2,0.81,0.0,0.0,True,1,0.18999999999999995
BTC,26JUL300245,2026-07-30,2,0.913,245.6,0.0,False,1,0.08699999999999997
BTC,26JUL300515,2026-07-30,8,0.62,17.0,0.0,False,0,-0.62
BTC,26JUL300515,2026-07-30,7,0.56,10722.069999999998,0.7762540255752857,True,1,0.43999999999999995
BTC,26JUL300515,2026-07-30,6,0.66,44933.40999999999,0.6349847474295853,True,1,0.33999999999999997
BTC,26JUL300730,2026-07-30,2,0.944,1011.03,0.0,False,1,0.05600000000000005
BTC,26JUL300830,2026-07-30,3,0.86,143.07,0.0,False,1,0.14
BTC,26JUL300830,2026-07-30,2,0.87,15519.279999999999,0.23523449541473573,False,1,0.13
BTC,26JUL300845,2026-07-30,2,0.61,2032.89,0.0,False,1,0.39
BTC,26JUL300930,2026-07-30,2,0.62,0.0,0.0,True,0,-0.62
BTC,26JUL300945,2026-07-30,2,0.78,1662.9600000000003,0.0,True,1,0.21999999999999997
BTC,26JUL301000,2026-07-30,3,0.8,1220.75,0.0,True,1,0.19999999999999996
BTC,26JUL301000,2026-07-30,2,0.89,6281.750000000001,0.36084530584630065,True,1,0.10999999999999999
BTC,26JUL301030,2026-07-30,2,0.934,15175.36,0.0,True,1,0.06599999999999995
BTC,26JUL301045,2026-07-30,2,0.84,201.20999999999998,0.0,True,1,0.16000000000000003
BTC,26JUL301115,2026-07-30,2,0.58,0.0,0.0,True,1,0.42000000000000004
BTC,26JUL301145,2026-07-30,2,0.8,6.08,0.0,True,1,0.19999999999999996
BTC,26JUL301315,2026-07-30,2,0.901,30.0,0.0,False,1,0.09899999999999998
BTC,26JUL301415,2026-07-30,2,0.948,9973.580000000002,0.8675891705886953,False,1,0.052000000000000046
BTC,26JUL301430,2026-07-30,2,0.6799999999999999,0.0,0.0,False,1,0.32000000000000006
BTC,26JUL301615,2026-07-30,2,0.8200000000000001,115.65,0.0,False,1,0.17999999999999994
BTC,26JUL301630,2026-07-30,2,0.945,0.0,0.0,True,1,0.05500000000000005
