ticker,coin,date,side,bid,ask,won,vol,ml
KXDOGE15M-26JUN162000-00,DOGE,2026-06-17,no,0.6599999999999999,0.71,1,215.82,14.0
KXDOGE15M-26JUN162300-00,DOGE,2026-06-17,no,0.7,0.74,0,528.36,8.0
KXDOGE15M-26JUN170200-00,DOGE,2026-06-17,no,0.7,0.75,1,1260.44,12.0
KXDOGE15M-26JUN170800-00,DOGE,2026-06-17,yes,0.66,0.69,0,65.75,14.0
KXDOGE15M-26JUN171100-00,DOGE,2026-06-17,no,0.78,0.8200000000000001,1,572.38,10.0
KXDOGE15M-26JUN171400-00,DOGE,2026-06-17,yes,0.66,0.7,1,126.74,14.0
KXDOGE15M-26JUN171700-00,DOGE,2026-06-17,yes,0.73,0.77,1,210.5,12.0
KXDOGE15M-26JUN172300-00,DOGE,2026-06-18,no,0.6599999999999999,0.6699999999999999,0,140.95,14.0
KXDOGE15M-26JUN180200-00,DOGE,2026-06-18,no,0.6599999999999999,0.69,1,452.5,12.0
KXDOGE15M-26JUN180800-00,DOGE,2026-06-18,yes,0.69,0.73,1,9.78,14.0
KXDOGE15M-26JUN181100-00,DOGE,2026-06-18,yes,0.71,0.74,0,294.07,14.0
KXDOGE15M-26JUN181400-00,DOGE,2026-06-18,yes,0.68,0.69,0,186.29,9.0
KXDOGE15M-26JUN181700-00,DOGE,2026-06-18,no,0.71,0.74,0,147.67,12.0
KXDOGE15M-26JUN182000-00,DOGE,2026-06-19,no,0.69,0.72,0,158.02,13.0
KXDOGE15M-26JUN182300-00,DOGE,2026-06-19,no,0.65,0.7,0,210.6,12.0
KXDOGE15M-26JUN190200-00,DOGE,2026-06-19,yes,0.76,0.8,1,211.2,11.0
KXDOGE15M-26JUN190800-00,DOGE,2026-06-19,yes,0.66,0.69,0,633.24,13.0
KXDOGE15M-26JUN191100-00,DOGE,2026-06-19,no,0.73,0.77,1,411.11,8.0
KXDOGE15M-26JUN191400-00,DOGE,2026-06-19,no,0.6599999999999999,0.6799999999999999,0,201.36,13.0
KXDOGE15M-26JUN192000-00,DOGE,2026-06-20,no,0.6599999999999999,0.7,0,212.64,12.0
KXDOGE15M-26JUN192300-00,DOGE,2026-06-20,yes,0.72,0.75,0,403.31,12.0
KXDOGE15M-26JUN200200-00,DOGE,2026-06-20,no,0.6599999999999999,0.7,0,879.53,12.0
KXDOGE15M-26JUN200800-00,DOGE,2026-06-20,no,0.6599999999999999,0.69,1,71.54,11.0
KXDOGE15M-26JUN201400-00,DOGE,2026-06-20,no,0.7,0.71,0,73.14,13.0
KXDOGE15M-26JUN201700-00,DOGE,2026-06-20,yes,0.72,0.76,1,436.28,14.0
KXDOGE15M-26JUN202000-00,DOGE,2026-06-21,no,0.73,0.77,1,220.4,13.0
KXDOGE15M-26JUN202300-00,DOGE,2026-06-21,yes,0.65,0.67,0,330.13,11.0
KXDOGE15M-26JUN210200-00,DOGE,2026-06-21,no,0.72,0.74,1,376.21,14.0
KXDOGE15M-26JUN210500-00,DOGE,2026-06-21,no,0.6799999999999999,0.7,0,194.01,14.0
KXDOGE15M-26JUN210800-00,DOGE,2026-06-21,yes,0.65,0.69,0,151.11,13.0
KXDOGE15M-26JUN211100-00,DOGE,2026-06-21,no,0.69,0.73,1,239.36,14.0
KXDOGE15M-26JUN211400-00,DOGE,2026-06-21,yes,0.73,0.76,1,410.83,13.0
KXDOGE15M-26JUN211700-00,DOGE,2026-06-21,no,0.74,0.75,1,1310.47,13.0
KXDOGE15M-26JUN212000-00,DOGE,2026-06-22,yes,0.7,0.72,1,588.38,12.0
KXDOGE15M-26JUN212300-00,DOGE,2026-06-22,no,0.6699999999999999,0.71,1,234.59,14.0
KXDOGE15M-26JUN220200-00,DOGE,2026-06-22,no,0.74,0.77,1,387.61,9.0
KXDOGE15M-26JUN220500-00,DOGE,2026-06-22,yes,0.71,0.72,0,249.43,14.0
KXDOGE15M-26JUN220800-00,DOGE,2026-06-22,yes,0.69,0.73,1,140.64,13.0
KXDOGE15M-26JUN221100-00,DOGE,2026-06-22,yes,0.7,0.74,1,666.97,13.0
KXDOGE15M-26JUN221400-00,DOGE,2026-06-22,yes,0.7,0.72,1,71.11,14.0
KXDOGE15M-26JUN221700-00,DOGE,2026-06-22,no,0.69,0.73,1,961.3,12.0
KXDOGE15M-26JUN222000-00,DOGE,2026-06-23,no,0.6599999999999999,0.71,0,914.75,12.0
KXDOGE15M-26JUN222300-00,DOGE,2026-06-23,yes,0.68,0.72,1,846.89,8.0
KXDOGE15M-26JUN230200-00,DOGE,2026-06-23,no,0.6699999999999999,0.71,0,2566.54,13.0
KXDOGE15M-26JUN230500-00,DOGE,2026-06-23,no,0.65,0.71,1,236.59,11.0
KXDOGE15M-26JUN230800-00,DOGE,2026-06-23,yes,0.75,0.77,1,261.36,14.0
KXDOGE15M-26JUN231100-00,DOGE,2026-06-23,no,0.7,0.72,1,348.33,13.0
KXDOGE15M-26JUN231400-00,DOGE,2026-06-23,no,0.65,0.7,1,378.87,12.0
KXDOGE15M-26JUN231700-00,DOGE,2026-06-23,no,0.6699999999999999,0.7,1,366.81,13.0
KXDOGE15M-26JUN232300-00,DOGE,2026-06-24,no,0.6799999999999999,0.72,1,225.42,11.0
KXDOGE15M-26JUN240200-00,DOGE,2026-06-24,no,0.6599999999999999,0.71,1,289.61,11.0
KXDOGE15M-26JUN240500-00,DOGE,2026-06-24,no,0.73,0.76,0,250.89,12.0
KXDOGE15M-26JUN241400-00,DOGE,2026-06-24,no,0.6599999999999999,0.7,1,706.6,13.0
KXDOGE15M-26JUN241700-00,DOGE,2026-06-24,yes,0.7,0.72,1,212.88,8.0
KXDOGE15M-26JUN242000-00,DOGE,2026-06-25,yes,0.74,0.77,1,331.06,14.0
KXDOGE15M-26JUN242300-00,DOGE,2026-06-25,no,0.6599999999999999,0.71,0,288.73,10.0
KXDOGE15M-26JUN250200-00,DOGE,2026-06-25,yes,0.65,0.67,1,466.33,10.0
KXDOGE15M-26JUN250800-00,DOGE,2026-06-25,no,0.73,0.75,1,221.1,12.0
KXDOGE15M-26JUN251400-00,DOGE,2026-06-25,no,0.7,0.74,0,184.05,13.0
KXDOGE15M-26JUN251700-00,DOGE,2026-06-25,no,0.6599999999999999,0.69,1,288.37,12.0
KXDOGE15M-26JUN252000-00,DOGE,2026-06-26,no,0.65,0.6799999999999999,1,98.55,14.0
KXDOGE15M-26JUN252300-00,DOGE,2026-06-26,no,0.6799999999999999,0.7,1,116.15,14.0
KXDOGE15M-26JUN260200-00,DOGE,2026-06-26,no,0.78,0.79,0,1154.17,14.0
KXDOGE15M-26JUN260800-00,DOGE,2026-06-26,no,0.71,0.74,1,827.21,8.0
KXDOGE15M-26JUN261100-00,DOGE,2026-06-26,yes,0.65,0.7,1,331.2,12.0
KXDOGE15M-26JUN261400-00,DOGE,2026-06-26,yes,0.66,0.7,1,400.35,12.0
KXDOGE15M-26JUN261700-00,DOGE,2026-06-26,yes,0.7,0.73,1,420.28,10.0
KXDOGE15M-26JUN262000-00,DOGE,2026-06-27,no,0.76,0.78,1,89.01,9.0
KXDOGE15M-26JUN262300-00,DOGE,2026-06-27,yes,0.66,0.69,0,286.99,12.0
KXDOGE15M-26JUN270200-00,DOGE,2026-06-27,yes,0.65,0.7,1,382.03,14.0
KXDOGE15M-26JUN270500-00,DOGE,2026-06-27,no,0.6699999999999999,0.7,0,621.04,12.0
KXDOGE15M-26JUN271100-00,DOGE,2026-06-27,yes,0.76,0.77,1,486.39,10.0
KXDOGE15M-26JUN271400-00,DOGE,2026-06-27,no,0.6599999999999999,0.7,1,262.23,14.0
KXDOGE15M-26JUN271700-00,DOGE,2026-06-27,yes,0.69,0.71,0,272.65,13.0
KXDOGE15M-26JUN272000-00,DOGE,2026-06-28,no,0.7,0.71,1,196.15,12.0
KXDOGE15M-26JUN272300-00,DOGE,2026-06-28,yes,0.78,0.79,1,1169.09,9.0
KXDOGE15M-26JUN280200-00,DOGE,2026-06-28,yes,0.72,0.75,1,977.5,11.0
KXDOGE15M-26JUN280500-00,DOGE,2026-06-28,no,0.6799999999999999,0.69,1,186.74,12.0
KXDOGE15M-26JUN281100-00,DOGE,2026-06-28,no,0.7,0.71,1,806.12,13.0
KXDOGE15M-26JUN281700-00,DOGE,2026-06-28,yes,0.73,0.74,0,639.4,12.0
KXDOGE15M-26JUN282000-00,DOGE,2026-06-29,yes,0.69,0.72,0,659.22,13.0
KXDOGE15M-26JUN290500-00,DOGE,2026-06-29,yes,0.77,0.81,1,80.34,11.0
KXDOGE15M-26JUN290800-00,DOGE,2026-06-29,yes,0.71,0.72,1,295.04,13.0
KXDOGE15M-26JUN291100-00,DOGE,2026-06-29,no,0.73,0.74,0,165.1,12.0
KXDOGE15M-26JUN291400-00,DOGE,2026-06-29,yes,0.67,0.72,0,506.67,13.0
KXDOGE15M-26JUN291700-00,DOGE,2026-06-29,yes,0.69,0.7,0,809.61,10.0
KXDOGE15M-26JUN292000-00,DOGE,2026-06-30,yes,0.65,0.68,1,336.61,14.0
KXDOGE15M-26JUN292300-00,DOGE,2026-06-30,yes,0.79,0.81,1,481.22,13.0
KXDOGE15M-26JUN300500-00,DOGE,2026-06-30,no,0.6799999999999999,0.74,0,1369.21,13.0
KXDOGE15M-26JUN300800-00,DOGE,2026-06-30,yes,0.66,0.7,0,356.81,11.0
KXDOGE15M-26JUN301100-00,DOGE,2026-06-30,no,0.6599999999999999,0.6799999999999999,1,313.19,14.0
KXDOGE15M-26JUN301400-00,DOGE,2026-06-30,no,0.6699999999999999,0.6799999999999999,0,429.4,12.0
KXDOGE15M-26JUN301700-00,DOGE,2026-06-30,yes,0.77,0.82,1,378.73,11.0
KXDOGE15M-26JUN302000-00,DOGE,2026-07-01,yes,0.65,0.68,1,854.36,14.0
KXDOGE15M-26JUL010200-00,DOGE,2026-07-01,yes,0.67,0.69,0,677.58,9.0
KXDOGE15M-26JUL010500-00,DOGE,2026-07-01,no,0.75,0.76,0,187.59,12.0
KXDOGE15M-26JUL010800-00,DOGE,2026-07-01,yes,0.7,0.71,0,152.36,13.0
KXDOGE15M-26JUL011100-00,DOGE,2026-07-01,no,0.74,0.75,0,304.96,14.0
KXDOGE15M-26JUL011400-00,DOGE,2026-07-01,yes,0.74,0.75,1,418.54,14.0
KXDOGE15M-26JUL011700-00,DOGE,2026-07-01,yes,0.69,0.7,1,411.27,13.0
KXDOGE15M-26JUL012000-00,DOGE,2026-07-02,no,0.71,0.76,1,193.5,13.0
KXDOGE15M-26JUL012300-00,DOGE,2026-07-02,yes,0.68,0.69,1,487.66,14.0
KXDOGE15M-26JUL020200-00,DOGE,2026-07-02,no,0.6599999999999999,0.6799999999999999,0,65.25,12.0
KXDOGE15M-26JUL020800-00,DOGE,2026-07-02,yes,0.73,0.76,0,196.74,14.0
KXDOGE15M-26JUL021100-00,DOGE,2026-07-02,yes,0.66,0.68,1,595.35,13.0
KXDOGE15M-26JUL021400-00,DOGE,2026-07-02,no,0.69,0.72,1,158.68,13.0
KXDOGE15M-26JUL021700-00,DOGE,2026-07-02,yes,0.7,0.71,1,173.86,13.0
KXDOGE15M-26JUL022000-00,DOGE,2026-07-03,no,0.73,0.76,1,792.29,9.0
KXDOGE15M-26JUL022300-00,DOGE,2026-07-03,yes,0.65,0.69,1,228.2,8.0
KXDOGE15M-26JUL030200-00,DOGE,2026-07-03,yes,0.77,0.79,0,871.11,11.0
KXDOGE15M-26JUL030500-00,DOGE,2026-07-03,no,0.76,0.78,1,655.34,13.0
KXDOGE15M-26JUL030800-00,DOGE,2026-07-03,yes,0.76,0.79,1,423.99,14.0
KXDOGE15M-26JUL031100-00,DOGE,2026-07-03,yes,0.71,0.75,1,2244.7,8.0
KXDOGE15M-26JUL031400-00,DOGE,2026-07-03,no,0.72,0.73,0,81.49,11.0
KXDOGE15M-26JUL031700-00,DOGE,2026-07-03,yes,0.67,0.68,1,101.29,14.0
KXDOGE15M-26JUL032000-00,DOGE,2026-07-04,no,0.65,0.6799999999999999,0,623.98,14.0
KXDOGE15M-26JUL032300-00,DOGE,2026-07-04,no,0.72,0.76,0,994.05,13.0
KXDOGE15M-26JUL040500-00,DOGE,2026-07-04,yes,0.75,0.76,1,338.95,10.0
KXDOGE15M-26JUL041100-00,DOGE,2026-07-04,yes,0.68,0.72,1,234.99,12.0
KXDOGE15M-26JUL041400-00,DOGE,2026-07-04,yes,0.66,0.67,1,281.86,13.0
KXDOGE15M-26JUL041700-00,DOGE,2026-07-04,no,0.73,0.77,1,566.24,11.0
KXDOGE15M-26JUL042000-00,DOGE,2026-07-05,yes,0.65,0.68,0,253.71,14.0
KXDOGE15M-26JUL042300-00,DOGE,2026-07-05,no,0.69,0.74,1,795.52,11.0
KXDOGE15M-26JUL050500-00,DOGE,2026-07-05,yes,0.65,0.66,0,242.85,13.0
KXDOGE15M-26JUL050800-00,DOGE,2026-07-05,yes,0.77,0.8,1,77.55,13.0
KXDOGE15M-26JUL051100-00,DOGE,2026-07-05,no,0.65,0.6799999999999999,0,252.62,14.0
KXDOGE15M-26JUL051400-00,DOGE,2026-07-05,yes,0.66,0.7,1,383.26,12.0
KXDOGE15M-26JUL052000-00,DOGE,2026-07-06,no,0.76,0.8,1,954.18,14.0
KXDOGE15M-26JUL052300-00,DOGE,2026-07-06,yes,0.71,0.74,1,278.73,14.0
KXDOGE15M-26JUL060200-00,DOGE,2026-07-06,no,0.69,0.73,1,700.94,13.0
KXDOGE15M-26JUL060500-00,DOGE,2026-07-06,yes,0.65,0.66,1,2118.65,12.0
KXDOGE15M-26JUL060800-00,DOGE,2026-07-06,no,0.71,0.73,1,83.65,11.0
KXDOGE15M-26JUL061100-00,DOGE,2026-07-06,no,0.76,0.79,0,194.31,10.0
KXDOGE15M-26JUL062000-00,DOGE,2026-07-07,no,0.6699999999999999,0.71,1,649.38,12.0
KXDOGE15M-26JUL062300-00,DOGE,2026-07-07,no,0.65,0.6699999999999999,1,554.63,12.0
KXDOGE15M-26JUL070500-00,DOGE,2026-07-07,no,0.6599999999999999,0.6799999999999999,0,223.98,12.0
KXDOGE15M-26JUL071100-00,DOGE,2026-07-07,yes,0.72,0.75,1,233.48,13.0
KXDOGE15M-26JUL071400-00,DOGE,2026-07-07,no,0.6699999999999999,0.69,1,71.35,13.0
KXDOGE15M-26JUL071700-00,DOGE,2026-07-07,no,0.6699999999999999,0.72,0,123.77,11.0
KXDOGE15M-26JUL072300-00,DOGE,2026-07-08,yes,0.7,0.73,1,694.27,14.0
KXDOGE15M-26JUL080200-00,DOGE,2026-07-08,no,0.71,0.73,0,671.06,13.0
KXDOGE15M-26JUL080500-00,DOGE,2026-07-08,yes,0.71,0.75,1,230.99,14.0
KXDOGE15M-26JUL081100-00,DOGE,2026-07-08,no,0.72,0.77,0,229.53,12.0
KXDOGE15M-26JUL081400-00,DOGE,2026-07-08,no,0.73,0.76,1,237.11,11.0
KXDOGE15M-26JUL082000-00,DOGE,2026-07-09,no,0.65,0.7,0,1785.31,13.0
KXDOGE15M-26JUL082300-00,DOGE,2026-07-09,no,0.6799999999999999,0.7,0,705.73,11.0
KXDOGE15M-26JUL090200-00,DOGE,2026-07-09,yes,0.72,0.73,1,358.14,13.0
KXDOGE15M-26JUL090800-00,DOGE,2026-07-09,yes,0.79,0.82,1,2924.6,10.0
KXDOGE15M-26JUL091100-00,DOGE,2026-07-09,yes,0.74,0.75,1,731.18,13.0
KXDOGE15M-26JUL091400-00,DOGE,2026-07-09,no,0.75,0.77,1,128.25,10.0
KXDOGE15M-26JUL091700-00,DOGE,2026-07-09,no,0.71,0.75,1,281.68,14.0
KXDOGE15M-26JUL092000-00,DOGE,2026-07-10,no,0.69,0.74,0,483.53,12.0
KXDOGE15M-26JUL092300-00,DOGE,2026-07-10,yes,0.69,0.74,1,599.92,12.0
KXDOGE15M-26JUL100500-00,DOGE,2026-07-10,no,0.69,0.71,1,312.5,12.0
KXDOGE15M-26JUL100800-00,DOGE,2026-07-10,yes,0.66,0.7,1,123.02,14.0
KXDOGE15M-26JUL101100-00,DOGE,2026-07-10,yes,0.65,0.68,0,290.02,10.0
KXDOGE15M-26JUL101400-00,DOGE,2026-07-10,yes,0.72,0.75,0,265.43,10.0
KXDOGE15M-26JUL101700-00,DOGE,2026-07-10,no,0.6599999999999999,0.6799999999999999,1,754.39,14.0
KXDOGE15M-26JUL102000-00,DOGE,2026-07-11,yes,0.65,0.69,1,61.6,14.0
KXDOGE15M-26JUL102300-00,DOGE,2026-07-11,no,0.6599999999999999,0.6699999999999999,1,622.5,8.0
KXDOGE15M-26JUL110200-00,DOGE,2026-07-11,no,0.6599999999999999,0.69,0,931.38,11.0
KXDOGE15M-26JUL110500-00,DOGE,2026-07-11,no,0.79,0.83,0,117.99,9.0
KXDOGE15M-26JUL111100-00,DOGE,2026-07-11,no,0.7,0.72,1,364.15,14.0
KXDOGE15M-26JUL111400-00,DOGE,2026-07-11,no,0.6799999999999999,0.71,1,204.99,12.0
KXDOGE15M-26JUL111700-00,DOGE,2026-07-11,no,0.6699999999999999,0.7,1,361.99,12.0
KXDOGE15M-26JUL112000-00,DOGE,2026-07-12,yes,0.72,0.73,0,550.9,14.0
KXDOGE15M-26JUL120500-00,DOGE,2026-07-12,no,0.7,0.71,0,268.8,12.0
KXDOGE15M-26JUL120800-00,DOGE,2026-07-12,yes,0.74,0.76,1,382.23,14.0
KXDOGE15M-26JUL121400-00,DOGE,2026-07-12,no,0.7,0.72,1,310.42,14.0
KXDOGE15M-26JUL121700-00,DOGE,2026-07-12,no,0.75,0.79,1,788.21,13.0
KXDOGE15M-26JUL122000-00,DOGE,2026-07-13,no,0.6699999999999999,0.69,0,540.96,13.0
KXDOGE15M-26JUL122300-00,DOGE,2026-07-13,yes,0.65,0.66,0,574.2,10.0
KXDOGE15M-26JUL130200-00,DOGE,2026-07-13,no,0.65,0.6599999999999999,1,518.0,11.0
KXDOGE15M-26JUL130500-00,DOGE,2026-07-13,yes,0.68,0.7,1,129.34,11.0
KXDOGE15M-26JUL130800-00,DOGE,2026-07-13,yes,0.72,0.75,0,235.89,13.0
KXDOGE15M-26JUL131100-00,DOGE,2026-07-13,yes,0.71,0.72,1,227.47,11.0
KXDOGE15M-26JUL131400-00,DOGE,2026-07-13,no,0.7,0.72,1,282.79,13.0
KXDOGE15M-26JUL131700-00,DOGE,2026-07-13,no,0.65,0.6799999999999999,0,387.84,14.0
KXDOGE15M-26JUL132000-00,DOGE,2026-07-14,yes,0.68,0.73,1,1373.66,14.0
KXDOGE15M-26JUL132300-00,DOGE,2026-07-14,no,0.65,0.7,1,877.32,11.0
KXDOGE15M-26JUL140200-00,DOGE,2026-07-14,yes,0.66,0.71,1,446.41,8.0
KXDOGE15M-26JUL140500-00,DOGE,2026-07-14,no,0.6799999999999999,0.7,1,759.61,12.0
KXDOGE15M-26JUL140800-00,DOGE,2026-07-14,no,0.6699999999999999,0.71,1,451.75,10.0
KXDOGE15M-26JUL141100-00,DOGE,2026-07-14,yes,0.66,0.68,1,123.19,9.0
KXDOGE15M-26JUL141400-00,DOGE,2026-07-14,no,0.65,0.7,0,267.52,13.0
KXDOGE15M-26JUL141700-00,DOGE,2026-07-14,yes,0.74,0.77,1,263.08,13.0
KXDOGE15M-26JUL142000-00,DOGE,2026-07-15,yes,0.73,0.76,1,1463.81,14.0
KXDOGE15M-26JUL142300-00,DOGE,2026-07-15,no,0.75,0.76,1,390.39,9.0
KXDOGE15M-26JUL150200-00,DOGE,2026-07-15,yes,0.65,0.67,1,819.6,11.0
KXDOGE15M-26JUL150500-00,DOGE,2026-07-15,no,0.78,0.79,1,857.42,11.0
KXDOGE15M-26JUL150800-00,DOGE,2026-07-15,yes,0.71,0.76,1,3376.77,8.0
KXDOGE15M-26JUL151100-00,DOGE,2026-07-15,yes,0.66,0.71,1,549.0,8.0
KXDOGE15M-26JUL151400-00,DOGE,2026-07-15,yes,0.67,0.71,1,710.41,11.0
KXDOGE15M-26JUL151700-00,DOGE,2026-07-15,no,0.6599999999999999,0.6799999999999999,1,805.99,14.0
KXDOGE15M-26JUL152000-00,DOGE,2026-07-16,yes,0.74,0.79,1,1371.08,8.0
KXDOGE15M-26JUL152300-00,DOGE,2026-07-16,yes,0.65,0.7,1,276.72,14.0
KXDOGE15M-26JUL160200-00,DOGE,2026-07-16,no,0.6699999999999999,0.69,1,670.05,10.0
KXDOGE15M-26JUL160800-00,DOGE,2026-07-16,yes,0.66,0.69,1,286.74,11.0
KXDOGE15M-26JUL161100-00,DOGE,2026-07-16,no,0.74,0.75,1,1108.64,9.0
KXDOGE15M-26JUL161400-00,DOGE,2026-07-16,no,0.75,0.78,1,605.85,8.0
KXDOGE15M-26JUL161700-00,DOGE,2026-07-16,no,0.6799999999999999,0.72,1,998.85,13.0
KXDOGE15M-26JUL162000-00,DOGE,2026-07-17,yes,0.79,0.8,1,1419.43,9.0
KXDOGE15M-26JUL162300-00,DOGE,2026-07-17,no,0.65,0.69,0,545.15,11.0
KXDOGE15M-26JUL170500-00,DOGE,2026-07-17,yes,0.65,0.7,1,118.42,14.0
KXDOGE15M-26JUL170800-00,DOGE,2026-07-17,no,0.6599999999999999,0.6699999999999999,1,454.48,8.0
KXDOGE15M-26JUL171100-00,DOGE,2026-07-17,no,0.73,0.76,1,364.54,13.0
KXDOGE15M-26JUL171400-00,DOGE,2026-07-17,yes,0.69,0.71,0,751.3,12.0
KXDOGE15M-26JUL171700-00,DOGE,2026-07-17,yes,0.74,0.78,1,1730.63,14.0
KXDOGE15M-26JUL180200-00,DOGE,2026-07-18,yes,0.79,0.81,0,1222.49,13.0
KXDOGE15M-26JUL180500-00,DOGE,2026-07-18,yes,0.78,0.82,0,667.8,9.0
KXDOGE15M-26JUL180800-00,DOGE,2026-07-18,yes,0.7,0.74,1,1517.49,9.0
KXDOGE15M-26JUL181100-00,DOGE,2026-07-18,yes,0.75,0.76,1,485.66,10.0
KXDOGE15M-26JUL181400-00,DOGE,2026-07-18,yes,0.67,0.72,1,1294.98,14.0
KXDOGE15M-26JUL181700-00,DOGE,2026-07-18,no,0.7,0.74,0,992.38,8.0
KXDOGE15M-26JUL182300-00,DOGE,2026-07-19,no,0.6599999999999999,0.6699999999999999,1,502.28,13.0
KXDOGE15M-26JUL190200-00,DOGE,2026-07-19,yes,0.72,0.73,1,778.65,14.0
KXDOGE15M-26JUL190800-00,DOGE,2026-07-19,no,0.77,0.8200000000000001,1,1124.18,10.0
KXDOGE15M-26JUL191100-00,DOGE,2026-07-19,yes,0.67,0.7,1,845.72,14.0
KXDOGE15M-26JUL191400-00,DOGE,2026-07-19,no,0.74,0.78,1,459.0,8.0
KXDOGE15M-26JUL192000-00,DOGE,2026-07-20,no,0.6599999999999999,0.7,0,659.8,13.0
KXDOGE15M-26JUL192300-00,DOGE,2026-07-20,yes,0.7,0.74,1,2277.06,12.0
KXDOGE15M-26JUL200200-00,DOGE,2026-07-20,no,0.72,0.73,1,182.82,14.0
KXDOGE15M-26JUL200500-00,DOGE,2026-07-20,yes,0.67,0.71,1,372.71,13.0
KXDOGE15M-26JUL200800-00,DOGE,2026-07-20,yes,0.77,0.78,1,153.65,12.0
KXDOGE15M-26JUL201100-00,DOGE,2026-07-20,yes,0.76,0.77,0,890.08,13.0
KXDOGE15M-26JUL201400-00,DOGE,2026-07-20,yes,0.7,0.71,1,466.46,14.0
KXDOGE15M-26JUL201700-00,DOGE,2026-07-20,yes,0.65,0.68,1,275.48,13.0
KXDOGE15M-26JUL202000-00,DOGE,2026-07-21,no,0.6599999999999999,0.7,0,916.83,10.0
KXDOGE15M-26JUL202300-00,DOGE,2026-07-21,no,0.78,0.79,0,1057.48,12.0
KXDOGE15M-26JUL210200-00,DOGE,2026-07-21,yes,0.71,0.74,1,915.68,13.0
KXDOGE15M-26JUL210500-00,DOGE,2026-07-21,yes,0.77,0.81,0,1062.2,12.0
KXDOGE15M-26JUL210800-00,DOGE,2026-07-21,yes,0.67,0.71,1,1104.57,14.0
KXDOGE15M-26JUL211400-00,DOGE,2026-07-21,no,0.73,0.75,1,777.4,9.0
KXDOGE15M-26JUL211700-00,DOGE,2026-07-21,no,0.76,0.78,1,495.07,10.0
KXDOGE15M-26JUL212000-00,DOGE,2026-07-22,yes,0.74,0.76,1,997.75,12.0
KXDOGE15M-26JUL212300-00,DOGE,2026-07-22,yes,0.76,0.8,0,5616.6,13.0
KXDOGE15M-26JUL220200-00,DOGE,2026-07-22,no,0.6699999999999999,0.7,1,1298.58,11.0
KXDOGE15M-26JUL220500-00,DOGE,2026-07-22,yes,0.7,0.73,1,218.1,14.0
KXDOGE15M-26JUL220800-00,DOGE,2026-07-22,yes,0.78,0.81,1,939.99,9.0
KXDOGE15M-26JUL221400-00,DOGE,2026-07-22,no,0.72,0.75,1,293.49,10.0
KXDOGE15M-26JUL221700-00,DOGE,2026-07-22,no,0.6699999999999999,0.7,1,175.49,14.0
KXDOGE15M-26JUL222000-00,DOGE,2026-07-23,yes,0.66,0.69,1,723.06,14.0
KXDOGE15M-26JUL222300-00,DOGE,2026-07-23,yes,0.7,0.71,0,2247.34,14.0
KXDOGE15M-26JUL230200-00,DOGE,2026-07-23,no,0.69,0.72,1,1166.92,11.0
KXDOGE15M-26JUL230800-00,DOGE,2026-07-23,yes,0.68,0.69,1,282.91,14.0
KXDOGE15M-26JUL231100-00,DOGE,2026-07-23,no,0.6799999999999999,0.69,1,800.99,13.0
KXDOGE15M-26JUL231700-00,DOGE,2026-07-23,yes,0.71,0.72,1,423.07,10.0
KXDOGE15M-26JUL240200-00,DOGE,2026-07-24,yes,0.65,0.7,1,1393.93,12.0
KXDOGE15M-26JUL240800-00,DOGE,2026-07-24,no,0.6799999999999999,0.72,0,1806.42,9.0
KXDOGE15M-26JUL241100-00,DOGE,2026-07-24,no,0.6599999999999999,0.69,0,192.51,14.0
KXDOGE15M-26JUL241700-00,DOGE,2026-07-24,no,0.74,0.78,1,1312.16,13.0
KXDOGE15M-26JUL242000-00,DOGE,2026-07-25,yes,0.77,0.79,0,592.22,8.0
KXDOGE15M-26JUL250800-00,DOGE,2026-07-25,yes,0.75,0.76,1,505.89,9.0
KXDOGE15M-26JUL251400-00,DOGE,2026-07-25,yes,0.67,0.68,1,1026.68,14.0
KXDOGE15M-26JUL252300-00,DOGE,2026-07-26,yes,0.74,0.75,0,1020.88,12.0
KXDOGE15M-26JUL260500-00,DOGE,2026-07-26,no,0.65,0.6599999999999999,1,190.88,10.0
KXDOGE15M-26JUL261400-00,DOGE,2026-07-26,yes,0.69,0.7,0,1976.23,8.0
KXDOGE15M-26JUL262300-00,DOGE,2026-07-27,no,0.79,0.8,1,2307.14,11.0
KXDOGE15M-26JUL270200-00,DOGE,2026-07-27,no,0.65,0.6599999999999999,0,1293.47,14.0
KXDOGE15M-26JUL270800-00,DOGE,2026-07-27,no,0.6799999999999999,0.72,1,1721.53,12.0
KXDOGE15M-26JUL271100-00,DOGE,2026-07-27,yes,0.68,0.7,1,1071.3,13.0
KXDOGE15M-26JUL272000-00,DOGE,2026-07-28,yes,0.65,0.66,1,344.94,14.0
KXDOGE15M-26JUL272300-00,DOGE,2026-07-28,yes,0.68,0.69,1,1805.83,9.0
KXDOGE15M-26JUL282000-00,DOGE,2026-07-29,yes,0.67,0.68,1,549.06,13.0
KXDOGE15M-26JUL290800-00,DOGE,2026-07-29,yes,0.7,0.71,1,316.53,13.0
KXDOGE15M-26JUL291700-00,DOGE,2026-07-29,no,0.72,0.73,1,482.1,12.0
KXDOGE15M-26JUL292000-00,DOGE,2026-07-30,yes,0.72,0.73,0,1266.61,13.0
KXDOGE15M-26JUL302300-00,DOGE,2026-07-31,yes,0.72,0.73,1,1394.58,13.0
